Title,DOI,Abstract,BibTeX
Session details: Keynote Address,10.1145/3252333,Abstract not available,"{'series': ""ASSETS '15"", 'location': 'Lisbon, Portugal', 'booktitle': 'Proceedings of the 17th International ACM SIGACCESS Conference on Computers \\&amp; Accessibility', 'doi': '10.1145/3252333', 'url': 'https://doi.org/10.1145/3252333', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450334006', 'year': '2015', 'title': 'Session details: Keynote Address', 'author': 'Bigham, Jeffrey P.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3252333'}"
Enabling the Future: Crowdsourced 3D-printed Prostheticsas a Model for Open Source Assistive TechnologyInnovation and Mutual Aid,10.1145/2700648.2809870,"e-NABLE -- an online community that designs, customizes,fabricates, and disseminates 3D-printed prosthetic hands and arms, for free -- extends the methods and philosophies of Open Source software to hardware, assistive technology development, and human resources. I'll tell the story of this remarkable community, and discuss emerging trends and opportunities for academic research, and trans-academic collaboration.","{'series': ""ASSETS '15"", 'location': 'Lisbon, Portugal', 'keywords': '3D-printing, assistive technology, crowdsourcing', 'numpages': '1', 'pages': '1', 'booktitle': 'Proceedings of the 17th International ACM SIGACCESS Conference on Computers \\&amp; Accessibility', 'abstract': ""e-NABLE -- an online community that designs, customizes,fabricates, and disseminates 3D-printed prosthetic hands and arms, for free -- extends the methods and philosophies of Open Source software to hardware, assistive technology development, and human resources. I'll tell the story of this remarkable community, and discuss emerging trends and opportunities for academic research, and trans-academic collaboration."", 'doi': '10.1145/2700648.2809870', 'url': 'https://doi.org/10.1145/2700648.2809870', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450334006', 'year': '2015', 'title': 'Enabling the Future: Crowdsourced 3D-printed Prostheticsas a Model for Open Source Assistive TechnologyInnovation and Mutual Aid', 'author': 'Schull, Jon', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/2700648.2809870'}"
Session details: Speech In and Out,10.1145/3252334,Abstract not available,"{'series': ""ASSETS '15"", 'location': 'Lisbon, Portugal', 'booktitle': 'Proceedings of the 17th International ACM SIGACCESS Conference on Computers \\&amp; Accessibility', 'doi': '10.1145/3252334', 'url': 'https://doi.org/10.1145/3252334', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450334006', 'year': '2015', 'title': 'Session details: Speech In and Out', 'author': 'Kane, Shaun', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3252334'}"
Faster Text-to-Speeches: Enhancing Blind People's Information Scanning with Faster Concurrent Speech,10.1145/2700648.2809840,"Blind people rely mostly on the auditory feedback of screen readers to consume digital information. Still, how fast can information be processed remains a major problem. The use of faster speech rates is one of the main techniques to speed-up the consumption of digital information. Moreover, recent experiments have suggested the use of concurrent speech as a valid alternative when scanning for relevant information. In this paper, we present an experiment with 30 visually impaired participants, where we compare the use of faster speech rates against the use of concurrent speech. Moreover, we combine these two approaches by gradually increasing the speech rate with one, two and three voices. Results show that concurrent voices with speech rates slightly faster than the default rate, enable a significantly faster scanning for relevant content, while maintaining its comprehension. In contrast, to keep-up with concurrent speech timings, One-Voice requires larger speech rate increments, which cause a considerable loss in performance. Overall, results suggest that the best compromise between efficiency and the ability to understand each sentence is the use of Two-Voices with a rate of 1.75*default-rate (approximately 278 WPM).","{'series': ""ASSETS '15"", 'location': 'Lisbon, Portugal', 'keywords': 'auditory perception, blind, cocktail party effect, concurrent speech, scanning, screen reader, skimming, speech rate, text-to-speech, visually impaired', 'numpages': '9', 'pages': '3–11', 'booktitle': 'Proceedings of the 17th International ACM SIGACCESS Conference on Computers \\&amp; Accessibility', 'abstract': 'Blind people rely mostly on the auditory feedback of screen readers to consume digital information. Still, how fast can information be processed remains a major problem. The use of faster speech rates is one of the main techniques to speed-up the consumption of digital information. Moreover, recent experiments have suggested the use of concurrent speech as a valid alternative when scanning for relevant information. In this paper, we present an experiment with 30 visually impaired participants, where we compare the use of faster speech rates against the use of concurrent speech. Moreover, we combine these two approaches by gradually increasing the speech rate with one, two and three voices. Results show that concurrent voices with speech rates slightly faster than the default rate, enable a significantly faster scanning for relevant content, while maintaining its comprehension. In contrast, to keep-up with concurrent speech timings, One-Voice requires larger speech rate increments, which cause a considerable loss in performance. Overall, results suggest that the best compromise between efficiency and the ability to understand each sentence is the use of Two-Voices with a rate of 1.75*default-rate (approximately 278 WPM).', 'doi': '10.1145/2700648.2809840', 'url': 'https://doi.org/10.1145/2700648.2809840', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450334006', 'year': '2015', 'title': ""Faster Text-to-Speeches: Enhancing Blind People's Information Scanning with Faster Concurrent Speech"", 'author': 'Guerreiro, Jo\\~{a}o and Gon\\c{c}alves, Daniel', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/2700648.2809840'}"
Towards Large Scale Evaluation of Novel Sonification Techniques for Non Visual Shape Exploration,10.1145/2700648.2809848,"There are several situations in which a person with visual impairment or blindness needs to extract information from an image. Examples include everyday activities, like reading a map, as well as educational activities, like exercises to develop visuospatial skills. In this contribution we propose a set of 6 sonification techniques to recognize simple shapes on touchscreen devices. The effectiveness of these sonification techniques is evaluated though Invisible Puzzle, a mobile application that makes it possible to conduct non-supervised evaluation sessions. Invisible Puzzle adopts a gamification approach and is a preliminary step in the development of a complete game that will make it possible to conduct a large scale evaluation with hundreds or thousands of blind users. With Invisible Puzzle we conducted 131 tests with sighted subjects and 18 tests with subjects with blindness. All subjects involved in the process successfully completed the evaluation session, with high engagement, hence showing the effectiveness of the evaluation procedure. Results give interesting insights on the differences among the sonification techniques and, most importantly, show that, after a short training, subjects are able to identify many different shapes.","{'series': ""ASSETS '15"", 'location': 'Lisbon, Portugal', 'keywords': 'accessibility, gamification, image recognition, remote evaluation, sonification, touch-screen devices, visual impairment or blindness', 'numpages': '9', 'pages': '13–21', 'booktitle': 'Proceedings of the 17th International ACM SIGACCESS Conference on Computers \\&amp; Accessibility', 'abstract': 'There are several situations in which a person with visual impairment or blindness needs to extract information from an image. Examples include everyday activities, like reading a map, as well as educational activities, like exercises to develop visuospatial skills. In this contribution we propose a set of 6 sonification techniques to recognize simple shapes on touchscreen devices. The effectiveness of these sonification techniques is evaluated though Invisible Puzzle, a mobile application that makes it possible to conduct non-supervised evaluation sessions. Invisible Puzzle adopts a gamification approach and is a preliminary step in the development of a complete game that will make it possible to conduct a large scale evaluation with hundreds or thousands of blind users. With Invisible Puzzle we conducted 131 tests with sighted subjects and 18 tests with subjects with blindness. All subjects involved in the process successfully completed the evaluation session, with high engagement, hence showing the effectiveness of the evaluation procedure. Results give interesting insights on the differences among the sonification techniques and, most importantly, show that, after a short training, subjects are able to identify many different shapes.', 'doi': '10.1145/2700648.2809848', 'url': 'https://doi.org/10.1145/2700648.2809848', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450334006', 'year': '2015', 'title': 'Towards Large Scale Evaluation of Novel Sonification Techniques for Non Visual Shape Exploration', 'author': 'Gerino, Andrea and Picinali, Lorenzo and Bernareggi, Cristian and Alabastro, Nicol\\`{o} and Mascetti, Sergio', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/2700648.2809848'}"
Getting Smartphones to Talkback: Understanding the Smartphone Adoption Process of Blind Users,10.1145/2700648.2809842,"The advent of system-wide accessibility services on mainstream touch-based smartphones has been a major point of inclusion for blind and visually impaired people. Ever since, researchers aimed to improve the accessibility of specific tasks, such text-entry and gestural interaction. However, little work aimed to understand and improve the overall accessibility of these devices in real world settings. In this paper, we present an eight-week long study with five novice blind participants where we seek to understand major concerns, expectations, challenges, barriers, and experiences with smartphones. The study included pre-adoption and weekly interviews, weekly controlled task assessments, and in-the wild system-wide usage. Our results show that mastering these devices is an arduous and long task, confirming the users' initial concerns. We report on accessibility barriers experienced throughout the study, which could not be encountered in task-based laboratorial settings. Finally, we discuss how smartphones are being integrated in everyday activities and highlight the need for better adoption support tools.","{'series': ""ASSETS '15"", 'location': 'Lisbon, Portugal', 'keywords': 'adoption, blind, challenges, novice, smartphone, touchscreen', 'numpages': '10', 'pages': '23–32', 'booktitle': 'Proceedings of the 17th International ACM SIGACCESS Conference on Computers \\&amp; Accessibility', 'abstract': ""The advent of system-wide accessibility services on mainstream touch-based smartphones has been a major point of inclusion for blind and visually impaired people. Ever since, researchers aimed to improve the accessibility of specific tasks, such text-entry and gestural interaction. However, little work aimed to understand and improve the overall accessibility of these devices in real world settings. In this paper, we present an eight-week long study with five novice blind participants where we seek to understand major concerns, expectations, challenges, barriers, and experiences with smartphones. The study included pre-adoption and weekly interviews, weekly controlled task assessments, and in-the wild system-wide usage. Our results show that mastering these devices is an arduous and long task, confirming the users' initial concerns. We report on accessibility barriers experienced throughout the study, which could not be encountered in task-based laboratorial settings. Finally, we discuss how smartphones are being integrated in everyday activities and highlight the need for better adoption support tools."", 'doi': '10.1145/2700648.2809842', 'url': 'https://doi.org/10.1145/2700648.2809842', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450334006', 'year': '2015', 'title': 'Getting Smartphones to Talkback: Understanding the Smartphone Adoption Process of Blind Users', 'author': ""Rodrigues, Andr\\'{e} and Montague, Kyle and Nicolau, Hugo and Guerreiro, Tiago"", 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/2700648.2809842'}"
A System for Controlling Assisted Living Environments Using Mobile Devices,10.1145/2700648.2809839,"We present EasyHouse, a system developed to allow people with disabilities and their family members to control their home environment (e.g., turn on/off a light, turn on/off the TV) using a smartphone. The user interface was designed to be adjustable to the needs of each user.The development of EasyHouse followed an iterative user-centered design approach. A paper-based low-fidelity prototype was built based on user requirements and from the first author's own experience as a researcher with cerebral palsy. After several design and evaluation iterations, a functional prototype has been evaluated in a real context with real users. Preliminary results indicate that the proposed system is suitable for both people with and without motor disabilities, and provides an adequate method for controlling home appliances when there is a family member with motor disabilities.","{'series': ""ASSETS '15"", 'location': 'Lisbon, Portugal', 'keywords': 'cerebral palsy, home automation, intelligent environments, mobile accessibility, motor disabilities', 'numpages': '6', 'pages': '33–38', 'booktitle': 'Proceedings of the 17th International ACM SIGACCESS Conference on Computers \\&amp; Accessibility', 'abstract': ""We present EasyHouse, a system developed to allow people with disabilities and their family members to control their home environment (e.g., turn on/off a light, turn on/off the TV) using a smartphone. The user interface was designed to be adjustable to the needs of each user.The development of EasyHouse followed an iterative user-centered design approach. A paper-based low-fidelity prototype was built based on user requirements and from the first author's own experience as a researcher with cerebral palsy. After several design and evaluation iterations, a functional prototype has been evaluated in a real context with real users. Preliminary results indicate that the proposed system is suitable for both people with and without motor disabilities, and provides an adequate method for controlling home appliances when there is a family member with motor disabilities."", 'doi': '10.1145/2700648.2809839', 'url': 'https://doi.org/10.1145/2700648.2809839', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450334006', 'year': '2015', 'title': 'A System for Controlling Assisted Living Environments Using Mobile Devices', 'author': 'Condado, Paulo A. and Lobo, Fernando G.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/2700648.2809839'}"
Session details: Reading and Language,10.1145/3252335,Abstract not available,"{'series': ""ASSETS '15"", 'location': 'Lisbon, Portugal', 'booktitle': 'Proceedings of the 17th International ACM SIGACCESS Conference on Computers \\&amp; Accessibility', 'doi': '10.1145/3252335', 'url': 'https://doi.org/10.1145/3252335', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450334006', 'year': '2015', 'title': 'Session details: Reading and Language', 'author': 'Guerreiro, Tiago', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3252335'}"
A Spellchecker for Dyslexia,10.1145/2700648.2809850,"Poor spelling is a challenge faced by people with dyslexia throughout their lives. Spellcheckers are therefore a crucial tool for people with dyslexia, but current spellcheckers do not detect real-word errors, which are a common type of errors made by people with dyslexia. Real-word errors are spelling mistakes that result in an unintended but real word, for instance, form instead of from. Nearly 20\% of the errors that people with dyslexia make are real-word errors. In this paper, we introduce a system called Real Check that uses a probabilistic language model, a statistical dependency parser and Google n-grams to detect real-world errors. We evaluated Real Check on text written by people with dyslexia, and showed that it detects more of these errors than widely used spellcheckers. In an experiment with 34 people (17 with dyslexia), people with dyslexia corrected sentences more accurately and in less time with Real Check.","{'series': ""ASSETS '15"", 'location': 'Lisbon, Portugal', 'keywords': 'dyslexia, real-word errors, spellchecker, spelling errors', 'numpages': '9', 'pages': '39–47', 'booktitle': 'Proceedings of the 17th International ACM SIGACCESS Conference on Computers \\&amp; Accessibility', 'abstract': 'Poor spelling is a challenge faced by people with dyslexia throughout their lives. Spellcheckers are therefore a crucial tool for people with dyslexia, but current spellcheckers do not detect real-word errors, which are a common type of errors made by people with dyslexia. Real-word errors are spelling mistakes that result in an unintended but real word, for instance, form instead of from. Nearly 20\\% of the errors that people with dyslexia make are real-word errors. In this paper, we introduce a system called Real Check that uses a probabilistic language model, a statistical dependency parser and Google n-grams to detect real-world errors. We evaluated Real Check on text written by people with dyslexia, and showed that it detects more of these errors than widely used spellcheckers. In an experiment with 34 people (17 with dyslexia), people with dyslexia corrected sentences more accurately and in less time with Real Check.', 'doi': '10.1145/2700648.2809850', 'url': 'https://doi.org/10.1145/2700648.2809850', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450334006', 'year': '2015', 'title': 'A Spellchecker for Dyslexia', 'author': 'Rello, Luz and Ballesteros, Miguel and Bigham, Jeffrey P.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/2700648.2809850'}"
Accessible Texts for Autism: An Eye-Tracking Study,10.1145/2700648.2809852,"People with Autism Spectrum Disorder (ASD) are known to experience difficulties in reading comprehension, as well as to have unusual attention patterns, which makes the development of user-centred tools for this population a challenging task. This paper presents the first study to use eye-tracking technology with ASD participants in order to evaluate text documents. Its aim is two-fold. First, it evaluates the use of images in texts and provides evidence of a significant difference in the attention patterns of participants with and without autism. Sets of two types of images, photographs and symbols, are compared to establish which ones are more useful to include in simple documents. Second, the study evaluates human-produced easy-read documents, as a gold standard for accessible documents, on 20 adults with autism. The results provide an understanding of the perceived level of difficulty of easy-read documents according to this population, as well as the preferences of autistic individuals in text presentation. The results are synthesized as set of guidelines for creating accessible text for autism.","{'series': ""ASSETS '15"", 'location': 'Lisbon, Portugal', 'keywords': 'autism, easy-read, eye tracking, readability, reading comprehension, text simplification', 'numpages': '9', 'pages': '49–57', 'booktitle': 'Proceedings of the 17th International ACM SIGACCESS Conference on Computers \\&amp; Accessibility', 'abstract': 'People with Autism Spectrum Disorder (ASD) are known to experience difficulties in reading comprehension, as well as to have unusual attention patterns, which makes the development of user-centred tools for this population a challenging task. This paper presents the first study to use eye-tracking technology with ASD participants in order to evaluate text documents. Its aim is two-fold. First, it evaluates the use of images in texts and provides evidence of a significant difference in the attention patterns of participants with and without autism. Sets of two types of images, photographs and symbols, are compared to establish which ones are more useful to include in simple documents. Second, the study evaluates human-produced easy-read documents, as a gold standard for accessible documents, on 20 adults with autism. The results provide an understanding of the perceived level of difficulty of easy-read documents according to this population, as well as the preferences of autistic individuals in text presentation. The results are synthesized as set of guidelines for creating accessible text for autism.', 'doi': '10.1145/2700648.2809852', 'url': 'https://doi.org/10.1145/2700648.2809852', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450334006', 'year': '2015', 'title': 'Accessible Texts for Autism: An Eye-Tracking Study', 'author': 'Yaneva, Victoria and Temnikova, Irina and Mitkov, Ruslan', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/2700648.2809852'}"
