Title,DOI,Abstract,BibTeX
Session details: Keynote talk,10.1145/3260779,Abstract not available,"{'series': ""Assets '08"", 'location': 'Halifax, Nova Scotia, Canada', 'booktitle': 'Proceedings of the 10th International ACM SIGACCESS Conference on Computers and Accessibility', 'doi': '10.1145/3260779', 'url': 'https://doi.org/10.1145/3260779', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781595939760', 'year': '2008', 'title': 'Session details: Keynote talk', 'author': 'Barreto, Armando', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3260779'}"
Designing technology to aid cognition,10.1145/1414471.1414473,We present a framework for technological aids for cognition intended primarily for individuals with cognitive impairments and seniors experiencing cognitive decline. We illustrate the framework with concrete research projects and near-term challenges.,"{'series': ""Assets '08"", 'location': 'Halifax, Nova Scotia, Canada', 'keywords': ""user-centred design, technology for cognition, participatory design, multimedia, mobile devices, memory aids, collaboration technology, cognitive decline, alzheimer's disease"", 'numpages': '2', 'pages': '1–2', 'booktitle': 'Proceedings of the 10th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'We present a framework for technological aids for cognition intended primarily for individuals with cognitive impairments and seniors experiencing cognitive decline. We illustrate the framework with concrete research projects and near-term challenges.', 'doi': '10.1145/1414471.1414473', 'url': 'https://doi.org/10.1145/1414471.1414473', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781595939760', 'year': '2008', 'title': 'Designing technology to aid cognition', 'author': 'Baecker, Ron', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/1414471.1414473'}"
Session details: Cognition and memory (I),10.1145/3260780,Abstract not available,"{'series': ""Assets '08"", 'location': 'Halifax, Nova Scotia, Canada', 'booktitle': 'Proceedings of the 10th International ACM SIGACCESS Conference on Computers and Accessibility', 'doi': '10.1145/3260780', 'url': 'https://doi.org/10.1145/3260780', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781595939760', 'year': '2008', 'title': 'Session details: Cognition and memory (I)', 'author': 'Feng, Jinjuan', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3260780'}"
Software and technologies designed for people with autism: what do users want?,10.1145/1414471.1414475,"Software developers, designers and researchers have been looking to technology for solutions to help and educate people with autism for over two decades. There are many examples of seemingly successful technology-based products and prototypes, yet very little is known about how well these solutions are currently integrated into lives of children and adults with autism and their families. This paper reports on results from an anonymous on-line survey intended as a first step to elucidate information about software and technology use. Additionally, data was analyzed to aid creation of future technology-based products for people with autism that are not just effective, but that also meet important user goals and align to their interests and strengths. Major findings included: (1) very few respondents (25\%) had any experience with software or technology designed for people with cognitive disabilities; (2) when asked an open-ended question about what they desire in technology design, respondents reported three major goals (social skills, academic skills, and organization skills), and many suggestions for improvements to software and hardware design; and (3) technology was reported as both a major strength and interest for people with autism.","{'series': ""Assets '08"", 'location': 'Halifax, Nova Scotia, Canada', 'keywords': 'user-centered design, software and technology design, autism', 'numpages': '8', 'pages': '3–10', 'booktitle': 'Proceedings of the 10th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Software developers, designers and researchers have been looking to technology for solutions to help and educate people with autism for over two decades. There are many examples of seemingly successful technology-based products and prototypes, yet very little is known about how well these solutions are currently integrated into lives of children and adults with autism and their families. This paper reports on results from an anonymous on-line survey intended as a first step to elucidate information about software and technology use. Additionally, data was analyzed to aid creation of future technology-based products for people with autism that are not just effective, but that also meet important user goals and align to their interests and strengths. Major findings included: (1) very few respondents (25\\%) had any experience with software or technology designed for people with cognitive disabilities; (2) when asked an open-ended question about what they desire in technology design, respondents reported three major goals (social skills, academic skills, and organization skills), and many suggestions for improvements to software and hardware design; and (3) technology was reported as both a major strength and interest for people with autism.', 'doi': '10.1145/1414471.1414475', 'url': 'https://doi.org/10.1145/1414471.1414475', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781595939760', 'year': '2008', 'title': 'Software and technologies designed for people with autism: what do users want?', 'author': 'Putnam, Cynthia and Chong, Lorna', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/1414471.1414475'}"
A3: a coding guideline for HCI+autism research using video annotation,10.1145/1414471.1414476,"Due to the profile of strengths and weaknesses indicative of autism spectrum disorders (ASD), technology may play a key role in ameliorating communication difficulties with this population. This paper documents coding guidelines established through cross-disciplinary work focused on facilitating communication development in children with ASD using computerized feedback. The guidelines, referred to as A3 (pronounced A-Cubed) or Annotation for ASD Analysis, define and operationalize a set of dependent variables coded via video annotation. Inter-rater reliability data are also presented from a study currently in-progress, as well as related discussion to help guide future work in this area. The design of the A3 methodology is well-suited for the examination and evaluation of the behavior of low-functioning subjects with ASD who interact with technology.","{'series': ""Assets '08"", 'location': 'Halifax, Nova Scotia, Canada', 'keywords': 'visualization, video, reliability, point-by-point agreement, kappa, guidline, coding, autism, audio feedback, annotation, ASD', 'numpages': '8', 'pages': '11–18', 'booktitle': 'Proceedings of the 10th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Due to the profile of strengths and weaknesses indicative of autism spectrum disorders (ASD), technology may play a key role in ameliorating communication difficulties with this population. This paper documents coding guidelines established through cross-disciplinary work focused on facilitating communication development in children with ASD using computerized feedback. The guidelines, referred to as A3 (pronounced A-Cubed) or Annotation for ASD Analysis, define and operationalize a set of dependent variables coded via video annotation. Inter-rater reliability data are also presented from a study currently in-progress, as well as related discussion to help guide future work in this area. The design of the A3 methodology is well-suited for the examination and evaluation of the behavior of low-functioning subjects with ASD who interact with technology.', 'doi': '10.1145/1414471.1414476', 'url': 'https://doi.org/10.1145/1414471.1414476', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781595939760', 'year': '2008', 'title': 'A3: a coding guideline for HCI+autism research using video annotation', 'author': 'Hailpern, Joshua and Karahalios, Karrie and Halle, James and DeThorne, Laura and Coletto, Mary-Kelsey', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/1414471.1414476'}"
Technology for just-in-time in-situ learning of facial affect for persons diagnosed with an autism spectrum disorder,10.1145/1414471.1414477,"Many first-hand accounts from individuals diagnosed with autism spectrum disorders (ASD) highlight the challenges inherent in processing high-speed, complex, and unpredictable social information such as facial expressions in real-time. In this paper, we describe a new technology aimed at helping people capture, analyze, and reflect on a set of social-emotional signals communicated by facial and head movements in live social interaction that occurs with their everyday social companions. We describe our development of a new combination of hardware using a miniature camera connected to an ultramobile PC together with custom software developed to track, capture, interpret, and intuitively present various interpretations of the facial-head movements (e.g., presenting that there is a high probability the person looks ""confused""). This paper describes this new technology together with the results of a series of pilot studies conducted with adolescents diagnosed with ASD who used the technology in their peer-group setting and contributed to its development via their feedback.","{'series': ""Assets '08"", 'location': 'Halifax, Nova Scotia, Canada', 'keywords': ""facial expressions, facial affect, autism spectrum disorders, asperger's syndrome, affective computing"", 'numpages': '8', 'pages': '19–26', 'booktitle': 'Proceedings of the 10th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Many first-hand accounts from individuals diagnosed with autism spectrum disorders (ASD) highlight the challenges inherent in processing high-speed, complex, and unpredictable social information such as facial expressions in real-time. In this paper, we describe a new technology aimed at helping people capture, analyze, and reflect on a set of social-emotional signals communicated by facial and head movements in live social interaction that occurs with their everyday social companions. We describe our development of a new combination of hardware using a miniature camera connected to an ultramobile PC together with custom software developed to track, capture, interpret, and intuitively present various interpretations of the facial-head movements (e.g., presenting that there is a high probability the person looks ""confused""). This paper describes this new technology together with the results of a series of pilot studies conducted with adolescents diagnosed with ASD who used the technology in their peer-group setting and contributed to its development via their feedback.', 'doi': '10.1145/1414471.1414477', 'url': 'https://doi.org/10.1145/1414471.1414477', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781595939760', 'year': '2008', 'title': 'Technology for just-in-time in-situ learning of facial affect for persons diagnosed with an autism spectrum disorder', 'author': 'Madsen, Miriam and el Kaliouby, Rana and Goodwin, Matthew and Picard, Rosalind', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/1414471.1414477'}"
Session details: Cognition and memory (II),10.1145/3260781,Abstract not available,"{'series': ""Assets '08"", 'location': 'Halifax, Nova Scotia, Canada', 'booktitle': 'Proceedings of the 10th International ACM SIGACCESS Conference on Computers and Accessibility', 'doi': '10.1145/3260781', 'url': 'https://doi.org/10.1145/3260781', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781595939760', 'year': '2008', 'title': 'Session details: Cognition and memory (II)', 'author': 'Fell, Harriet', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3260781'}"
A context aware handheld wayfinding system for individuals with cognitive impairments,10.1145/1414471.1414479,"A challenge to individuals with cognitive impairments in wayfinding is how to remain oriented, recall routines, and travel in unfamiliar areas in a way relying on limited cognitive capacity. According to psychological model of spatial navigation and the requirements of rehabilitation professionals, a novel wayfinding system is presented with an aim to increase workplace and life independence for people suffering from diseases such as traumatic brain injury, cerebral palsy, mental retardation, schizophrenia, Down syndromes, and Alzheimer's disease. This paper describes an approach to providing distributed cognition support of travel guidance for persons with cognitive disabilities. The unique strength of the system is the ability to provide unique-to-the-user prompts that are triggered by context. As this population is very sensitive to issues of abstraction (e.g. icons) and presents the designer with the need to tailor prompts to a 'universe-of-one' the use of images specific to each user and context is implemented. The key to the approach is to spread the context awareness across the system, with the context being flagged by the QR-code tags and the appropriate response being evoked by displaying the appropriate path guidance images indexed by the intersection of specific end-user and context ID embedded in the tags. By separating the context trigger from the pictorial response, responses can be updated independently of the rest of the installed system, and a single QR-code tag can trigger multiple responses in the PDA depending on the end-user and their specific path. A prototype is built and tested in field experiments with real patients. The experimental results show the human-computer interface is friendly and the capabilities of wayfinding are reliable.","{'series': ""Assets '08"", 'location': 'Halifax, Nova Scotia, Canada', 'keywords': 'user interface, ubiquitous computing, qr code, cognitive disability', 'numpages': '8', 'pages': '27–34', 'booktitle': 'Proceedings of the 10th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': ""A challenge to individuals with cognitive impairments in wayfinding is how to remain oriented, recall routines, and travel in unfamiliar areas in a way relying on limited cognitive capacity. According to psychological model of spatial navigation and the requirements of rehabilitation professionals, a novel wayfinding system is presented with an aim to increase workplace and life independence for people suffering from diseases such as traumatic brain injury, cerebral palsy, mental retardation, schizophrenia, Down syndromes, and Alzheimer's disease. This paper describes an approach to providing distributed cognition support of travel guidance for persons with cognitive disabilities. The unique strength of the system is the ability to provide unique-to-the-user prompts that are triggered by context. As this population is very sensitive to issues of abstraction (e.g. icons) and presents the designer with the need to tailor prompts to a 'universe-of-one' the use of images specific to each user and context is implemented. The key to the approach is to spread the context awareness across the system, with the context being flagged by the QR-code tags and the appropriate response being evoked by displaying the appropriate path guidance images indexed by the intersection of specific end-user and context ID embedded in the tags. By separating the context trigger from the pictorial response, responses can be updated independently of the rest of the installed system, and a single QR-code tag can trigger multiple responses in the PDA depending on the end-user and their specific path. A prototype is built and tested in field experiments with real patients. The experimental results show the human-computer interface is friendly and the capabilities of wayfinding are reliable."", 'doi': '10.1145/1414471.1414479', 'url': 'https://doi.org/10.1145/1414471.1414479', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781595939760', 'year': '2008', 'title': 'A context aware handheld wayfinding system for individuals with cognitive impairments', 'author': 'Chang, Yao-Jen and Tsai, Shih-Kai and Wang, Tsen-Yung', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/1414471.1414479'}"
Computer usage by young individuals with down syndrome: an exploratory study,10.1145/1414471.1414480,"In this paper, we discuss the results of an online survey that investigates how children and young adults with Down syndrome use computers and computer-related devices. The survey responses cover 561 individuals with Down syndrome between the age of four to 21. The survey results suggest that the majority of the children and young adults with Down syndrome can use the mouse to interact with computers, which requires spatial, cognitive, and fine motor skills that were previously believed to be quite challenging for individuals with Down syndrome. The results show great difficulty in text entry using keyboards. Young individuals with Down syndrome are using a variety of computer applications and computer related devices, and computers and computer-related devices play important roles in the life of individuals with Down syndrome. There appears to be great potential in computer-related education and training to broaden existing career opportunities for individuals with Down syndrome, and there needs to be further research on this topic.","{'series': ""Assets '08"", 'location': 'Halifax, Nova Scotia, Canada', 'keywords': 'young individuals, usability, kids, human-computer interaction, human factors, down syndrome, computer use', 'numpages': '8', 'pages': '35–42', 'booktitle': 'Proceedings of the 10th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'In this paper, we discuss the results of an online survey that investigates how children and young adults with Down syndrome use computers and computer-related devices. The survey responses cover 561 individuals with Down syndrome between the age of four to 21. The survey results suggest that the majority of the children and young adults with Down syndrome can use the mouse to interact with computers, which requires spatial, cognitive, and fine motor skills that were previously believed to be quite challenging for individuals with Down syndrome. The results show great difficulty in text entry using keyboards. Young individuals with Down syndrome are using a variety of computer applications and computer related devices, and computers and computer-related devices play important roles in the life of individuals with Down syndrome. There appears to be great potential in computer-related education and training to broaden existing career opportunities for individuals with Down syndrome, and there needs to be further research on this topic.', 'doi': '10.1145/1414471.1414480', 'url': 'https://doi.org/10.1145/1414471.1414480', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781595939760', 'year': '2008', 'title': 'Computer usage by young individuals with down syndrome: an exploratory study', 'author': 'Feng, J. and Lazar, J. and Kumin, L. and Ozok, A.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/1414471.1414480'}"
Understanding pointing problems in real world computing environments,10.1145/1414471.1414481,"Understanding how pointing performance varies in real world computer use and over time can provide valuable insight about how systems should accommodate changes in pointing behavior. Unfortunately, pointing data from individuals with pointing problems is rarely studied during real world use. Instead, it is most frequently evaluated in a laboratory where it is easier to collect and evaluate data. We developed a technique to collect and analyze real world pointing performance which we used to investigate the variance in performance of six individuals with a range of pointing abilities. Features of pointing performance we analyzed include metrics such as movement trajectories, clicking, and double clicking. These individuals exhibited high variance during both supervised and unsupervised (or real world) computer use across multiple login sessions. The high variance found within each participant highlights the potential inaccuracy of judging performance based on a single laboratory session.","{'series': ""Assets '08"", 'location': 'Halifax, Nova Scotia, Canada', 'keywords': 'pointing performance, motor impairments, data collection in the wild', 'numpages': '8', 'pages': '43–50', 'booktitle': 'Proceedings of the 10th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Understanding how pointing performance varies in real world computer use and over time can provide valuable insight about how systems should accommodate changes in pointing behavior. Unfortunately, pointing data from individuals with pointing problems is rarely studied during real world use. Instead, it is most frequently evaluated in a laboratory where it is easier to collect and evaluate data. We developed a technique to collect and analyze real world pointing performance which we used to investigate the variance in performance of six individuals with a range of pointing abilities. Features of pointing performance we analyzed include metrics such as movement trajectories, clicking, and double clicking. These individuals exhibited high variance during both supervised and unsupervised (or real world) computer use across multiple login sessions. The high variance found within each participant highlights the potential inaccuracy of judging performance based on a single laboratory session.', 'doi': '10.1145/1414471.1414481', 'url': 'https://doi.org/10.1145/1414471.1414481', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781595939760', 'year': '2008', 'title': 'Understanding pointing problems in real world computing environments', 'author': 'Hurst, Amy and Mankoff, Jennifer and Hudson, Scott E.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/1414471.1414481'}"
