Title,DOI,Abstract,BibTeX
Challenges and opportunities in technology for inclusion,10.1145/3517428.3566096,"What will we be working on in the coming decade? This talk will consider a wide range of possibilities, ranging from predictable impacts of new technologies to difficult matters of perspective and policy that influence the development and deployment of technology, to quixotic ambitions. The opinions will be those of the presenter, if even he endorses them.","{'series': ""ASSETS '22"", 'location': 'Athens, Greece', 'keywords': 'Inclusion, accessible technology', 'numpages': '1', 'articleno': '1', 'booktitle': 'Proceedings of the 24th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'What will we be working on in the coming decade? This talk will consider a wide range of possibilities, ranging from predictable impacts of new technologies to difficult matters of perspective and policy that influence the development and deployment of technology, to quixotic ambitions. The opinions will be those of the presenter, if even he endorses them.', 'doi': '10.1145/3517428.3566096', 'url': 'https://doi.org/10.1145/3517428.3566096', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450392587', 'year': '2022', 'title': 'Challenges and opportunities in technology for inclusion', 'author': 'Lewis, Clayton H.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3517428.3566096'}"
"Access on Demand: Real-time, Multi-modal Accessibility for the Deaf and Hard-of-Hearing based on Augmented Reality",10.1145/3517428.3551352,"In this experience report, two deaf researchers with varying expertise, communication preferences, and technological skills document their experiences using Access on Demand (AoD), an Augmented Reality (AR) based accessibility application that provides on-demand real-time captioning and sign language interpretation services using the Vuzix Blade AR smart glasses. The researchers report their observations regarding using remote real-time American Sign Language (ASL) interpreting, captioning, and auto-captions offered by the AoD platform. The authors discuss the benefits and limitations of using AoD as an assistive technology device and how it would benefit the deaf community from the perspective of Deaf and Hard-of-Hearing (DHH) users.","{'series': ""ASSETS '22"", 'location': 'Athens, Greece', 'keywords': 'Augmented Reality, DHH, Smart glasses', 'numpages': '6', 'articleno': '2', 'booktitle': 'Proceedings of the 24th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'In this experience report, two deaf researchers with varying expertise, communication preferences, and technological skills document their experiences using Access on Demand (AoD), an Augmented Reality (AR) based accessibility application that provides on-demand real-time captioning and sign language interpretation services using the Vuzix Blade AR smart glasses. The researchers report their observations regarding using remote real-time American Sign Language (ASL) interpreting, captioning, and auto-captions offered by the AoD platform. The authors discuss the benefits and limitations of using AoD as an assistive technology device and how it would benefit the deaf community from the perspective of Deaf and Hard-of-Hearing (DHH) users.', 'doi': '10.1145/3517428.3551352', 'url': 'https://doi.org/10.1145/3517428.3551352', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450392587', 'year': '2022', 'title': 'Access on Demand: Real-time, Multi-modal Accessibility for the Deaf and Hard-of-Hearing based on Augmented Reality', 'author': 'Mathew, Roshan and Mak, Brian and Dannels, Wendy', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3517428.3551352'}"
VRBubble: Enhancing Peripheral Awareness of Avatars for People with Visual Impairments in Social Virtual Reality,10.1145/3517428.3544821,"Social Virtual Reality (VR) is growing for remote socialization and collaboration. However, current social VR applications are not accessible to people with visual impairments (PVI) due to their focus on visual experiences. We aim to facilitate social VR accessibility by enhancing PVI’s peripheral awareness of surrounding avatar dynamics. We designed VRBubble, an audio-based VR technique that provides surrounding avatar information based on social distances. Based on Hall’s proxemic theory, VRBubble divides the social space with three Bubbles—Intimate, Conversation, and Social Bubble—generating spatial audio feedback to distinguish avatars in different bubbles and provide suitable avatar information. We provide three audio alternatives: earcons, verbal notifications, and real-world sound effects. PVI can select and combine their preferred feedback alternatives for different avatars, bubbles, and social contexts. We evaluated VRBubble and an audio beacon baseline with 12 PVI in a navigation and a conversation context. We found that VRBubble significantly enhanced participants’ avatar awareness during navigation and enabled avatar identification in both contexts. However, VRBubble was shown to be more distracting in crowded environments.","{'series': ""ASSETS '22"", 'location': 'Athens, Greece', 'keywords': 'audio feedback, proxemics, social virtual reality, visual impairments', 'numpages': '17', 'articleno': '3', 'booktitle': 'Proceedings of the 24th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Social Virtual Reality (VR) is growing for remote socialization and collaboration. However, current social VR applications are not accessible to people with visual impairments (PVI) due to their focus on visual experiences. We aim to facilitate social VR accessibility by enhancing PVI’s peripheral awareness of surrounding avatar dynamics. We designed VRBubble, an audio-based VR technique that provides surrounding avatar information based on social distances. Based on Hall’s proxemic theory, VRBubble divides the social space with three Bubbles—Intimate, Conversation, and Social Bubble—generating spatial audio feedback to distinguish avatars in different bubbles and provide suitable avatar information. We provide three audio alternatives: earcons, verbal notifications, and real-world sound effects. PVI can select and combine their preferred feedback alternatives for different avatars, bubbles, and social contexts. We evaluated VRBubble and an audio beacon baseline with 12 PVI in a navigation and a conversation context. We found that VRBubble significantly enhanced participants’ avatar awareness during navigation and enabled avatar identification in both contexts. However, VRBubble was shown to be more distracting in crowded environments.', 'doi': '10.1145/3517428.3544821', 'url': 'https://doi.org/10.1145/3517428.3544821', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450392587', 'year': '2022', 'title': 'VRBubble: Enhancing Peripheral Awareness of Avatars for People with Visual Impairments in Social Virtual Reality', 'author': 'Ji, Tiger F. and Cochran, Brianna and Zhao, Yuhang', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3517428.3544821'}"
“It’s Just Part of Me:” Understanding Avatar Diversity and Self-presentation of People with Disabilities in Social Virtual Reality,10.1145/3517428.3544829,"In social Virtual Reality (VR), users are embodied in avatars and interact with other users in a face-to-face manner using avatars as the medium. With the advent of social VR, people with disabilities (PWD) have shown an increasing presence on this new social media. With their unique disability identity, it is not clear how PWD perceive their avatars and whether and how they prefer to disclose their disability when presenting themselves in social VR. We fill this gap by exploring PWD’s avatar perception and disability disclosure preferences in social VR. Our study involved two steps. We first conducted a systematic review of fifteen popular social VR applications to evaluate their avatar diversity and accessibility support. We then conducted an in-depth interview study with 19 participants who had different disabilities to understand their avatar experiences. Our research revealed a number of disability disclosure preferences and strategies adopted by PWD (e.g., reflect selective disabilities, present a capable self). We also identified several challenges faced by PWD during their avatar customization process. We discuss the design implications to promote avatar accessibility and diversity for future social VR platforms.","{'series': ""ASSETS '22"", 'location': 'Athens, Greece', 'keywords': 'Social VR, avatar, d/Deaf and heard of hearing, disability disclosure, self-perception, visual impairments', 'numpages': '16', 'articleno': '4', 'booktitle': 'Proceedings of the 24th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'In social Virtual Reality (VR), users are embodied in avatars and interact with other users in a face-to-face manner using avatars as the medium. With the advent of social VR, people with disabilities (PWD) have shown an increasing presence on this new social media. With their unique disability identity, it is not clear how PWD perceive their avatars and whether and how they prefer to disclose their disability when presenting themselves in social VR. We fill this gap by exploring PWD’s avatar perception and disability disclosure preferences in social VR. Our study involved two steps. We first conducted a systematic review of fifteen popular social VR applications to evaluate their avatar diversity and accessibility support. We then conducted an in-depth interview study with 19 participants who had different disabilities to understand their avatar experiences. Our research revealed a number of disability disclosure preferences and strategies adopted by PWD (e.g., reflect selective disabilities, present a capable self). We also identified several challenges faced by PWD during their avatar customization process. We discuss the design implications to promote avatar accessibility and diversity for future social VR platforms.', 'doi': '10.1145/3517428.3544829', 'url': 'https://doi.org/10.1145/3517428.3544829', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450392587', 'year': '2022', 'title': '“It’s Just Part of Me:” Understanding Avatar Diversity and Self-presentation of People with Disabilities in Social Virtual Reality', 'author': 'Zhang, Kexin and Deldari, Elmira and Lu, Zhicong and Yao, Yaxing and Zhao, Yuhang', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3517428.3544829'}"
SoundVizVR: Sound Indicators for Accessible Sounds in Virtual Reality for Deaf or Hard-of-Hearing Users,10.1145/3517428.3544817,"Sounds provide vital information such as spatial and interaction cues in virtual reality (VR) applications to convey more immersive experiences to VR users. However, it may be a challenge for deaf or hard-of-hearing (DHH) VR users to access the information given by sounds, which could limit their VR experience. To address this limitation, we present “SoundVizVR”, which explores visualizing sound characteristics and sound types for several types of sounds in VR experience. SoundVizVR&nbsp;uses Sound-Characteristic Indicators to visualize loudness, duration, and location of sound sources in VR and Sound-Type Indicators to present more information about the type of the sound. First, we examined three types of Sound-Characteristic Indicators (On-Object Indicators, Full Mini-Maps and Partial Mini-Maps) and their combinations in a study with 11 DHH participants. We identified that the combination of Full Mini-Map technique and On-Object Indicator was the most preferred visualization and performed best at locating sound sources in VR. Next, we explored presenting more information about the sounds using text and icons as Sound-Type Indicators. A second study with 14 DHH participants found that all Sound-Type Indicator combinations were successful at locating sound sources.","{'series': ""ASSETS '22"", 'location': 'Athens, Greece', 'keywords': 'accessibility, audio visualization, deaf and hard-of-hearing, virtual reality', 'numpages': '13', 'articleno': '5', 'booktitle': 'Proceedings of the 24th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Sounds provide vital information such as spatial and interaction cues in virtual reality (VR) applications to convey more immersive experiences to VR users. However, it may be a challenge for deaf or hard-of-hearing (DHH) VR users to access the information given by sounds, which could limit their VR experience. To address this limitation, we present “SoundVizVR”, which explores visualizing sound characteristics and sound types for several types of sounds in VR experience. SoundVizVR&nbsp;uses Sound-Characteristic Indicators to visualize loudness, duration, and location of sound sources in VR and Sound-Type Indicators to present more information about the type of the sound. First, we examined three types of Sound-Characteristic Indicators (On-Object Indicators, Full Mini-Maps and Partial Mini-Maps) and their combinations in a study with 11 DHH participants. We identified that the combination of Full Mini-Map technique and On-Object Indicator was the most preferred visualization and performed best at locating sound sources in VR. Next, we explored presenting more information about the sounds using text and icons as Sound-Type Indicators. A second study with 14 DHH participants found that all Sound-Type Indicator combinations were successful at locating sound sources.', 'doi': '10.1145/3517428.3544817', 'url': 'https://doi.org/10.1145/3517428.3544817', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450392587', 'year': '2022', 'title': 'SoundVizVR: Sound Indicators for Accessible Sounds in Virtual Reality for Deaf or Hard-of-Hearing Users', 'author': 'Li, Ziming and Connell, Shannon and Dannels, Wendy and Peiris, Roshan', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3517428.3544817'}"
Uncovering Visually Impaired Gamers’ Preferences for Spatial Awareness Tools Within Video Games,10.1145/3517428.3544802,"Sighted players gain spatial awareness within video games through sight and spatial awareness tools (SATs) such as minimaps. Visually impaired players (VIPs), however, must often rely heavily on SATs to gain spatial awareness, especially in complex environments where using rich ambient sound design alone may be insufficient. Researchers have developed many SATs for facilitating spatial awareness within VIPs. Yet this abundance disguises a gap in our understanding about how exactly these approaches assist VIPs in gaining spatial awareness and what their relative merits and limitations are. To address this, we investigate four leading approaches to facilitating spatial awareness for VIPs within a 3D video game context. Our findings uncover new insights into SATs for VIPs within video games, including that VIPs value position and orientation information the most from an SAT; that none of the approaches we investigated convey position and orientation effectively; and that VIPs highly value the ability to customize SATs.","{'series': ""ASSETS '22"", 'location': 'Athens, Greece', 'keywords': 'Audio navigation tools, blind-accessible games, spatial awareness tools, visual impairments', 'numpages': '16', 'articleno': '6', 'booktitle': 'Proceedings of the 24th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Sighted players gain spatial awareness within video games through sight and spatial awareness tools (SATs) such as minimaps. Visually impaired players (VIPs), however, must often rely heavily on SATs to gain spatial awareness, especially in complex environments where using rich ambient sound design alone may be insufficient. Researchers have developed many SATs for facilitating spatial awareness within VIPs. Yet this abundance disguises a gap in our understanding about how exactly these approaches assist VIPs in gaining spatial awareness and what their relative merits and limitations are. To address this, we investigate four leading approaches to facilitating spatial awareness for VIPs within a 3D video game context. Our findings uncover new insights into SATs for VIPs within video games, including that VIPs value position and orientation information the most from an SAT; that none of the approaches we investigated convey position and orientation effectively; and that VIPs highly value the ability to customize SATs.', 'doi': '10.1145/3517428.3544802', 'url': 'https://doi.org/10.1145/3517428.3544802', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450392587', 'year': '2022', 'title': 'Uncovering Visually Impaired Gamers’ Preferences for Spatial Awareness Tools Within Video Games', 'author': 'Nair, Vishnu and Ma, Shao-en and Gonzalez Penuela, Ricardo E. and He, Yicheng and Lin, Karen and Hayes, Mason and Huddleston, Hannah and Donnelly, Matthew and Smith, Brian A.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3517428.3544802'}"
Expressive Bodies Engaging with Embodied Disability Cultures for Collaborative Design Critiques,10.1145/3517428.3551350,"In our experience as researchers engaging with non-academic audiences, we observed that it remains a challenge to receive direct and critical feedback from participants. This is particularly amplified in the context of disabilities even if the researchers identify themselves as disabled given that the interaction is governed by social status and material power dimensions to say the least. To work productively with these power dynamics, we explored embodied approaches to articulating critique acknowledging the different ways of knowing stemming from different bodyminds. Here, we line out two exploratory cases illustrating how physical bodies can be directly attended to to express critiques in more direct ways than participants might be used to on a language based level (spoken or signed). We show how communication and critique can take on many forms encouraging us to broaden our methodological toolset to incorporate practices common in disability cultures. Our experiences show that we need to embrace crip approaches to knowledge production to receive more actionable and useful feedback in developing technologies with disabled communities.","{'series': ""ASSETS '22"", 'location': 'Athens, Greece', 'keywords': 'Autism, Deaf cultures, Neurodivergence, crip methodologies, critical bodyminds, disability cultures, embodied critique', 'numpages': '6', 'articleno': '7', 'booktitle': 'Proceedings of the 24th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'In our experience as researchers engaging with non-academic audiences, we observed that it remains a challenge to receive direct and critical feedback from participants. This is particularly amplified in the context of disabilities even if the researchers identify themselves as disabled given that the interaction is governed by social status and material power dimensions to say the least. To work productively with these power dynamics, we explored embodied approaches to articulating critique acknowledging the different ways of knowing stemming from different bodyminds. Here, we line out two exploratory cases illustrating how physical bodies can be directly attended to to express critiques in more direct ways than participants might be used to on a language based level (spoken or signed). We show how communication and critique can take on many forms encouraging us to broaden our methodological toolset to incorporate practices common in disability cultures. Our experiences show that we need to embrace crip approaches to knowledge production to receive more actionable and useful feedback in developing technologies with disabled communities.', 'doi': '10.1145/3517428.3551350', 'url': 'https://doi.org/10.1145/3517428.3551350', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450392587', 'year': '2022', 'title': 'Expressive Bodies Engaging with Embodied Disability Cultures for Collaborative Design Critiques', 'author': 'Spiel, Katta and Angelini, Robin', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3517428.3551350'}"
Data Representativeness in Accessibility Datasets: A Meta-Analysis,10.1145/3517428.3544826,"As data-driven systems are increasingly deployed at scale, ethical concerns have arisen around unfair and discriminatory outcomes for historically marginalized groups that are underrepresented in training data. In response, work around AI fairness and inclusion has called for datasets that are representative of various demographic groups. In this paper, we contribute an analysis of the representativeness of age, gender, and race \&amp; ethnicity in accessibility datasets–datasets sourced from people with disabilities and older adults—that can potentially play an important role in mitigating bias for inclusive AI-infused applications. We examine the current state of representation within datasets sourced by people with disabilities by reviewing publicly-available information of 190 datasets, we call these accessibility datasets. We find that accessibility datasets represent diverse ages, but have gender and race representation gaps. Additionally, we investigate how the sensitive and complex nature of demographic variables makes classification difficult and inconsistent (e.g., gender, race \&amp; ethnicity), with the source of labeling often unknown. By reflecting on the current challenges and opportunities for representation of disabled data contributors, we hope our effort expands the space of possibility for greater inclusion of marginalized communities in AI-infused systems.","{'series': ""ASSETS '22"", 'location': 'Athens, Greece', 'keywords': 'AI FATE, accessibility, aging, datasets, diversity, inclusion, representation', 'numpages': '15', 'articleno': '8', 'booktitle': 'Proceedings of the 24th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'As data-driven systems are increasingly deployed at scale, ethical concerns have arisen around unfair and discriminatory outcomes for historically marginalized groups that are underrepresented in training data. In response, work around AI fairness and inclusion has called for datasets that are representative of various demographic groups. In this paper, we contribute an analysis of the representativeness of age, gender, and race \\&amp; ethnicity in accessibility datasets–datasets sourced from people with disabilities and older adults—that can potentially play an important role in mitigating bias for inclusive AI-infused applications. We examine the current state of representation within datasets sourced by people with disabilities by reviewing publicly-available information of 190 datasets, we call these accessibility datasets. We find that accessibility datasets represent diverse ages, but have gender and race representation gaps. Additionally, we investigate how the sensitive and complex nature of demographic variables makes classification difficult and inconsistent (e.g., gender, race \\&amp; ethnicity), with the source of labeling often unknown. By reflecting on the current challenges and opportunities for representation of disabled data contributors, we hope our effort expands the space of possibility for greater inclusion of marginalized communities in AI-infused systems.', 'doi': '10.1145/3517428.3544826', 'url': 'https://doi.org/10.1145/3517428.3544826', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450392587', 'year': '2022', 'title': 'Data Representativeness in Accessibility Datasets: A Meta-Analysis', 'author': 'Kamikubo, Rie and Wang, Lining and Marte, Crystal and Mahmood, Amnah and Kacorri, Hernisa', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3517428.3544826'}"
Chronically Under-Addressed: Considerations for HCI Accessibility Practice with Chronically Ill People,10.1145/3517428.3544803,"Accessible design and technology could support the large and growing group of people with chronic illnesses. However, human computer interactions (HCI) has largely approached people with chronic illnesses through a lens of medical tracking or treatment rather than accessibility. We describe and demonstrate a framework for designing technology in ways that center the chronically ill experience. First, we identify guiding tenets: 1) treating chronically ill people not as patients but as people with access needs and expertise, 2) recognizing the way that variable ability shapes accessibility considerations, and 3) adopting a theoretical understanding of chronic illness that attends to the body. We then illustrate these tenets through autoethnographic case studies of two chronically ill authors using technology. Finally, we discuss implications for technology design, including designing for consequence-based accessibility, considering how to engage care communities, and how HCI research can engage chronically ill participants in research.","{'series': ""ASSETS '22"", 'location': 'Athens, Greece', 'keywords': 'accessibility, chronic illness, disability studies', 'numpages': '15', 'articleno': '9', 'booktitle': 'Proceedings of the 24th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Accessible design and technology could support the large and growing group of people with chronic illnesses. However, human computer interactions (HCI) has largely approached people with chronic illnesses through a lens of medical tracking or treatment rather than accessibility. We describe and demonstrate a framework for designing technology in ways that center the chronically ill experience. First, we identify guiding tenets: 1) treating chronically ill people not as patients but as people with access needs and expertise, 2) recognizing the way that variable ability shapes accessibility considerations, and 3) adopting a theoretical understanding of chronic illness that attends to the body. We then illustrate these tenets through autoethnographic case studies of two chronically ill authors using technology. Finally, we discuss implications for technology design, including designing for consequence-based accessibility, considering how to engage care communities, and how HCI research can engage chronically ill participants in research.', 'doi': '10.1145/3517428.3544803', 'url': 'https://doi.org/10.1145/3517428.3544803', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450392587', 'year': '2022', 'title': 'Chronically Under-Addressed: Considerations for HCI Accessibility Practice with Chronically Ill People', 'author': 'Mack, Kelly and McDonnell, Emma J. and Findlater, Leah and Evans, Heather D.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3517428.3544803'}"
Should I Say “Disabled People” or “People with Disabilities”? Language Preferences of Disabled People Between Identity- and Person-First Language,10.1145/3517428.3544813,"The usage of identity- (e.g., “disabled people”) versus person-first language (e.g., “people with disabilities”) to refer to disabled people has been an active and ongoing discussion. However, it remains unclear which semantic language should be used, especially for different disability categories within the overall demographics of disabled people. To gather and examine the language preferences of disabled people, we surveyed 519 disabled people from 23 countries. Our results show that 49\% of disabled people preferred identity-first language whereas 33\% preferred person-first language and 18\% had no preference. Additionally, we explore the intra-sectionality and intersectionality of disability categories, gender identifications, age groups, and countries on language preferences, finding that language preferences vary within and across each of these factors. Our qualitative assessment of the survey responses shows that disabled people may have multiple or no preferences. To make our survey data publicly available, we created an interactive and accessible live web platform, enabling users to perform intersectional exploration of language preferences. In a secondary investigation, using part-of-speech (POS) tagging, we analyzed the abstracts of 11,536 publications at ACM ASSETS (N=1,564) and ACM CHI (N=9,972), assessing their adoption of identity- and person-first language. We present the results from our analysis and offer recommendations for authors and researchers in choosing the appropriate language to refer to disabled people.","{'series': ""ASSETS '22"", 'location': 'Athens, Greece', 'keywords': 'disability, identity-first, language, person-first, preferences, survey', 'numpages': '18', 'articleno': '10', 'booktitle': 'Proceedings of the 24th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'The usage of identity- (e.g., “disabled people”) versus person-first language (e.g., “people with disabilities”) to refer to disabled people has been an active and ongoing discussion. However, it remains unclear which semantic language should be used, especially for different disability categories within the overall demographics of disabled people. To gather and examine the language preferences of disabled people, we surveyed 519 disabled people from 23 countries. Our results show that 49\\% of disabled people preferred identity-first language whereas 33\\% preferred person-first language and 18\\% had no preference. Additionally, we explore the intra-sectionality and intersectionality of disability categories, gender identifications, age groups, and countries on language preferences, finding that language preferences vary within and across each of these factors. Our qualitative assessment of the survey responses shows that disabled people may have multiple or no preferences. To make our survey data publicly available, we created an interactive and accessible live web platform, enabling users to perform intersectional exploration of language preferences. In a secondary investigation, using part-of-speech (POS) tagging, we analyzed the abstracts of 11,536 publications at ACM ASSETS (N=1,564) and ACM CHI (N=9,972), assessing their adoption of identity- and person-first language. We present the results from our analysis and offer recommendations for authors and researchers in choosing the appropriate language to refer to disabled people.', 'doi': '10.1145/3517428.3544813', 'url': 'https://doi.org/10.1145/3517428.3544813', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450392587', 'year': '2022', 'title': 'Should I Say “Disabled People” or “People with Disabilities”? Language Preferences of Disabled People Between Identity- and Person-First Language', 'author': 'Sharif, Ather and McCall, Aedan Liam and Bolante, Kianna Roces', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3517428.3544813'}"
