Title,DOI,Abstract,BibTeX
Session details: Keynote addresss,10.1145/3245823,Abstract not available,"{'series': ""Assets '07"", 'location': 'Tempe, Arizona, USA', 'booktitle': 'Proceedings of the 9th International ACM SIGACCESS Conference on Computers and Accessibility', 'doi': '10.1145/3245823', 'url': 'https://doi.org/10.1145/3245823', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781595935731', 'year': '2007', 'title': 'Session details: Keynote addresss', 'author': 'Pontelli, Enrico', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3245823'}"
Brain-computer interfaces (BCIs) for communication and control,10.1145/1296843.1296845,Abstract not available,"{'series': ""Assets '07"", 'location': 'Tempe, Arizona, USA', 'keywords': 'augmentative communication and control, brain-computer interfaces, neuro-muscular disorders', 'numpages': '2', 'pages': '1–2', 'booktitle': 'Proceedings of the 9th International ACM SIGACCESS Conference on Computers and Accessibility', 'doi': '10.1145/1296843.1296845', 'url': 'https://doi.org/10.1145/1296843.1296845', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781595935731', 'year': '2007', 'title': 'Brain-computer interfaces (BCIs) for communication and control', 'author': 'Wolpaw, Jonathan R.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/1296843.1296845'}"
Session details: Direct manipulation,10.1145/3245824,Abstract not available,"{'series': ""Assets '07"", 'location': 'Tempe, Arizona, USA', 'booktitle': 'Proceedings of the 9th International ACM SIGACCESS Conference on Computers and Accessibility', 'doi': '10.1145/3245824', 'url': 'https://doi.org/10.1145/3245824', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781595935731', 'year': '2007', 'title': 'Session details: Direct manipulation', 'author': 'Sears, Andrew', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3245824'}"
A comparison of area pointing and goal crossing for people with and without motor impairments,10.1145/1296843.1296847,"Prior work has highlighted the challenges faced by people with motor impairments when trying to acquire on-screen targets using a mouse or trackball. Two reasons for this are the difficulty of positioning the mouse cursor within a confined area, and the challenge of accurately executing a click. We hypothesize that both of these difficulties with area pointing may be alleviated in a different target acquisition paradigm called ""goal crossing."" In goal crossing, users do not acquire a confined area, but instead pass over a target line. Although goal crossing has been studied for able-bodied users, its suitability for people with motor impairments is unknown. We present a study of 16 people, 8 of whom had motor impairments, using mice and trackballs to do area pointing and goal crossing. Our results indicate that Fitts' law models both techniques for both user groups. Furthermore, although throughput for able-bodied users was higher for area pointing than for goal crossing (4.72 vs. 3.61 bits/s), the opposite was true for users with motor impairments (2.34 vs. 2.88 bits/s), suggesting that goal crossing may be viable for them. However, error rates were higher for goal crossing than for area pointing under a strict definition of crossing errors (6.23\% vs. 1.94\%). Subjective results indicate a preference for goal crossing among motor-impaired users. This work provides the empirical foundation from which to pursue the design of crossing-based interfaces as accessible alternatives to pointing-based interfaces.","{'series': ""Assets '07"", 'location': 'Tempe, Arizona, USA', 'keywords': ""Fitts' law, area pointing, goal crossing, mouse, steering law, target acquisition, throughput, trackball"", 'numpages': '8', 'pages': '3–10', 'booktitle': 'Proceedings of the 9th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Prior work has highlighted the challenges faced by people with motor impairments when trying to acquire on-screen targets using a mouse or trackball. Two reasons for this are the difficulty of positioning the mouse cursor within a confined area, and the challenge of accurately executing a click. We hypothesize that both of these difficulties with area pointing may be alleviated in a different target acquisition paradigm called ""goal crossing."" In goal crossing, users do not acquire a confined area, but instead pass over a target line. Although goal crossing has been studied for able-bodied users, its suitability for people with motor impairments is unknown. We present a study of 16 people, 8 of whom had motor impairments, using mice and trackballs to do area pointing and goal crossing. Our results indicate that Fitts\' law models both techniques for both user groups. Furthermore, although throughput for able-bodied users was higher for area pointing than for goal crossing (4.72 vs. 3.61 bits/s), the opposite was true for users with motor impairments (2.34 vs. 2.88 bits/s), suggesting that goal crossing may be viable for them. However, error rates were higher for goal crossing than for area pointing under a strict definition of crossing errors (6.23\\% vs. 1.94\\%). Subjective results indicate a preference for goal crossing among motor-impaired users. This work provides the empirical foundation from which to pursue the design of crossing-based interfaces as accessible alternatives to pointing-based interfaces.', 'doi': '10.1145/1296843.1296847', 'url': 'https://doi.org/10.1145/1296843.1296847', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781595935731', 'year': '2007', 'title': 'A comparison of area pointing and goal crossing for people with and without motor impairments', 'author': 'Wobbrock, Jacob O. and Gajos, Krzysztof Z.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/1296843.1296847'}"
Slipping and drifting: using older users to uncover pen-based target acquisition difficulties,10.1145/1296843.1296848,"This paper presents the results of a study to gather information on the underlying causes of pen -based target acquisition difficulty. In order to observe both simple and complex interaction, two tasks (menu and Fitts' tapping) were used. Thirty-six participants across three age groups (18-54, 54-69, and 70-85) were included to draw out both general shortcomings of targeting, and those difficulties unique to older users. Three primary sources of target acquisition difficulty were identified: slipping off the target, drifting unexpectedly from one menu to the next, and missing a menu selection by selecting the top edge of the item below. Based on these difficulties, we then evolved several designs for improving pen-based target acquisition. An additional finding was that including older users as participants allowed us to uncover pen-interaction deficiencies that we would likely have missed otherwise.","{'series': ""Assets '07"", 'location': 'Tempe, Arizona, USA', 'keywords': 'inclusive design, older users, pen-based interaction, tablet PC, target acquisition, universal usability', 'numpages': '8', 'pages': '11–18', 'booktitle': 'Proceedings of the 9th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': ""This paper presents the results of a study to gather information on the underlying causes of pen -based target acquisition difficulty. In order to observe both simple and complex interaction, two tasks (menu and Fitts' tapping) were used. Thirty-six participants across three age groups (18-54, 54-69, and 70-85) were included to draw out both general shortcomings of targeting, and those difficulties unique to older users. Three primary sources of target acquisition difficulty were identified: slipping off the target, drifting unexpectedly from one menu to the next, and missing a menu selection by selecting the top edge of the item below. Based on these difficulties, we then evolved several designs for improving pen-based target acquisition. An additional finding was that including older users as participants allowed us to uncover pen-interaction deficiencies that we would likely have missed otherwise."", 'doi': '10.1145/1296843.1296848', 'url': 'https://doi.org/10.1145/1296843.1296848', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781595935731', 'year': '2007', 'title': 'Slipping and drifting: using older users to uncover pen-based target acquisition difficulties', 'author': 'Moffatt, Karyn A. and McGrenere, Joanna', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/1296843.1296848'}"
Barrier pointing: using physical edges to assist target acquisition on mobile device touch screens,10.1145/1296843.1296849,"Mobile phones and personal digital assistants (PDAs) are incredibly popular pervasive technologies. Many of these devices contain touch screens, which can present problems for users with motor impairments due to small targets and their reliance on tapping for target acquisition. In order to select a target, users must tap on the screen, an action which requires the precise motion of flying into a target and lifting without slipping. In this paper, we propose a new technique for target acquisition called barrier pointing, which leverages the elevated physical edges surrounding the screen to improve pointing accuracy. After designing a series of barrier pointing techniques, we conducted an initial study with 9 able bodied users and 9 users with motor impairments in order to discover the parameters that make barrier pointing successful. From this data, we offer an in-depth analysis of the performance of two motor impaired users for whom barrier pointing was especially beneficial. We show the importance of providing physical stability by allowing the stylus to press against the screen and its physical edge. We offer other design insights and lessons learned that can inform future attempts at leveraging the physical properties of mobile devices to improve accessibility.","{'series': ""Assets '07"", 'location': 'Tempe, Arizona, USA', 'keywords': 'PDAs, accessible interfaces, corners, edges, mobile phones, motor impairments, target acquisition, touch screens', 'numpages': '8', 'pages': '19–26', 'booktitle': 'Proceedings of the 9th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Mobile phones and personal digital assistants (PDAs) are incredibly popular pervasive technologies. Many of these devices contain touch screens, which can present problems for users with motor impairments due to small targets and their reliance on tapping for target acquisition. In order to select a target, users must tap on the screen, an action which requires the precise motion of flying into a target and lifting without slipping. In this paper, we propose a new technique for target acquisition called barrier pointing, which leverages the elevated physical edges surrounding the screen to improve pointing accuracy. After designing a series of barrier pointing techniques, we conducted an initial study with 9 able bodied users and 9 users with motor impairments in order to discover the parameters that make barrier pointing successful. From this data, we offer an in-depth analysis of the performance of two motor impaired users for whom barrier pointing was especially beneficial. We show the importance of providing physical stability by allowing the stylus to press against the screen and its physical edge. We offer other design insights and lessons learned that can inform future attempts at leveraging the physical properties of mobile devices to improve accessibility.', 'doi': '10.1145/1296843.1296849', 'url': 'https://doi.org/10.1145/1296843.1296849', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781595935731', 'year': '2007', 'title': 'Barrier pointing: using physical edges to assist target acquisition on mobile device touch screens', 'author': 'Froehlich, Jon and Wobbrock, Jacob O. and Kane, Shaun K.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/1296843.1296849'}"
Voicedraw: a hands-free voice-driven drawing application for people with motor impairments,10.1145/1296843.1296850,"We present VoiceDraw, a voice-driven drawing application for people with motor impairments that provides a way to generate free-form drawings without needing manual interaction. VoiceDraw was designed and built to investigate the potential of the human voice as a modality to bring fluid, continuous direct manipulation interaction to users who lack the use of their hands. VoiceDraw also allows us to study the issues surrounding the design of a user interface optimized for non-speech voice-based interaction. We describe the features of the VoiceDraw application, our design process, including our user-centered design sessions with a 'voice painter', and offer lessons learned that could inform future voice-based design efforts. In particular, we offer insights for mapping human voice to continuous control.","{'series': ""Assets '07"", 'location': 'Tempe, Arizona, USA', 'keywords': 'computer art, continuous input, drawing, motor impairments, painting, speech recognition, voice-based user interfaces', 'numpages': '8', 'pages': '27–34', 'booktitle': 'Proceedings of the 9th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': ""We present VoiceDraw, a voice-driven drawing application for people with motor impairments that provides a way to generate free-form drawings without needing manual interaction. VoiceDraw was designed and built to investigate the potential of the human voice as a modality to bring fluid, continuous direct manipulation interaction to users who lack the use of their hands. VoiceDraw also allows us to study the issues surrounding the design of a user interface optimized for non-speech voice-based interaction. We describe the features of the VoiceDraw application, our design process, including our user-centered design sessions with a 'voice painter', and offer lessons learned that could inform future voice-based design efforts. In particular, we offer insights for mapping human voice to continuous control."", 'doi': '10.1145/1296843.1296850', 'url': 'https://doi.org/10.1145/1296843.1296850', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781595935731', 'year': '2007', 'title': 'Voicedraw: a hands-free voice-driven drawing application for people with motor impairments', 'author': 'Harada, Susumu and Wobbrock, Jacob O. and Landay, James A.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/1296843.1296850'}"
Session details: Web accessibility,10.1145/3245825,Abstract not available,"{'series': ""Assets '07"", 'location': 'Tempe, Arizona, USA', 'booktitle': 'Proceedings of the 9th International ACM SIGACCESS Conference on Computers and Accessibility', 'doi': '10.1145/3245825', 'url': 'https://doi.org/10.1145/3245825', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781595935731', 'year': '2007', 'title': 'Session details: Web accessibility', 'author': 'Harper, Simon', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3245825'}"
Automatic accessibility transcoding for flash content,10.1145/1296843.1296852,"It is not surprising that rich Internet content, such as Flash and DHTML, is some of the most pervasive content because of its visual attractiveness to the sighted majority. Such visually rich content has been causing severe accessibility problems, especially for people with visual disabilities. For Flash content, the kinds of accessibility information necessary for screen readers is not usually provided in the existing content. A typical example of such missing data is the lack of alternative text for buttons, hypertext links, widget roles, and so on. One of the major reasons is that the current accessibility framework of Flash content imposes a burden on content authors to make their content accessible. As a result, adding support for accessibility tends to be neglected, and screen reader users are left out of the richer Internet experiences.Therefore, we decided to develop an automatic accessibility transcoding system for Flash content to allow users to access a wider range of existing content, and to reduce the workload for content authors by using an automatic repair algorithm. It works as a client-side transcoding system based on the internal object model inside the Flash content. It adds and repairs accessibility information for existing Flash content, so screen readers can present more accessible information to users. Our experiment using the pilot system showed that 55\% of the missing alternative texts for buttons in the tested websites could be added automatically.","{'series': ""Assets '07"", 'location': 'Tempe, Arizona, USA', 'keywords': 'accessibility, automatic repair, flash content, transcoding, visually impaired', 'numpages': '8', 'pages': '35–42', 'booktitle': 'Proceedings of the 9th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'It is not surprising that rich Internet content, such as Flash and DHTML, is some of the most pervasive content because of its visual attractiveness to the sighted majority. Such visually rich content has been causing severe accessibility problems, especially for people with visual disabilities. For Flash content, the kinds of accessibility information necessary for screen readers is not usually provided in the existing content. A typical example of such missing data is the lack of alternative text for buttons, hypertext links, widget roles, and so on. One of the major reasons is that the current accessibility framework of Flash content imposes a burden on content authors to make their content accessible. As a result, adding support for accessibility tends to be neglected, and screen reader users are left out of the richer Internet experiences.Therefore, we decided to develop an automatic accessibility transcoding system for Flash content to allow users to access a wider range of existing content, and to reduce the workload for content authors by using an automatic repair algorithm. It works as a client-side transcoding system based on the internal object model inside the Flash content. It adds and repairs accessibility information for existing Flash content, so screen readers can present more accessible information to users. Our experiment using the pilot system showed that 55\\% of the missing alternative texts for buttons in the tested websites could be added automatically.', 'doi': '10.1145/1296843.1296852', 'url': 'https://doi.org/10.1145/1296843.1296852', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781595935731', 'year': '2007', 'title': 'Automatic accessibility transcoding for flash content', 'author': 'Sato, Daisuke and Miyashita, Hisashi and Takagi, Hironobu and Asakawa, Chieko', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/1296843.1296852'}"
SAMBA: a semi-automatic method for measuring barriers of accessibility,10.1145/1296843.1296853,"Although they play an important role in any assessment procedure, web accessibility metrics are not yet well developed and studied. In addition, most metrics are geared towards conformance, and therefore are not well suited to answer questions whether the web site has critical barriers with respect to some user group.The paper addresses some open issues: how can accessibility be measured other than by conformance to certain guidelines? How can a metric merge results produced by accessibility evaluation tools and by expert reviewers? Does it consider error rates of the tool? How can a metric consider also severity of accessibility barriers? Can a metric tell us if a web site is more accessible for certain user groups rather than others?.The paper presents a new methodology and associated metric for measuring accessibility that efficiently combine expert reviews with automatic evaluation of web pages. Examples and data drawn from tests performed on 1500 web pages are also presented.","{'series': ""Assets '07"", 'location': 'Tempe, Arizona, USA', 'keywords': 'accessibility, accessibility metric, evaluation method, quality assessment, web accessibility', 'numpages': '8', 'pages': '43–50', 'booktitle': 'Proceedings of the 9th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Although they play an important role in any assessment procedure, web accessibility metrics are not yet well developed and studied. In addition, most metrics are geared towards conformance, and therefore are not well suited to answer questions whether the web site has critical barriers with respect to some user group.The paper addresses some open issues: how can accessibility be measured other than by conformance to certain guidelines? How can a metric merge results produced by accessibility evaluation tools and by expert reviewers? Does it consider error rates of the tool? How can a metric consider also severity of accessibility barriers? Can a metric tell us if a web site is more accessible for certain user groups rather than others?.The paper presents a new methodology and associated metric for measuring accessibility that efficiently combine expert reviews with automatic evaluation of web pages. Examples and data drawn from tests performed on 1500 web pages are also presented.', 'doi': '10.1145/1296843.1296853', 'url': 'https://doi.org/10.1145/1296843.1296853', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781595935731', 'year': '2007', 'title': 'SAMBA: a semi-automatic method for measuring barriers of accessibility', 'author': 'Brajnik, Giorgio and Lomuscio, Raffaella', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/1296843.1296853'}"
