Title,DOI,Abstract,BibTeX
Session details: Keynote address,10.1145/3253152,Abstract not available,"{'series': ""ASSETS '11"", 'location': 'Dundee, Scotland, UK', 'booktitle': 'The Proceedings of the 13th International ACM SIGACCESS Conference on Computers and Accessibility', 'doi': '10.1145/3253152', 'url': 'https://doi.org/10.1145/3253152', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450309202', 'year': '2011', 'title': 'Session details: Keynote address', 'author': 'McCoy, Kathleen F.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3253152'}"
Living in a world of data,10.1145/2049536.2049538,"The web is an integral part of our daily lives, and has had profound impacts on us all, not least both positive and negative impacts on accessibility, inclusivity and social justice. However, the web is constantly changing. Web2.0 has brought the web into the heart of social life, and has had mixed impact on accessibility. More recently the rise in API access to web services and various forms of open, linked or semantic data is creating a more data/content face to the media web. As with all technology, this new data web poses fresh challenges and offers new opportunities","{'series': ""ASSETS '11"", 'location': 'Dundee, Scotland, UK', 'keywords': 'web2.0, physicality, open data, long-tail, inclusiveness, empowerment, embodiment, api', 'numpages': '2', 'pages': '1–2', 'booktitle': 'The Proceedings of the 13th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'The web is an integral part of our daily lives, and has had profound impacts on us all, not least both positive and negative impacts on accessibility, inclusivity and social justice. However, the web is constantly changing. Web2.0 has brought the web into the heart of social life, and has had mixed impact on accessibility. More recently the rise in API access to web services and various forms of open, linked or semantic data is creating a more data/content face to the media web. As with all technology, this new data web poses fresh challenges and offers new opportunities', 'doi': '10.1145/2049536.2049538', 'url': 'https://doi.org/10.1145/2049536.2049538', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450309202', 'year': '2011', 'title': 'Living in a world of data', 'author': 'Dix, Alan John', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/2049536.2049538'}"
Session details: Assistive technology design paradigms,10.1145/3253153,Abstract not available,"{'series': ""ASSETS '11"", 'location': 'Dundee, Scotland, UK', 'booktitle': 'The Proceedings of the 13th International ACM SIGACCESS Conference on Computers and Accessibility', 'doi': '10.1145/3253153', 'url': 'https://doi.org/10.1145/3253153', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450309202', 'year': '2011', 'title': 'Session details: Assistive technology design paradigms', 'author': 'Hanson, Vicki', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3253153'}"
The design of human-powered access technology,10.1145/2049536.2049540,"People with disabilities have always overcome accessibility problems by enlisting people in their community to help. The Internet has broadened the available community and made it easier to get on-demand assistance remotely. In particular, the past few years have seen the development of technology in both research and industry that uses human power to overcome technical problems too difficult to solve automatically. In this paper, we frame recent developments in human computation in the historical context of accessibility, and outline a framework for discussing new advances in human-powered access technology. Specifically, we present a set of 13 design principles for human-powered access technology motivated both by historical context and current technological developments. We then demonstrate the utility of these principles by using them to compare several existing human-powered access technologies. The power of identifying the 13 principles is that they will inspire new ways of thinking about human-powered access technologies.","{'series': ""ASSETS '11"", 'location': 'Dundee, Scotland, UK', 'keywords': 'human computation, crowdsourcing, access technology', 'numpages': '8', 'pages': '3–10', 'booktitle': 'The Proceedings of the 13th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'People with disabilities have always overcome accessibility problems by enlisting people in their community to help. The Internet has broadened the available community and made it easier to get on-demand assistance remotely. In particular, the past few years have seen the development of technology in both research and industry that uses human power to overcome technical problems too difficult to solve automatically. In this paper, we frame recent developments in human computation in the historical context of accessibility, and outline a framework for discussing new advances in human-powered access technology. Specifically, we present a set of 13 design principles for human-powered access technology motivated both by historical context and current technological developments. We then demonstrate the utility of these principles by using them to compare several existing human-powered access technologies. The power of identifying the 13 principles is that they will inspire new ways of thinking about human-powered access technologies.', 'doi': '10.1145/2049536.2049540', 'url': 'https://doi.org/10.1145/2049536.2049540', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450309202', 'year': '2011', 'title': 'The design of human-powered access technology', 'author': 'Bigham, Jeffrey P. and Ladner, Richard E. and Borodin, Yevgen', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/2049536.2049540'}"
Empowering individuals with do-it-yourself assistive technology,10.1145/2049536.2049541,"Assistive Technologies empower individuals to accomplish tasks they might not be able to do otherwise. Unfortunately, a large percentage of Assistive Technology devices that are purchased (35\% or more) end up unused or abandoned [7,10], leaving many people with Assistive Technology that is inappropriate for their needs. Low acceptance rates of Assistive Technology occur for many reasons, but common factors include 1) lack of considering user opinion in selection, 2) ease in obtaining devices, 3) poor device performance, and 4) changes in user needs and priorities [7]. We are working to help more people gain access to the Assistive Technology they need by empowering non-engineers to ""Do-It-Yourself"" (DIY) and create, modify, or build. This paper illustrates that it is possible to custom-build Assistive Technology, and argues why empowering users to make their own Assistive Technology can improve the adoption process (and subsequently adoption rates). We discuss DIY experiences and impressions from individuals who have either built Assistive Technology before, or rely on it. We found that increased control over design elements, passion, and cost motivated individuals to make their own Assistive Technology instead of buying it. We discuss how a new generation of rapid prototyping tools and online communities can empower more individuals. We synthesize our findings into design recommendations to help promote future DIY-AT success.","{'series': ""ASSETS '11"", 'location': 'Dundee, Scotland, UK', 'keywords': 'rapid prototyping, personal-scale manufacturing, online communities, human-centered computing, empowerment, do-it-yourself, assistive technology', 'numpages': '8', 'pages': '11–18', 'booktitle': 'The Proceedings of the 13th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Assistive Technologies empower individuals to accomplish tasks they might not be able to do otherwise. Unfortunately, a large percentage of Assistive Technology devices that are purchased (35\\% or more) end up unused or abandoned [7,10], leaving many people with Assistive Technology that is inappropriate for their needs. Low acceptance rates of Assistive Technology occur for many reasons, but common factors include 1) lack of considering user opinion in selection, 2) ease in obtaining devices, 3) poor device performance, and 4) changes in user needs and priorities [7]. We are working to help more people gain access to the Assistive Technology they need by empowering non-engineers to ""Do-It-Yourself"" (DIY) and create, modify, or build. This paper illustrates that it is possible to custom-build Assistive Technology, and argues why empowering users to make their own Assistive Technology can improve the adoption process (and subsequently adoption rates). We discuss DIY experiences and impressions from individuals who have either built Assistive Technology before, or rely on it. We found that increased control over design elements, passion, and cost motivated individuals to make their own Assistive Technology instead of buying it. We discuss how a new generation of rapid prototyping tools and online communities can empower more individuals. We synthesize our findings into design recommendations to help promote future DIY-AT success.', 'doi': '10.1145/2049536.2049541', 'url': 'https://doi.org/10.1145/2049536.2049541', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450309202', 'year': '2011', 'title': 'Empowering individuals with do-it-yourself assistive technology', 'author': 'Hurst, Amy and Tobias, Jasmine', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/2049536.2049541'}"
Towards a framework to situate assistive technology design in the context of culture,10.1145/2049536.2049542,"We present the findings from a cross-cultural study of the expectations and perceptions of individuals with autism and other intellectual disabilities (AOID) in Kuwait, Pakistan, South Korea, and the United States. Our findings exposed cultural nuances that have implications for the design of assistive technologies. We develop a framework, based on three themes; 1) lifestyle; 2) socio-technical infrastructure; and 3) monetary and informational resources within which the cultural implications and opportunities for assistive technology were explored. The three key contributions of this work are: 1) the development of a framework that outlines how culture impacts perceptions and expectations of individuals with social and intellectual disabilities; 2) a mapping of how this framework leads to implications and opportunities for assistive technology design; 3) the presentation of concrete examples of how these implications impact the design of three emerging assistive technologies.","{'series': ""ASSETS '11"", 'location': 'Dundee, Scotland, UK', 'keywords': 'culture, autism spectrum disorders, assistive technology', 'numpages': '8', 'pages': '19–26', 'booktitle': 'The Proceedings of the 13th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'We present the findings from a cross-cultural study of the expectations and perceptions of individuals with autism and other intellectual disabilities (AOID) in Kuwait, Pakistan, South Korea, and the United States. Our findings exposed cultural nuances that have implications for the design of assistive technologies. We develop a framework, based on three themes; 1) lifestyle; 2) socio-technical infrastructure; and 3) monetary and informational resources within which the cultural implications and opportunities for assistive technology were explored. The three key contributions of this work are: 1) the development of a framework that outlines how culture impacts perceptions and expectations of individuals with social and intellectual disabilities; 2) a mapping of how this framework leads to implications and opportunities for assistive technology design; 3) the presentation of concrete examples of how these implications impact the design of three emerging assistive technologies.', 'doi': '10.1145/2049536.2049542', 'url': 'https://doi.org/10.1145/2049536.2049542', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450309202', 'year': '2011', 'title': 'Towards a framework to situate assistive technology design in the context of culture', 'author': 'Boujarwah, Fatima A. and Nazneen and Hong, Hwajung and Abowd, Gregory D. and Arriaga, Rosa I.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/2049536.2049542'}"
Session details: Navigation and wayfinding,10.1145/3253154,Abstract not available,"{'series': ""ASSETS '11"", 'location': 'Dundee, Scotland, UK', 'booktitle': 'The Proceedings of the 13th International ACM SIGACCESS Conference on Computers and Accessibility', 'doi': '10.1145/3253154', 'url': 'https://doi.org/10.1145/3253154', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450309202', 'year': '2011', 'title': 'Session details: Navigation and wayfinding', 'author': 'Abascal, Julio', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3253154'}"
Supporting spatial awareness and independent wayfinding for pedestrians with visual impairments,10.1145/2049536.2049544,"Much of the information designed to help people navigate the built environment is conveyed through visual channels, which means it is not accessible to people with visual impairments. Due to this limitation, travelers with visual impairments often have difficulty navigating and discovering locations in unfamiliar environments, which reduces their sense of independence with respect to traveling by foot. In this paper, we examine how mobile location-based computing systems can be used to increase the feeling of independence in travelers with visual impairments. A set of formative interviews with people with visual impairments showed that increasing one's general spatial awareness is the key to greater independence. This insight guided the design of Talking Points 3 (TP3), a mobile location-aware system for people with visual impairments that seeks to increase the legibility of the environment for its users in order to facilitate navigating to desired locations, exploration, serendipitous discovery, and improvisation. We conducted studies with eight legally blind participants in three campus buildings in order to explore how and to what extent TP3 helps promote spatial awareness for its users. The results shed light on how TP3 helped users find destinations in unfamiliar environments, but also allowed them to discover new points of interest, improvise solutions to problems encountered, develop personalized strategies for navigating, and, in general, enjoy a greater sense of independence.","{'series': ""ASSETS '11"", 'location': 'Dundee, Scotland, UK', 'keywords': 'wayfinding, accessibility', 'numpages': '8', 'pages': '27–34', 'booktitle': 'The Proceedings of the 13th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': ""Much of the information designed to help people navigate the built environment is conveyed through visual channels, which means it is not accessible to people with visual impairments. Due to this limitation, travelers with visual impairments often have difficulty navigating and discovering locations in unfamiliar environments, which reduces their sense of independence with respect to traveling by foot. In this paper, we examine how mobile location-based computing systems can be used to increase the feeling of independence in travelers with visual impairments. A set of formative interviews with people with visual impairments showed that increasing one's general spatial awareness is the key to greater independence. This insight guided the design of Talking Points 3 (TP3), a mobile location-aware system for people with visual impairments that seeks to increase the legibility of the environment for its users in order to facilitate navigating to desired locations, exploration, serendipitous discovery, and improvisation. We conducted studies with eight legally blind participants in three campus buildings in order to explore how and to what extent TP3 helps promote spatial awareness for its users. The results shed light on how TP3 helped users find destinations in unfamiliar environments, but also allowed them to discover new points of interest, improvise solutions to problems encountered, develop personalized strategies for navigating, and, in general, enjoy a greater sense of independence."", 'doi': '10.1145/2049536.2049544', 'url': 'https://doi.org/10.1145/2049536.2049544', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450309202', 'year': '2011', 'title': 'Supporting spatial awareness and independent wayfinding for pedestrians with visual impairments', 'author': 'Yang, Rayoung and Park, Sangmi and Mishra, Sonali R. and Hong, Zhenan and Newsom, Clint and Joo, Hyeon and Hofer, Erik and Newman, Mark W.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/2049536.2049544'}"
Situation-based indoor wayfinding system for the visually impaired,10.1145/2049536.2049545,"This paper presents an indoor wayfinding system to help the visually impaired finding their way to a given destination in an unfamiliar environment. The main novelty is the use of the user's situation as the basis for designing color codes to explain the environmental information and for developing the wayfinding system to detect and recognize such color codes. Actually, people would require different information according to their situations. Therefore, situation-based color codes are designed, including location-specific codes and guide codes. These color codes are affixed in certain locations to provide information to the visually impaired, and their location and meaning are then recognized using the proposed wayfinding system. Consisting of three steps, the proposed wayfinding system first recognizes the current situation using a vocabulary tree that is built on the shape properties of images taken of various situations. Next, it detects and recognizes the necessary codes according to the current situation, based on color and edge information. Finally, it provides the user with environmental information and their path through an auditory interface. To assess the validity of the proposed wayfinding system, we have conducted field test with four visually impaired, then the results showed that they can find the optimal path in real-time with an accuracy of 95\%.","{'series': ""ASSETS '11"", 'location': 'Dundee, Scotland, UK', 'keywords': 'wayfinding system, vocabulary tree., visually impaired people, speeded-up robust feature (surf), situation awareness, 2d color code', 'numpages': '8', 'pages': '35–42', 'booktitle': 'The Proceedings of the 13th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': ""This paper presents an indoor wayfinding system to help the visually impaired finding their way to a given destination in an unfamiliar environment. The main novelty is the use of the user's situation as the basis for designing color codes to explain the environmental information and for developing the wayfinding system to detect and recognize such color codes. Actually, people would require different information according to their situations. Therefore, situation-based color codes are designed, including location-specific codes and guide codes. These color codes are affixed in certain locations to provide information to the visually impaired, and their location and meaning are then recognized using the proposed wayfinding system. Consisting of three steps, the proposed wayfinding system first recognizes the current situation using a vocabulary tree that is built on the shape properties of images taken of various situations. Next, it detects and recognizes the necessary codes according to the current situation, based on color and edge information. Finally, it provides the user with environmental information and their path through an auditory interface. To assess the validity of the proposed wayfinding system, we have conducted field test with four visually impaired, then the results showed that they can find the optimal path in real-time with an accuracy of 95\\%."", 'doi': '10.1145/2049536.2049545', 'url': 'https://doi.org/10.1145/2049536.2049545', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450309202', 'year': '2011', 'title': 'Situation-based indoor wayfinding system for the visually impaired', 'author': 'Ko, Eunjeong and Ju, Jin Sun and Kim, Eun Yi', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/2049536.2049545'}"
Navigation and obstacle avoidance help (NOAH) for older adults with cognitive impairment: a pilot study,10.1145/2049536.2049546,"Many older adults with cognitive impairment are excluded from powered wheelchair use because of safety concerns. This leads to reduced mobility, and in turn, higher dependence on caregivers. In this paper, we describe an intelligent wheelchair that uses computer vision and machine learning methods to provide adaptive navigation assistance to users with cognitive impairment. We demonstrate the performance of the system in a user study with the target population. We show that the collision avoidance module of the system successfully decreases the number of collisions for all participants. We also show that the wayfinding module assists users with memory and vision impairments. We share feedback from the users on various aspects of the intelligent wheelchair system. In addition, we provide our own observations and insights on the target population and their use of intelligent wheelchairs. Finally, we suggest directions for future work.","{'series': ""ASSETS '11"", 'location': 'Dundee, Scotland, UK', 'keywords': 'wayfinding assistance, intelligent wheelchair, collision avoidance, cognitive impairment', 'numpages': '8', 'pages': '43–50', 'booktitle': 'The Proceedings of the 13th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Many older adults with cognitive impairment are excluded from powered wheelchair use because of safety concerns. This leads to reduced mobility, and in turn, higher dependence on caregivers. In this paper, we describe an intelligent wheelchair that uses computer vision and machine learning methods to provide adaptive navigation assistance to users with cognitive impairment. We demonstrate the performance of the system in a user study with the target population. We show that the collision avoidance module of the system successfully decreases the number of collisions for all participants. We also show that the wayfinding module assists users with memory and vision impairments. We share feedback from the users on various aspects of the intelligent wheelchair system. In addition, we provide our own observations and insights on the target population and their use of intelligent wheelchairs. Finally, we suggest directions for future work.', 'doi': '10.1145/2049536.2049546', 'url': 'https://doi.org/10.1145/2049536.2049546', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450309202', 'year': '2011', 'title': 'Navigation and obstacle avoidance help (NOAH) for older adults with cognitive impairment: a pilot study', 'author': 'Viswanathan, Pooja and Little, James J. and Mackworth, Alan K. and Mihailidis, Alex', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/2049536.2049546'}"
