Title,DOI,Abstract,BibTeX
From assistive technology to a web accessibility service,10.1145/638249.638253,"This paper considers different ways to enhance access to the World Wide Web for persons with sensory, cognitive, or motor limitations. Paradoxically, while complex Web architectures may seem to have inhibited accessibility, they have broadened the range of points where we can try to improve it. This paper identifies these points and evaluates the advantages and disadvantages of each. In particular, it describes a project to develop a strategy to enhance access that can be distributed across multiple control points and implemented as an aggregation of Web services.","{'series': ""Assets '02"", 'location': 'Edinburgh, Scotland', 'keywords': 'Web services, World Wide Web, accessibility, adaptive interfaces', 'numpages': '5', 'pages': '4–8', 'booktitle': 'Proceedings of the Fifth International ACM Conference on Assistive Technologies', 'abstract': 'This paper considers different ways to enhance access to the World Wide Web for persons with sensory, cognitive, or motor limitations. Paradoxically, while complex Web architectures may seem to have inhibited accessibility, they have broadened the range of points where we can try to improve it. This paper identifies these points and evaluates the advantages and disadvantages of each. In particular, it describes a project to develop a strategy to enhance access that can be distributed across multiple control points and implemented as an aggregation of Web services.', 'doi': '10.1145/638249.638253', 'url': 'https://doi.org/10.1145/638249.638253', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '1581134649', 'year': '2002', 'title': 'From assistive technology to a web accessibility service', 'author': 'Fairweather, Peter G. and Hanson, Vicki L. and Detweiler, Sam R. and Schwerdtfeger, Richard S.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/638249.638253'}"
Improving the accessibility of aurally rendered HTML tables,10.1145/638249.638254,"Current techniques employed to aurally render HTML tables often result in output that is very difficult for sight-impaired users to understand. This paper proposes TTPML, an XML-compliant markup language, which facilitates the generation of prose descriptions of tabular information. The markup language enables content creators to specify contextual reinforcement of, and linear navigation through, tabular information. The markup language may be applied to pre-existing Web content and is reusable across multiple tables. TTPML may be interpreted by origin servers, proxy servers, or browsers. We believe that our approach benefits sight-impaired users by improving accessibility to tabular information.","{'series': ""Assets '02"", 'location': 'Edinburgh, Scotland', 'keywords': 'Web accessibility, XML, aural interfaces, tables', 'numpages': '8', 'pages': '9–16', 'booktitle': 'Proceedings of the Fifth International ACM Conference on Assistive Technologies', 'abstract': 'Current techniques employed to aurally render HTML tables often result in output that is very difficult for sight-impaired users to understand. This paper proposes TTPML, an XML-compliant markup language, which facilitates the generation of prose descriptions of tabular information. The markup language enables content creators to specify contextual reinforcement of, and linear navigation through, tabular information. The markup language may be applied to pre-existing Web content and is reusable across multiple tables. TTPML may be interpreted by origin servers, proxy servers, or browsers. We believe that our approach benefits sight-impaired users by improving accessibility to tabular information.', 'doi': '10.1145/638249.638254', 'url': 'https://doi.org/10.1145/638249.638254', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '1581134649', 'year': '2002', 'title': 'Improving the accessibility of aurally rendered HTML tables', 'author': 'Filepp, Robert and Challenger, James and Rosu, Daniela', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/638249.638254'}"
Web accessibility for low bandwidth input,10.1145/638249.638255,"One of the first, most common, and most useful applications that today's computer users access is the World Wide Web (web). One population of users for whom the web is especially important is those with motor disabilities, because it may enable them to do things that they might not otherwise be able to do: shopping; getting an education; running a business. This is particularly important for low bandwidth users: users with such limited motor and speech that they can only produce one or two signals when communicating with a computer. We present requirements for low bandwidth web accessibility, and two tools that address these requirements. The first is a modified web browser, the second a proxy that modifies HTML. Both work without requiring web page authors to modify their pages.","{'series': ""Assets '02"", 'location': 'Edinburgh, Scotland', 'keywords': 'WWW, low bandwidth input, motor impairment, web proxy', 'numpages': '8', 'pages': '17–24', 'booktitle': 'Proceedings of the Fifth International ACM Conference on Assistive Technologies', 'abstract': ""One of the first, most common, and most useful applications that today's computer users access is the World Wide Web (web). One population of users for whom the web is especially important is those with motor disabilities, because it may enable them to do things that they might not otherwise be able to do: shopping; getting an education; running a business. This is particularly important for low bandwidth users: users with such limited motor and speech that they can only produce one or two signals when communicating with a computer. We present requirements for low bandwidth web accessibility, and two tools that address these requirements. The first is a modified web browser, the second a proxy that modifies HTML. Both work without requiring web page authors to modify their pages."", 'doi': '10.1145/638249.638255', 'url': 'https://doi.org/10.1145/638249.638255', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '1581134649', 'year': '2002', 'title': 'Web accessibility for low bandwidth input', 'author': 'Mankoff, Jennifer and Dey, Anind and Batra, Udit and Moore, Melody', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/638249.638255'}"
"Navigation of HTML tables, frames, and XML fragments",10.1145/638249.638256,"In this paper, we provide a progress report on the development of technology to support the non-visual navigation of complex HTML and XML structures.","{'series': ""Assets '02"", 'location': 'Edinburgh, Scotland', 'keywords': 'Web Accessibility, visually impaired users', 'numpages': '8', 'pages': '25–32', 'booktitle': 'Proceedings of the Fifth International ACM Conference on Assistive Technologies', 'abstract': 'In this paper, we provide a progress report on the development of technology to support the non-visual navigation of complex HTML and XML structures.', 'doi': '10.1145/638249.638256', 'url': 'https://doi.org/10.1145/638249.638256', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '1581134649', 'year': '2002', 'title': 'Navigation of HTML tables, frames, and XML fragments', 'author': 'Pontelli, E. and Gillan, D. and Xiong, W. and Saad, E. and Gupta, G. and Karshmer, A. I.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/638249.638256'}"
Sketching images eyes-free: a grid-based dynamic drawing tool for the blind,10.1145/638249.638258,"In this paper we describe one method of transforming a mouse-based graphical user interface into a navigable, grid-based auditory interface. We also report the results of an experiment that tested the effectiveness of a drawing tool for the blind called IC2D that uses this interaction style. The experiment included eight visually impaired participants and eight blindfolded sighted participants. The results show that auditory interpretation of graphics is an effective interface technique for visually impaired users. Further, the experiment demonstrates that visually impaired users can develop meaningful drawings when given adequate technological support.","{'series': ""Assets '02"", 'location': 'Edinburgh, Scotland', 'keywords': 'IC2D, auditory user interfaces, drawing, graphical semantic enhancement, graphics, grid, visually impaired', 'numpages': '8', 'pages': '33–40', 'booktitle': 'Proceedings of the Fifth International ACM Conference on Assistive Technologies', 'abstract': 'In this paper we describe one method of transforming a mouse-based graphical user interface into a navigable, grid-based auditory interface. We also report the results of an experiment that tested the effectiveness of a drawing tool for the blind called IC2D that uses this interaction style. The experiment included eight visually impaired participants and eight blindfolded sighted participants. The results show that auditory interpretation of graphics is an effective interface technique for visually impaired users. Further, the experiment demonstrates that visually impaired users can develop meaningful drawings when given adequate technological support.', 'doi': '10.1145/638249.638258', 'url': 'https://doi.org/10.1145/638249.638258', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '1581134649', 'year': '2002', 'title': 'Sketching images eyes-free: a grid-based dynamic drawing tool for the blind', 'author': 'Kamel, Hesham M. and Landay, James A.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/638249.638258'}"
Design and implementation of virtual environments training of the visually impaire,10.1145/638249.638259,"This paper presents the virtual reality applications developed for the feasibility study tests of the EU funded IST project ENORASI. ENORASI aims at developing a highly interactive and extensible haptic VR training system that allows visually impaired people, especially those blind from birth, to study and interact with various virtual objects. A number of custom applications have been developed based on the interface provided by the CyberGrasp haptic device. Eight test categories were identified and corresponding tests were developed for each category. Twenty-six blind persons conducted the tests and the evaluation results have shown the degree of acceptance of the technology and the feasibility of the proposed approach.","{'series': ""Assets '02"", 'location': 'Edinburgh, Scotland', 'keywords': 'haptics, training, virtual environments, visually impaired', 'numpages': '8', 'pages': '41–48', 'booktitle': 'Proceedings of the Fifth International ACM Conference on Assistive Technologies', 'abstract': 'This paper presents the virtual reality applications developed for the feasibility study tests of the EU funded IST project ENORASI. ENORASI aims at developing a highly interactive and extensible haptic VR training system that allows visually impaired people, especially those blind from birth, to study and interact with various virtual objects. A number of custom applications have been developed based on the interface provided by the CyberGrasp haptic device. Eight test categories were identified and corresponding tests were developed for each category. Twenty-six blind persons conducted the tests and the evaluation results have shown the degree of acceptance of the technology and the feasibility of the proposed approach.', 'doi': '10.1145/638249.638259', 'url': 'https://doi.org/10.1145/638249.638259', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '1581134649', 'year': '2002', 'title': 'Design and implementation of virtual environments training of the visually impaire', 'author': 'Tzovaras, D. and Nikolakis, G. and Fergadis, G. and Malasiotis, S. and Stavrakis, M.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/638249.638259'}"
Multimodal feedback: establishing a performance baseline for improved access by individuals with visual impairments,10.1145/638249.638260,"Multimodal interfaces have the potential to enhance a user's overall performance, especially when one perceptual channel, such as vision, is compromised. This research investigated how unimodal, bimodal, and trimodal feedback affected the performance of fully sighted users. Limited research exists that investigates how fully sighted users react to multimodal feedback forms, and to-date even less research is available that has investigated how users with visual impairments respond to multiple forms of feedback. A complex direct manipulation task, consisting of a series search and selection drag-and-drop subtasks, was evaluated in this study. The multiple forms of feedback investigated were auditory, haptic and visual. Each form of feedback was tested alone and in combination. User performance was assessed through measures of workload time. Workload was measured objectively and subjectively, through the physiological measure of pupil diameter and a portion of the NASA Task Load Index (TLX) workload survey, respectively. Time was captured by a measure of how long it took to complete a particular element of the task. The results demonstrate that multimodal feedback improves the performance of fully sighted users and offers great potential to users with visual impairments. As a result, this study serves as a baseline to drive the research and development of effective feedback combinations to enhance performance for individuals with visual impairments.","{'series': ""Assets '02"", 'location': 'Edinburgh, Scotland', 'keywords': 'auditory, feedback, haptic, human-computer interaction, multimodal, visual, visual impairment', 'numpages': '8', 'pages': '49–56', 'booktitle': 'Proceedings of the Fifth International ACM Conference on Assistive Technologies', 'abstract': ""Multimodal interfaces have the potential to enhance a user's overall performance, especially when one perceptual channel, such as vision, is compromised. This research investigated how unimodal, bimodal, and trimodal feedback affected the performance of fully sighted users. Limited research exists that investigates how fully sighted users react to multimodal feedback forms, and to-date even less research is available that has investigated how users with visual impairments respond to multiple forms of feedback. A complex direct manipulation task, consisting of a series search and selection drag-and-drop subtasks, was evaluated in this study. The multiple forms of feedback investigated were auditory, haptic and visual. Each form of feedback was tested alone and in combination. User performance was assessed through measures of workload time. Workload was measured objectively and subjectively, through the physiological measure of pupil diameter and a portion of the NASA Task Load Index (TLX) workload survey, respectively. Time was captured by a measure of how long it took to complete a particular element of the task. The results demonstrate that multimodal feedback improves the performance of fully sighted users and offers great potential to users with visual impairments. As a result, this study serves as a baseline to drive the research and development of effective feedback combinations to enhance performance for individuals with visual impairments."", 'doi': '10.1145/638249.638260', 'url': 'https://doi.org/10.1145/638249.638260', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '1581134649', 'year': '2002', 'title': 'Multimodal feedback: establishing a performance baseline for improved access by individuals with visual impairments', 'author': 'Vitense, Holly S. and Jacko, Julie A. and Emery, V. Kathlene', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/638249.638260'}"
Multimodal virtual reality versus printed medium in visualization for blind people,10.1145/638249.638261,"In this paper, we describe a study comparing the strengths of a multimodal Virtual Reality (VR) interface against traditional tactile diagrams in conveying information to visually impaired and blind people. The multimodal VR interface consists of a force feedback device (SensAble PHANTOM), synthesized speech and non-speech audio. Potential advantages of the VR technology are well known however its real usability in comparison with the conventional paper-based medium is seldom investigated. We have addressed this issue in our evaluation. The experimental results show benefits from using the multimodal approach in terms of more accurate information about the graphs obtained by users.","{'series': ""Assets '02"", 'location': 'Edinburgh, Scotland', 'keywords': 'assistive technology, haptics, human computer interaction, multimodal interface, virtual reality', 'numpages': '8', 'pages': '57–64', 'booktitle': 'Proceedings of the Fifth International ACM Conference on Assistive Technologies', 'abstract': 'In this paper, we describe a study comparing the strengths of a multimodal Virtual Reality (VR) interface against traditional tactile diagrams in conveying information to visually impaired and blind people. The multimodal VR interface consists of a force feedback device (SensAble PHANTOM), synthesized speech and non-speech audio. Potential advantages of the VR technology are well known however its real usability in comparison with the conventional paper-based medium is seldom investigated. We have addressed this issue in our evaluation. The experimental results show benefits from using the multimodal approach in terms of more accurate information about the graphs obtained by users.', 'doi': '10.1145/638249.638261', 'url': 'https://doi.org/10.1145/638249.638261', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '1581134649', 'year': '2002', 'title': 'Multimodal virtual reality versus printed medium in visualization for blind people', 'author': 'Yu, Wai and Brewster, Stephen', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/638249.638261'}"
Auditory and tactile interfaces for representing the visual effects on the web,10.1145/638249.638263,"In this paper, we describe auditory and tactile interfaces to represent visual effects nonvisually for blind users, allowing intuitive recognition of visual content that appears on the Web. This research examines how visual effects could be recognized by blind subjects using the senses of hearing and touch, aiming at integrating the results into a practical system in the future. As an initial step, two experiments were performed, one for sonification and tactilization of a page overview based on color-based fragmented groupings without speech, and one for sonification and tactilization of emphasized text based on analyzing rich text information with speech. The subjects could recognize visual representations presented by auditory and tactile interfaces throughout the experiment, and were conscious of the importance of the visual structures. We believe this shows our approach may be practical and available in the future.We will summarize our results and discuss what kind of information is suitable for each sense, as well as the next planned experiment and other future work.","{'series': ""Assets '02"", 'location': 'Edinburgh, Scotland', 'keywords': 'auditory interface, blind, nonvisual, sonification, tactile interface, tactilization', 'numpages': '8', 'pages': '65–72', 'booktitle': 'Proceedings of the Fifth International ACM Conference on Assistive Technologies', 'abstract': 'In this paper, we describe auditory and tactile interfaces to represent visual effects nonvisually for blind users, allowing intuitive recognition of visual content that appears on the Web. This research examines how visual effects could be recognized by blind subjects using the senses of hearing and touch, aiming at integrating the results into a practical system in the future. As an initial step, two experiments were performed, one for sonification and tactilization of a page overview based on color-based fragmented groupings without speech, and one for sonification and tactilization of emphasized text based on analyzing rich text information with speech. The subjects could recognize visual representations presented by auditory and tactile interfaces throughout the experiment, and were conscious of the importance of the visual structures. We believe this shows our approach may be practical and available in the future.We will summarize our results and discuss what kind of information is suitable for each sense, as well as the next planned experiment and other future work.', 'doi': '10.1145/638249.638263', 'url': 'https://doi.org/10.1145/638249.638263', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '1581134649', 'year': '2002', 'title': 'Auditory and tactile interfaces for representing the visual effects on the web', 'author': 'Asakawa, Chieko and Takagi, Hironobu and Ino, Shuichi and Ifukube, Tohru', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/638249.638263'}"
"Planning, reasoning, and agents for non-visual navigation of tables and frames",10.1145/638249.638264,"In this paper we demonstrate how the DSL for Table navigation [16] can be reinterpreted in the context of an action theory [8]. We also show how this generalization provides the ability to carry out more complex tasks such as (i) allowing the user to describe the objective of his/her navigation as a goal and let automatic mechanisms (i.e., a planner) develop (part of) the navigation process; and (ii) allowing the semantic description to predefine not only complete navigation strategies (as in [16]) but also partial skeletons, making the remaining part of the navigation dependent on run-time factors, e.g., user's goals, specific aspects of the table's content, User's run-time decisions.","{'series': ""Assets '02"", 'location': 'Edinburgh, Scotland', 'keywords': 'agents, domain specific language, semantics navigation', 'numpages': '8', 'pages': '73–80', 'booktitle': 'Proceedings of the Fifth International ACM Conference on Assistive Technologies', 'abstract': ""In this paper we demonstrate how the DSL for Table navigation [16] can be reinterpreted in the context of an action theory [8]. We also show how this generalization provides the ability to carry out more complex tasks such as (i) allowing the user to describe the objective of his/her navigation as a goal and let automatic mechanisms (i.e., a planner) develop (part of) the navigation process; and (ii) allowing the semantic description to predefine not only complete navigation strategies (as in [16]) but also partial skeletons, making the remaining part of the navigation dependent on run-time factors, e.g., user's goals, specific aspects of the table's content, User's run-time decisions."", 'doi': '10.1145/638249.638264', 'url': 'https://doi.org/10.1145/638249.638264', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '1581134649', 'year': '2002', 'title': 'Planning, reasoning, and agents for non-visual navigation of tables and frames', 'author': 'Pontelli, Enrico and Son, Tran Cao', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/638249.638264'}"
