Title,DOI,Abstract,BibTeX
Accessibility Research in the Pandemic: Making a Difference in the Quality of Life for People with Disabilities,10.1145/3373625.3430947,"In his ASSETS 2020 keynote talk, Dr. Lazar discusses how technology accessibility researchers and practitioners have been working during the pandemic to improve the quality of life for people with disabilities. Adults with disabilities are three times more likely than adults without disabilities to have the serious underlying medical conditions which place them at a higher risk of severe illness from COVID-19. Dr. Lazar discusses two data collection efforts in the accessibility community to understand technology-related needs during the pandemic, and then highlights current initiatives to address these needs. Accessibility researchers and practitioners are currently working on projects that are 1) providing for accessible public health information and data (such as fully accessible data dashboards), 2) developing tools and technologies for helping people with disabilities stay healthy and avoid the virus (such as accessible masks and technologies for social distancing), and 3) ensuring that online learning and teleconferencing can be accessible for people with various disabilities and needs (such as Deaf users and users of AAC). Dr. Lazar challenges accessibility researchers and practitioners to get more involved in researching and developing digital technologies to improve the quality of life for people with disabilities. Specifically, he suggests some potential areas of research and development work: technologies to allow for priority scheduling of deliveries and purchasing of items with limited quantities for people with disabilities, new uses of crowdsourcing to empower people with disabilities during the pandemic, and studying the impact of masks on the use of automated speech recognition. Dr. Lazar ends the speech by challenging everyone to find accessibility projects that give you joy, are intellectually challenging, and meet the needs of the world!","{'series': ""ASSETS '20"", 'location': 'Virtual Event, Greece', 'numpages': '1', 'articleno': '1', 'booktitle': 'Proceedings of the 22nd International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'In his ASSETS 2020 keynote talk, Dr. Lazar discusses how technology accessibility researchers and practitioners have been working during the pandemic to improve the quality of life for people with disabilities. Adults with disabilities are three times more likely than adults without disabilities to have the serious underlying medical conditions which place them at a higher risk of severe illness from COVID-19. Dr. Lazar discusses two data collection efforts in the accessibility community to understand technology-related needs during the pandemic, and then highlights current initiatives to address these needs. Accessibility researchers and practitioners are currently working on projects that are 1) providing for accessible public health information and data (such as fully accessible data dashboards), 2) developing tools and technologies for helping people with disabilities stay healthy and avoid the virus (such as accessible masks and technologies for social distancing), and 3) ensuring that online learning and teleconferencing can be accessible for people with various disabilities and needs (such as Deaf users and users of AAC). Dr. Lazar challenges accessibility researchers and practitioners to get more involved in researching and developing digital technologies to improve the quality of life for people with disabilities. Specifically, he suggests some potential areas of research and development work: technologies to allow for priority scheduling of deliveries and purchasing of items with limited quantities for people with disabilities, new uses of crowdsourcing to empower people with disabilities during the pandemic, and studying the impact of masks on the use of automated speech recognition. Dr. Lazar ends the speech by challenging everyone to find accessibility projects that give you joy, are intellectually challenging, and meet the needs of the world!', 'doi': '10.1145/3373625.3430947', 'url': 'https://doi.org/10.1145/3373625.3430947', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450371032', 'year': '2020', 'title': 'Accessibility Research in the Pandemic: Making a Difference in the Quality of Life for People with Disabilities', 'author': 'Lazar, Jonathan', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3373625.3430947'}"
AIGuide: An Augmented Reality Hand Guidance Application for People with Visual Impairments,10.1145/3373625.3417028,"Locating and grasping objects is a critical task in people’s daily lives. For people with visual impairments, this task can be a daily struggle. The support of augmented reality frameworks in smartphones has the potential to overcome the limitations of current object detection applications designed for people with visual impairments. We present AIGuide, a self-contained offline smartphone application that leverages augmented reality technology to help users locate and pick up objects around them. We conducted a user study to validate its effectiveness at providing guidance, compare it to other assistive technology form factors, evaluate the use of multimodal feedback, and provide feedback about the overall experience. Our results show that AIGuide is a promising technology to help people with visual impairments locate and acquire objects in their daily routine.","{'series': ""ASSETS '20"", 'location': 'Virtual Event, Greece', 'keywords': 'assistive technology, augmented reality, mixed reality, mobile computing', 'numpages': '13', 'articleno': '2', 'booktitle': 'Proceedings of the 22nd International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Locating and grasping objects is a critical task in people’s daily lives. For people with visual impairments, this task can be a daily struggle. The support of augmented reality frameworks in smartphones has the potential to overcome the limitations of current object detection applications designed for people with visual impairments. We present AIGuide, a self-contained offline smartphone application that leverages augmented reality technology to help users locate and pick up objects around them. We conducted a user study to validate its effectiveness at providing guidance, compare it to other assistive technology form factors, evaluate the use of multimodal feedback, and provide feedback about the overall experience. Our results show that AIGuide is a promising technology to help people with visual impairments locate and acquire objects in their daily routine.', 'doi': '10.1145/3373625.3417028', 'url': 'https://doi.org/10.1145/3373625.3417028', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450371032', 'year': '2020', 'title': 'AIGuide: An Augmented Reality Hand Guidance Application for People with Visual Impairments', 'author': 'Troncoso Aldas, Nelson Daniel and Lee, Sooyeon and Lee, Chonghan and Rosson, Mary Beth and Carroll, John M. and Narayanan, Vijaykrishnan', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3373625.3417028'}"
Making Mobile Augmented Reality Applications Accessible,10.1145/3373625.3417006,"Augmented Reality (AR) technology creates new immersive experiences in entertainment, games, education, retail, and social media. AR content is often primarily visual and it is challenging to enable access to it non-visually due to the mix of virtual and real-world content. In this paper, we identify common constituent tasks in AR by analyzing existing mobile AR applications for iOS, and characterize the design space of tasks that require accessible alternatives. For each of the major task categories, we create prototype accessible alternatives that we evaluate in a study with 10 blind participants to explore their perceptions of accessible AR. Our study demonstrates that these prototypes make AR possible to use for blind users and reveals a number of insights to move forward. We believe our work sets forth not only exemplars for developers to create accessible AR applications, but also a roadmap for future research to make AR comprehensively accessible.","{'series': ""ASSETS '20"", 'location': 'Virtual Event, Greece', 'keywords': 'Accessibility, augmented reality, mobile applications.', 'numpages': '14', 'articleno': '3', 'booktitle': 'Proceedings of the 22nd International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Augmented Reality (AR) technology creates new immersive experiences in entertainment, games, education, retail, and social media. AR content is often primarily visual and it is challenging to enable access to it non-visually due to the mix of virtual and real-world content. In this paper, we identify common constituent tasks in AR by analyzing existing mobile AR applications for iOS, and characterize the design space of tasks that require accessible alternatives. For each of the major task categories, we create prototype accessible alternatives that we evaluate in a study with 10 blind participants to explore their perceptions of accessible AR. Our study demonstrates that these prototypes make AR possible to use for blind users and reveals a number of insights to move forward. We believe our work sets forth not only exemplars for developers to create accessible AR applications, but also a roadmap for future research to make AR comprehensively accessible.', 'doi': '10.1145/3373625.3417006', 'url': 'https://doi.org/10.1145/3373625.3417006', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450371032', 'year': '2020', 'title': 'Making Mobile Augmented Reality Applications Accessible', 'author': 'Herskovitz, Jaylin and Wu, Jason and White, Samuel and Pavel, Amy and Reyes, Gabriel and Guo, Anhong and Bigham, Jeffrey P.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3373625.3417006'}"
"Living Disability Theory: Reflections on Access, Research, and Design",10.1145/3373625.3416996,"Accessibility research and disability studies are intertwined fields focused on, respectively, building a world more inclusive of people with disability and understanding and elevating the lived experiences of disabled people. Accessibility research tends to focus on creating technology related to impairment, while disability studies focuses on understanding disability and advocating against ableist systems. Our paper presents a reflexive analysis of the experiences of three accessibility researchers and one disability studies scholar. We focus on moments when our disability was misunderstood and causes such as expecting clearly defined impairments. We derive three themes: ableism in research, oversimplification of disability, and human relationships around disability. From these themes, we suggest paths toward more strongly integrating disability studies perspectives and disabled people into accessibility research.","{'series': ""ASSETS '20"", 'location': 'Virtual Event, Greece', 'keywords': 'accessibility, autoethnography, disability studies, disability theory', 'numpages': '13', 'articleno': '4', 'booktitle': 'Proceedings of the 22nd International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Accessibility research and disability studies are intertwined fields focused on, respectively, building a world more inclusive of people with disability and understanding and elevating the lived experiences of disabled people. Accessibility research tends to focus on creating technology related to impairment, while disability studies focuses on understanding disability and advocating against ableist systems. Our paper presents a reflexive analysis of the experiences of three accessibility researchers and one disability studies scholar. We focus on moments when our disability was misunderstood and causes such as expecting clearly defined impairments. We derive three themes: ableism in research, oversimplification of disability, and human relationships around disability. From these themes, we suggest paths toward more strongly integrating disability studies perspectives and disabled people into accessibility research.', 'doi': '10.1145/3373625.3416996', 'url': 'https://doi.org/10.1145/3373625.3416996', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450371032', 'year': '2020', 'title': 'Living Disability Theory: Reflections on Access, Research, and Design', 'author': 'Hofmann, Megan and Kasnitz, Devva and Mankoff, Jennifer and Bennett, Cynthia L', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3373625.3416996'}"
Disability and the COVID-19 Pandemic: Using Twitter to Understand Accessibility during Rapid Societal Transition,10.1145/3373625.3417023,"The COVID-19 pandemic has forced institutions to rapidly alter their behavior, which typically has disproportionate negative effects on people with disabilities as accessibility is overlooked. To investigate these issues, we analyzed Twitter data to examine accessibility problems surfaced by the crisis. We identified three key domains at the intersection of accessibility and technology: (i) the allocation of product delivery services, (ii) the transition to remote education, and (iii) the dissemination of public health information. We found that essential retailers expanded their high-risk customer shopping hours and pick-up and delivery services, but individuals with disabilities still lacked necessary access to goods and services. Long-experienced access barriers to online education were exacerbated by the abrupt transition of in-person to remote instruction. Finally, public health messaging has been inconsistent and inaccessible, which is unacceptable during a rapidly-evolving crisis. We argue that organizations should create flexible, accessible technology and policies in calm times to be adaptable in times of crisis to serve individuals with diverse needs.","{'series': ""ASSETS '20"", 'location': 'Virtual Event, Greece', 'keywords': 'Accessibility, COVID-19, Delivery Services, Disability, Emergency, Online Education, Public Health, Social Media, Twitter', 'numpages': '14', 'articleno': '5', 'booktitle': 'Proceedings of the 22nd International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'The COVID-19 pandemic has forced institutions to rapidly alter their behavior, which typically has disproportionate negative effects on people with disabilities as accessibility is overlooked. To investigate these issues, we analyzed Twitter data to examine accessibility problems surfaced by the crisis. We identified three key domains at the intersection of accessibility and technology: (i) the allocation of product delivery services, (ii) the transition to remote education, and (iii) the dissemination of public health information. We found that essential retailers expanded their high-risk customer shopping hours and pick-up and delivery services, but individuals with disabilities still lacked necessary access to goods and services. Long-experienced access barriers to online education were exacerbated by the abrupt transition of in-person to remote instruction. Finally, public health messaging has been inconsistent and inaccessible, which is unacceptable during a rapidly-evolving crisis. We argue that organizations should create flexible, accessible technology and policies in calm times to be adaptable in times of crisis to serve individuals with diverse needs.', 'doi': '10.1145/3373625.3417023', 'url': 'https://doi.org/10.1145/3373625.3417023', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450371032', 'year': '2020', 'title': 'Disability and the COVID-19 Pandemic: Using Twitter to Understand Accessibility during Rapid Societal Transition', 'author': 'Gleason, Cole and Valencia, Stephanie and Kirabo, Lynn and Wu, Jason and Guo, Anhong and Jeanne Carter, Elizabeth and Bigham, Jeffrey and Bennett, Cynthia and Pavel, Amy', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3373625.3417023'}"
Comparison of Methods for Teaching Accessibility in University Computing Courses,10.1145/3373625.3417013,"With an increasing demand for computing professionals with skills in accessibility, it is important for university faculty to select effective methods for educating computing students about barriers faced by users with disabilities and approaches to improving accessibility. While some prior work had evaluated accessibility educational interventions, many prior studies have consisted of firsthand reports from faculty or short-term evaluations. This paper reports on the results of a systematic evaluation of methods for teaching accessibility from a longitudinal study across 29 sections of a human-computer interaction course (required for students in a computing degree program), as taught by 10 distinct professors, throughout four&nbsp;years, with over 400 students.&nbsp; A control condition (course without accessibility content) was compared to four intervention conditions: week of lectures on accessibility, team design project requiring some accessibility consideration, interaction with someone with a disability, and collaboration with a team member with a disability. Comparing survey data immediately before and after the course, we found that the Lectures, Projects, and Interaction conditions were effective in increasing students' likelihood to consider people with disabilities on a design scenario, awareness of accessibility barriers, and knowledge of technical approaches for improving accessibility - with students in the Team Member condition having higher scores on the final measure only. However, comparing survey responses from students immediately before the course and from approximately 2 years later, almost no significant gains were observed, suggesting that interventions within a single course are insufficient for producing long-term changes in measures of students’ accessibility learning. This study contributes to empirical knowledge to inform university faculty in selecting effective methods for teaching accessibility, and it motivates further research on how to achieve long-term changes in accessibility knowledge, e.g. by reinforcing accessibility throughout a degree program.","{'series': ""ASSETS '20"", 'location': 'Virtual Event, Greece', 'keywords': 'Accessibility, Computing, Education, Pedagogy', 'numpages': '12', 'articleno': '6', 'booktitle': 'Proceedings of the 22nd International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': ""With an increasing demand for computing professionals with skills in accessibility, it is important for university faculty to select effective methods for educating computing students about barriers faced by users with disabilities and approaches to improving accessibility. While some prior work had evaluated accessibility educational interventions, many prior studies have consisted of firsthand reports from faculty or short-term evaluations. This paper reports on the results of a systematic evaluation of methods for teaching accessibility from a longitudinal study across 29 sections of a human-computer interaction course (required for students in a computing degree program), as taught by 10 distinct professors, throughout four&nbsp;years, with over 400 students.&nbsp; A control condition (course without accessibility content) was compared to four intervention conditions: week of lectures on accessibility, team design project requiring some accessibility consideration, interaction with someone with a disability, and collaboration with a team member with a disability. Comparing survey data immediately before and after the course, we found that the Lectures, Projects, and Interaction conditions were effective in increasing students' likelihood to consider people with disabilities on a design scenario, awareness of accessibility barriers, and knowledge of technical approaches for improving accessibility - with students in the Team Member condition having higher scores on the final measure only. However, comparing survey responses from students immediately before the course and from approximately 2 years later, almost no significant gains were observed, suggesting that interventions within a single course are insufficient for producing long-term changes in measures of students’ accessibility learning. This study contributes to empirical knowledge to inform university faculty in selecting effective methods for teaching accessibility, and it motivates further research on how to achieve long-term changes in accessibility knowledge, e.g. by reinforcing accessibility throughout a degree program."", 'doi': '10.1145/3373625.3417013', 'url': 'https://doi.org/10.1145/3373625.3417013', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450371032', 'year': '2020', 'title': 'Comparison of Methods for Teaching Accessibility in University Computing Courses', 'author': 'Zhao, Qiwen and Mande, Vaishnavi and Conn, Paula and Al-khazraji, Sedeeq and Shinohara, Kristen and Ludi, Stephanie and Huenerfauth, Matt', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3373625.3417013'}"
Access Differential and Inequitable Access: Inaccessibility for Doctoral Students in Computing,10.1145/3373625.3416989,"Increasingly, support for students with disabilities in post-secondary education has boosted enrollment and graduates rates. Yet, such successes are not translated to doctoral degrees. For example, in 2018, the National Science Foundation reported 3\% of math and computer science doctorate recipients identified as having a visual limitation while 1.2\% identified as having a hearing limitation. To better understand why few students with disabilities pursue PhDs in computing and related fields, we conducted an interview study with 19 current and former graduate students who identified as blind or low vision, or deaf or hard of hearing. We asked participants about challenges or barriers they encountered in graduate school. We asked about accommodations they received, or did not receive, and about different forms of support. We found that a wide range of inaccessibility issues in research, courses, and in managing accommodations impacted student progress. Contributions from this work include identifying two forms of access inequality that emerged: (1) access differential: the gap between the access that non/disabled students experience, and (2) inequitable access: the degree of inadequacy of existing accommodations to address inaccessibility.","{'series': ""ASSETS '20"", 'location': 'Virtual Event, Greece', 'keywords': 'Accessibility, Computing education, Graduate education, Student with disabilities', 'numpages': '12', 'articleno': '7', 'booktitle': 'Proceedings of the 22nd International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Increasingly, support for students with disabilities in post-secondary education has boosted enrollment and graduates rates. Yet, such successes are not translated to doctoral degrees. For example, in 2018, the National Science Foundation reported 3\\% of math and computer science doctorate recipients identified as having a visual limitation while 1.2\\% identified as having a hearing limitation. To better understand why few students with disabilities pursue PhDs in computing and related fields, we conducted an interview study with 19 current and former graduate students who identified as blind or low vision, or deaf or hard of hearing. We asked participants about challenges or barriers they encountered in graduate school. We asked about accommodations they received, or did not receive, and about different forms of support. We found that a wide range of inaccessibility issues in research, courses, and in managing accommodations impacted student progress. Contributions from this work include identifying two forms of access inequality that emerged: (1) access differential: the gap between the access that non/disabled students experience, and (2) inequitable access: the degree of inadequacy of existing accommodations to address inaccessibility.', 'doi': '10.1145/3373625.3416989', 'url': 'https://doi.org/10.1145/3373625.3416989', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450371032', 'year': '2020', 'title': 'Access Differential and Inequitable Access: Inaccessibility for Doctoral Students in Computing', 'author': 'Shinohara, Kristen and McQuaid, Michael and Jacobo, Nayeri', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3373625.3416989'}"
Navigating Graduate School with a Disability,10.1145/3373625.3416986,"In graduate school, people with disabilities use disability accommodations to learn, network, and do research. However, these accommodations, often scheduled ahead of time, may not work in many situations due to uncertainty and spontaneity of the graduate experience. Through a three-person autoethnography, we present a longitudinal account of our graduate school experiences as people with disabilities, highlighting nuances and tensions of situations when our requested accommodations did not work and the use of alternative coping strategies. We use retrospective journals and field notes to reveal the impact of our self-image, relationships, technologies, and infrastructure on our disabled experience. Using post-hoc reflection on our experiences, we then close with discussing personal and situated ways in which peers, faculty members, universities, and technology designers could improve the graduate school experiences of people with disabilities.","{'series': ""ASSETS '20"", 'location': 'Virtual Event, Greece', 'keywords': 'Autoethnography, STEM, accessibility, accessible technology, blind, computer science education, engineering, graduate school, hard of hearing, mobility impaired, trio-ethnography', 'numpages': '11', 'articleno': '8', 'booktitle': 'Proceedings of the 22nd International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'In graduate school, people with disabilities use disability accommodations to learn, network, and do research. However, these accommodations, often scheduled ahead of time, may not work in many situations due to uncertainty and spontaneity of the graduate experience. Through a three-person autoethnography, we present a longitudinal account of our graduate school experiences as people with disabilities, highlighting nuances and tensions of situations when our requested accommodations did not work and the use of alternative coping strategies. We use retrospective journals and field notes to reveal the impact of our self-image, relationships, technologies, and infrastructure on our disabled experience. Using post-hoc reflection on our experiences, we then close with discussing personal and situated ways in which peers, faculty members, universities, and technology designers could improve the graduate school experiences of people with disabilities.', 'doi': '10.1145/3373625.3416986', 'url': 'https://doi.org/10.1145/3373625.3416986', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450371032', 'year': '2020', 'title': 'Navigating Graduate School with a Disability', 'author': 'Jain, Dhruv and Potluri, Venkatesh and Sharif, Ather', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3373625.3416986'}"
Teleconference Accessibility and Guidelines for Deaf and Hard of Hearing Users,10.1145/3373625.3417299,"In this experience report, we describe the accessibility challenges that deaf and hard of hearing users face in teleconferences, based on both our first-hand participation in meetings, and as User Interface and Experience experts. Teleconferencing poses new accessibility challenges compared to face-to-face communication because of limited social, emotional, and haptic feedback. Above all, teleconferencing participants and organizers need to be flexible, because deaf or hard of hearing people have diverse communication preferences. We explain what recurring problems users experience, where current teleconferencing software falls short, and how to address these shortcomings. We offer specific recommendations for best practices and the experiential reasons behind them.","{'series': ""ASSETS '20"", 'location': 'Virtual Event, Greece', 'keywords': 'Deaf, Hard of Hearing, Remote Participation, Sign Language, Teleconferencing', 'numpages': '6', 'articleno': '9', 'booktitle': 'Proceedings of the 22nd International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'In this experience report, we describe the accessibility challenges that deaf and hard of hearing users face in teleconferences, based on both our first-hand participation in meetings, and as User Interface and Experience experts. Teleconferencing poses new accessibility challenges compared to face-to-face communication because of limited social, emotional, and haptic feedback. Above all, teleconferencing participants and organizers need to be flexible, because deaf or hard of hearing people have diverse communication preferences. We explain what recurring problems users experience, where current teleconferencing software falls short, and how to address these shortcomings. We offer specific recommendations for best practices and the experiential reasons behind them.', 'doi': '10.1145/3373625.3417299', 'url': 'https://doi.org/10.1145/3373625.3417299', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450371032', 'year': '2020', 'title': 'Teleconference Accessibility and Guidelines for Deaf and Hard of Hearing Users', 'author': 'Kushalnagar, Raja S. and Vogler, Christian', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3373625.3417299'}"
Student and Teacher Perspectives of Learning ASL in an Online Setting,10.1145/3373625.3417298,"American Sign Language (ASL) classes are typically held face-to-face to increase interactivity and enhance the learning experience. However, the recent COVID-19 pandemic brought about many changes to course delivery methods, primarily resulting in a move to an online format, which had to occur in a short timeframe. The online format has presented students and teachers with many opportunities and challenges. In this experience report, we reflect on the student and teacher perspectives of learning ASL in an online setting. We use our experience to introduce new online ASL class guidelines, videoconferencing improvements, and suggest where future research is needed.","{'series': ""ASSETS '20"", 'location': 'Virtual Event, Greece', 'keywords': 'ASL, Deaf and Hard of Hearing, Education, e-Learning', 'numpages': '6', 'articleno': '10', 'booktitle': 'Proceedings of the 22nd International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'American Sign Language (ASL) classes are typically held face-to-face to increase interactivity and enhance the learning experience. However, the recent COVID-19 pandemic brought about many changes to course delivery methods, primarily resulting in a move to an online format, which had to occur in a short timeframe. The online format has presented students and teachers with many opportunities and challenges. In this experience report, we reflect on the student and teacher perspectives of learning ASL in an online setting. We use our experience to introduce new online ASL class guidelines, videoconferencing improvements, and suggest where future research is needed.', 'doi': '10.1145/3373625.3417298', 'url': 'https://doi.org/10.1145/3373625.3417298', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450371032', 'year': '2020', 'title': 'Student and Teacher Perspectives of Learning ASL in an Online Setting', 'author': 'Tigwell, Garreth W. and Peiris, Roshan L and Watson, Stacey and Garavuso, Gerald M. and Miller, Heather', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3373625.3417298'}"
