Title,DOI,Abstract,BibTeX
Session details: Screen reader usage,10.1145/3245891,Abstract not available,"{'series': ""ASSETS '12"", 'location': 'Boulder, Colorado, USA', 'booktitle': 'Proceedings of the 14th International ACM SIGACCESS Conference on Computers and Accessibility', 'doi': '10.1145/3245891', 'url': 'https://doi.org/10.1145/3245891', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450313216', 'year': '2012', 'title': 'Session details: Screen reader usage', 'author': 'Bigham, Jeff', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3245891'}"
Back navigation shortcuts for screen reader users,10.1145/2384916.2384918,"When screen reader users need to back track pages to re-find previously visited content, they are forced to listen to some portion of each unwanted page to recognize it. This makes aural back navigation inefficient, especially on large websites. To address this problem, we introduce topic- and list-based back: two navigation strategies that provide back browsing shortcuts by leveraging the conceptual structure of content-rich websites. Both are manifested in Webtime, an accessible website on the history of the Web. A controlled study (N=10) conducted at the Indiana School for the Blind and Visually Impaired compared topic- and list-based back to traditional back mechanisms while participants completed fact-finding tasks. Topic- and list-based back significantly decreased time-on-task and number of backtracked pages; the navigation shortcuts were also associated with positive improvements in perceived cognitive effort and navigation experience. The proposed strategies can operate as a supplement to current back mechanisms in information-rich websites.","{'series': ""ASSETS '12"", 'location': 'Boulder, Colorado, USA', 'keywords': 'screen reader users, information architecture, back navigation, assistive technology', 'numpages': '8', 'pages': '1–8', 'booktitle': 'Proceedings of the 14th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'When screen reader users need to back track pages to re-find previously visited content, they are forced to listen to some portion of each unwanted page to recognize it. This makes aural back navigation inefficient, especially on large websites. To address this problem, we introduce topic- and list-based back: two navigation strategies that provide back browsing shortcuts by leveraging the conceptual structure of content-rich websites. Both are manifested in Webtime, an accessible website on the history of the Web. A controlled study (N=10) conducted at the Indiana School for the Blind and Visually Impaired compared topic- and list-based back to traditional back mechanisms while participants completed fact-finding tasks. Topic- and list-based back significantly decreased time-on-task and number of backtracked pages; the navigation shortcuts were also associated with positive improvements in perceived cognitive effort and navigation experience. The proposed strategies can operate as a supplement to current back mechanisms in information-rich websites.', 'doi': '10.1145/2384916.2384918', 'url': 'https://doi.org/10.1145/2384916.2384918', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450313216', 'year': '2012', 'title': 'Back navigation shortcuts for screen reader users', 'author': 'Rohani Ghahari, Romisa and Ferati, Mexhid and Yang, Tao and Bolchini, Davide', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/2384916.2384918'}"
Capture: a desktop display-centric text recorder,10.1145/2384916.2384919,"As more and more information is designed for human visual consumption through computer displays, the need to capture and process display-centric content is becoming increasingly important, especially for visually impaired users. We present Capture, a novel display-centric text recorder that facilitates real-time access to onscreen text and its structure and contextual information, including data associated with both foreground and background windows. Capture provides an intelligent caching architecture that integrates with the standard accessibility framework available on modern operating systems to continuously track onscreen text and metadata. This enables fast, semantic information recording without any modifications to applications, window systems, or operating system kernels. The recorded data is useful for a variety of problem domains, including assistive technologies, desktop search, auditing, and predictive graphical user interfaces. We have implemented a Capture prototype on Linux with the GNOME Accessibility Toolkit. Our results on real desktop applications demonstrate that Capture provides low runtime overhead and much more complete recording of onscreen text than modern desktop screen readers used for visually impaired users.","{'series': ""ASSETS '12"", 'location': 'Boulder, Colorado, USA', 'keywords': 'screen capture, assistive technology, accessibility', 'numpages': '8', 'pages': '9–16', 'booktitle': 'Proceedings of the 14th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'As more and more information is designed for human visual consumption through computer displays, the need to capture and process display-centric content is becoming increasingly important, especially for visually impaired users. We present Capture, a novel display-centric text recorder that facilitates real-time access to onscreen text and its structure and contextual information, including data associated with both foreground and background windows. Capture provides an intelligent caching architecture that integrates with the standard accessibility framework available on modern operating systems to continuously track onscreen text and metadata. This enables fast, semantic information recording without any modifications to applications, window systems, or operating system kernels. The recorded data is useful for a variety of problem domains, including assistive technologies, desktop search, auditing, and predictive graphical user interfaces. We have implemented a Capture prototype on Linux with the GNOME Accessibility Toolkit. Our results on real desktop applications demonstrate that Capture provides low runtime overhead and much more complete recording of onscreen text than modern desktop screen readers used for visually impaired users.', 'doi': '10.1145/2384916.2384919', 'url': 'https://doi.org/10.1145/2384916.2384919', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450313216', 'year': '2012', 'title': 'Capture: a desktop display-centric text recorder', 'author': 'Laadan, Oren and Shu, Andrew and Nieh, Jason', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/2384916.2384919'}"
Thematic organization of web content for distraction-free text-to-speech narration,10.1145/2384916.2384920,"People with visual disabilities, especially those who are blind, have digital content narrated to them by text-to-speech (TTS) engines (e.g., with the help of screen readers). Naively narrating web pages, particularly the ones consisting of several diverse pieces (e.g., news summaries, opinion pieces, taxonomy, ads), with TTS engines without organizing them into thematic segments will make it very difficult for the blind user to mentally separate out and comprehend the essential elements in a segment, and the effort to do so can cause significant cognitive stress. One can alleviate this difficulty by segmenting web pages into thematic pieces and then narrating each of them separately. Extant segmentation methods typically segment web pages using visual and structural cues. The use of such cues without taking into account the semantics of the content, tends to produce ""impure"" segments containing extraneous material interspersed with the essential elements. In this paper, we describe a new technique for identifying thematic segments by tightly coupling visual, structural, and linguistic features present in the content. A notable aspect of the technique is that it produces segments with very little irrelevant content. Another interesting aspect is that the clutter-free main content of a web page, that is produced by the Readability tool and the ""Reader"" feature of the Safari browser, emerges as a special case of the thematic segments created by our technique. We provide experimental evidence of the effectiveness of our technique in reducing clutter. We also describe a user study with 23 blind subjects of its impact on web accessibility.","{'series': ""ASSETS '12"", 'location': 'Boulder, Colorado, USA', 'keywords': 'singular value decomposition, segmentation, screen readers, clustering, blind users', 'numpages': '8', 'pages': '17–24', 'booktitle': 'Proceedings of the 14th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'People with visual disabilities, especially those who are blind, have digital content narrated to them by text-to-speech (TTS) engines (e.g., with the help of screen readers). Naively narrating web pages, particularly the ones consisting of several diverse pieces (e.g., news summaries, opinion pieces, taxonomy, ads), with TTS engines without organizing them into thematic segments will make it very difficult for the blind user to mentally separate out and comprehend the essential elements in a segment, and the effort to do so can cause significant cognitive stress. One can alleviate this difficulty by segmenting web pages into thematic pieces and then narrating each of them separately. Extant segmentation methods typically segment web pages using visual and structural cues. The use of such cues without taking into account the semantics of the content, tends to produce ""impure"" segments containing extraneous material interspersed with the essential elements. In this paper, we describe a new technique for identifying thematic segments by tightly coupling visual, structural, and linguistic features present in the content. A notable aspect of the technique is that it produces segments with very little irrelevant content. Another interesting aspect is that the clutter-free main content of a web page, that is produced by the Readability tool and the ""Reader"" feature of the Safari browser, emerges as a special case of the thematic segments created by our technique. We provide experimental evidence of the effectiveness of our technique in reducing clutter. We also describe a user study with 23 blind subjects of its impact on web accessibility.', 'doi': '10.1145/2384916.2384920', 'url': 'https://doi.org/10.1145/2384916.2384920', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450313216', 'year': '2012', 'title': 'Thematic organization of web content for distraction-free text-to-speech narration', 'author': 'Islam, Muhammad Asiful and Ahmed, Faisal and Borodin, Yevgen and Ramakrishnan, I.V.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/2384916.2384920'}"
Session details: Designing for older adults,10.1145/3245892,Abstract not available,"{'series': ""ASSETS '12"", 'location': 'Boulder, Colorado, USA', 'booktitle': 'Proceedings of the 14th International ACM SIGACCESS Conference on Computers and Accessibility', 'doi': '10.1145/3245892', 'url': 'https://doi.org/10.1145/3245892', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450313216', 'year': '2012', 'title': 'Session details: Designing for older adults', 'author': 'Hanson, Vicki', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3245892'}"
Basic senior personas: a representative design tool covering the spectrum of European older adults,10.1145/2384916.2384922,"The persona method is a powerful approach to focus on needs and characteristics of target users, keeping complex user data,numbers and diagrams alive during the whole design cycle.However, the development of prosperous personas requires a considerable amount of time, effort and specific skills. This paper introduces the development of a set of 30 basic senior personas, covering a broad range of characteristics of European older adults, following a quantitative development approach. The aim of this tool is to support researchers and developers in extending empathy for their target users when developing ICT solutions for the benefit of older adults. The main innovation lies in the representativeness of the basic senior personas. The personas build on multifaceted quantitative data from a single source including micro-level information from roughly 12,500 older individuals living in different European countries. The resulting personas may be applied in their basic form but are extendable to specific contexts. Also, the suggested tool addresses the drawbacks of current existing personas describing older adults: being representative and cost-efficient. The basic senior personas, a filter tool, a manual and templates for ""persona marketing"" articles are available for free online under http://elderlypersonas.cure.at.","{'series': ""ASSETS '12"", 'location': 'Boulder, Colorado, USA', 'keywords': 'user requirements, user centered design methods, personas layering, persona re-usage, persona method, older adults with diverse capabilities, basic personas, ambient assisted living', 'numpages': '8', 'pages': '25–32', 'booktitle': 'Proceedings of the 14th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'The persona method is a powerful approach to focus on needs and characteristics of target users, keeping complex user data,numbers and diagrams alive during the whole design cycle.However, the development of prosperous personas requires a considerable amount of time, effort and specific skills. This paper introduces the development of a set of 30 basic senior personas, covering a broad range of characteristics of European older adults, following a quantitative development approach. The aim of this tool is to support researchers and developers in extending empathy for their target users when developing ICT solutions for the benefit of older adults. The main innovation lies in the representativeness of the basic senior personas. The personas build on multifaceted quantitative data from a single source including micro-level information from roughly 12,500 older individuals living in different European countries. The resulting personas may be applied in their basic form but are extendable to specific contexts. Also, the suggested tool addresses the drawbacks of current existing personas describing older adults: being representative and cost-efficient. The basic senior personas, a filter tool, a manual and templates for ""persona marketing"" articles are available for free online under http://elderlypersonas.cure.at.', 'doi': '10.1145/2384916.2384922', 'url': 'https://doi.org/10.1145/2384916.2384922', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450313216', 'year': '2012', 'title': 'Basic senior personas: a representative design tool covering the spectrum of European older adults', 'author': 'W\\""{o}ckl, Bernhard and Yildizoglu, Ulcay and Buber, Isabella and Aparicio Diaz, Belinda and Kruijff, Ernst and Tscheligi, Manfred', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/2384916.2384922'}"
Considerations for technology that support physical activity by older adults,10.1145/2384916.2384923,"Barriers to physical activity prevent older adults from meeting recommended physical activity levels necessary for maintaining quality of life. As technology becomes more advanced, we have the opportunity and the responsibility to address concerns faced by the aging population. We seek opportunities for technology to empower older adults to overcome barriers on their own by interviewing and learning from older adults who have successfully overcome these barriers. In this paper, we present a set of needs that technology can address, and considerations for designing technology interventions that support physical activity by older adults.","{'series': ""ASSETS '12"", 'location': 'Boulder, Colorado, USA', 'keywords': 'technology interventions, physical activity, older adults, barriers', 'numpages': '8', 'pages': '33–40', 'booktitle': 'Proceedings of the 14th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Barriers to physical activity prevent older adults from meeting recommended physical activity levels necessary for maintaining quality of life. As technology becomes more advanced, we have the opportunity and the responsibility to address concerns faced by the aging population. We seek opportunities for technology to empower older adults to overcome barriers on their own by interviewing and learning from older adults who have successfully overcome these barriers. In this paper, we present a set of needs that technology can address, and considerations for designing technology interventions that support physical activity by older adults.', 'doi': '10.1145/2384916.2384923', 'url': 'https://doi.org/10.1145/2384916.2384923', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450313216', 'year': '2012', 'title': 'Considerations for technology that support physical activity by older adults', 'author': 'Fan, Chloe and Forlizzi, Jodi and Dey, Anind', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/2384916.2384923'}"
Design recommendations for tv user interfaces for older adults: findings from the eCAALYX project,10.1145/2384916.2384924,"While guidelines for designing websites and iTV applications for older adults exist, no previous work has suggested how to best design TV user interfaces (UIs) that are accessible to older adults. Building upon pertinent guidelines from related areas, this paper presents thirteen recommendations for designing UIs for TV applications for older adults. These recommendations are the result of iterative design, testing, and development of a TV-based health system for older adults that aims to provide a holistic solution to improve quality of life for older adults with chronic conditions by fostering their autonomy and reducing hospitalization costs. The authors' work and experience shows that widely known UI design guidelines unsurprisingly apply to the design of TV-based applications for older adults, but acquire a crucial importance in this context.","{'series': ""ASSETS '12"", 'location': 'Boulder, Colorado, USA', 'keywords': 'user interface design, tv, older adults, design recommendations', 'numpages': '8', 'pages': '41–48', 'booktitle': 'Proceedings of the 14th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': ""While guidelines for designing websites and iTV applications for older adults exist, no previous work has suggested how to best design TV user interfaces (UIs) that are accessible to older adults. Building upon pertinent guidelines from related areas, this paper presents thirteen recommendations for designing UIs for TV applications for older adults. These recommendations are the result of iterative design, testing, and development of a TV-based health system for older adults that aims to provide a holistic solution to improve quality of life for older adults with chronic conditions by fostering their autonomy and reducing hospitalization costs. The authors' work and experience shows that widely known UI design guidelines unsurprisingly apply to the design of TV-based applications for older adults, but acquire a crucial importance in this context."", 'doi': '10.1145/2384916.2384924', 'url': 'https://doi.org/10.1145/2384916.2384924', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450313216', 'year': '2012', 'title': 'Design recommendations for tv user interfaces for older adults: findings from the eCAALYX project', 'author': 'Nunes, Francisco and Kerwin, Maureen and Silva, Paula Alexandra', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/2384916.2384924'}"
Session details: Communication aids,10.1145/3245893,Abstract not available,"{'series': ""ASSETS '12"", 'location': 'Boulder, Colorado, USA', 'booktitle': 'Proceedings of the 14th International ACM SIGACCESS Conference on Computers and Accessibility', 'doi': '10.1145/3245893', 'url': 'https://doi.org/10.1145/3245893', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450313216', 'year': '2012', 'title': 'Session details: Communication aids', 'author': 'Sporka, Adam', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3245893'}"
What we talk about: designing a context-aware communication tool for people with aphasia,10.1145/2384916.2384926,"Many people with aphasia experience difficulty recalling words extemporaneously, but can recognize those words when given an image, text, or audio prompt. Augmented and alternative communication (AAC) systems can help address this problem by enabling people with aphasia to browse and select from a list of vocabulary words. However, these systems can be difficult to navigate, especially when they contain large amounts of content. In this paper, we describe the design of TalkAbout, a context-aware, adaptive AAC system that provides users with a word list that is adapted to their current location and conversation partner. We describe the design and development of TalkAbout, which we conducted in collaboration with 5 adults with aphasia. We then present guidelines for developing and evaluating context-aware technology for people with aphasia.","{'series': ""ASSETS '12"", 'location': 'Boulder, Colorado, USA', 'keywords': 'participatory design, context-aware computing, augmented and alternative communication, aphasia, accessibility', 'numpages': '8', 'pages': '49–56', 'booktitle': 'Proceedings of the 14th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Many people with aphasia experience difficulty recalling words extemporaneously, but can recognize those words when given an image, text, or audio prompt. Augmented and alternative communication (AAC) systems can help address this problem by enabling people with aphasia to browse and select from a list of vocabulary words. However, these systems can be difficult to navigate, especially when they contain large amounts of content. In this paper, we describe the design of TalkAbout, a context-aware, adaptive AAC system that provides users with a word list that is adapted to their current location and conversation partner. We describe the design and development of TalkAbout, which we conducted in collaboration with 5 adults with aphasia. We then present guidelines for developing and evaluating context-aware technology for people with aphasia.', 'doi': '10.1145/2384916.2384926', 'url': 'https://doi.org/10.1145/2384916.2384926', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450313216', 'year': '2012', 'title': 'What we talk about: designing a context-aware communication tool for people with aphasia', 'author': 'Kane, Shaun K. and Linam-Church, Barbara and Althoff, Kyle and McCall, Denise', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/2384916.2384926'}"
