Title,DOI,Abstract,BibTeX
"Smart rooms, desks, and clothes",10.1145/274497.274498,"We  are  working  to  develop  smart  networked  environments  thatcan  help  people  in  their  homes,  offices,  cars,  and  when  walking  about.  Our  research  is  aimed  at  giving  rooms,  desks,  and  clothes  the  perceptual  and  cognitive  intelligence  needed  to  become  active  helpers.","{'series': ""Assets '98"", 'location': 'Marina del Rey, California, USA', 'keywords': 'adaptive environments, multimodal interfaces, perceptual environments, wearable computers', 'numpages': '2', 'pages': '1–2', 'booktitle': 'Proceedings of the Third International ACM Conference on Assistive Technologies', 'abstract': 'We  are  working  to  develop  smart  networked  environments  thatcan  help  people  in  their  homes,  offices,  cars,  and  when  walking  about.  Our  research  is  aimed  at  giving  rooms,  desks,  and  clothes  the  perceptual  and  cognitive  intelligence  needed  to  become  active  helpers.', 'doi': '10.1145/274497.274498', 'url': 'https://doi.org/10.1145/274497.274498', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '1581130201', 'year': '1998', 'title': 'Smart rooms, desks, and clothes', 'author': 'Pentland, Alexander', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/274497.274498'}"
Comparing effects of navigational interface modalities on speaker prosodics,10.1145/274497.274499,"Displayless  interface  technology  must  address  issues  similar  to  those  of  GUI  access  technology  for  users  with  visual  impairments.  Both  must  address  the  issue  of  providing  nonvisual  access  to  spatial  data.  This  research  examined  the  hypothesis  that  strictly  verbal  access  to  spatial  datsi  places  a  cognitive  burden  on  the  user,  which  in  turn  impacts  the  prosodies,  i.e.,  nonverbal  aspects,  of  the  user?s  speech.  The  hypothesis  was  tested  through  experiments  in  which  subjects  used  speech-based,  displayless  interface  followed  by  a  multimodal  interface  to  perform  a  series  of  navigational  tasks.  Their  speech  was  recorded  during  the  experiments  and  post-processed  for  prosodic  content.  Statistical  analysis  of  the  post-processed  data  showed  significant  differences  in  subjects?  prosodies  when  using  the  displayless  versus  the  multimodal  interface.","{'series': ""Assets '98"", 'location': 'Marina del Rey, California, USA', 'keywords': 'GUI access, displayless interfaces prosodies', 'numpages': '8', 'pages': '3–10', 'booktitle': 'Proceedings of the Third International ACM Conference on Assistive Technologies', 'abstract': 'Displayless  interface  technology  must  address  issues  similar  to  those  of  GUI  access  technology  for  users  with  visual  impairments.  Both  must  address  the  issue  of  providing  nonvisual  access  to  spatial  data.  This  research  examined  the  hypothesis  that  strictly  verbal  access  to  spatial  datsi  places  a  cognitive  burden  on  the  user,  which  in  turn  impacts  the  prosodies,  i.e.,  nonverbal  aspects,  of  the  user?s  speech.  The  hypothesis  was  tested  through  experiments  in  which  subjects  used  speech-based,  displayless  interface  followed  by  a  multimodal  interface  to  perform  a  series  of  navigational  tasks.  Their  speech  was  recorded  during  the  experiments  and  post-processed  for  prosodic  content.  Statistical  analysis  of  the  post-processed  data  showed  significant  differences  in  subjects?  prosodies  when  using  the  displayless  versus  the  multimodal  interface.', 'doi': '10.1145/274497.274499', 'url': 'https://doi.org/10.1145/274497.274499', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '1581130201', 'year': '1998', 'title': 'Comparing effects of navigational interface modalities on speaker prosodics', 'author': 'Baca, Julie', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/274497.274499'}"
Computer-based cognitive prosthetics: assistive technology for the treatment of cognitive disabilities,10.1145/274497.274502,"Traumatic  brain  injury  and  stroke  leave  many  individuals  with  cognitive  disabilities  even  after  much  therapy.  For  over  a  decade,  our  multidisciplinary  group  has  been  conducting  a  research  and  clinical  program.  The  focus  of  our  efforts  has  been  restoration  of  individual?s  functioning  through  technology  enabling  them  to  perform  some  of  their  priority  everyday  activities.  Our  approach  has  been  three-fold:  1)  the  application  of  theory  and  methods  from  computer  science;  2)  the  design  of  one-of-a-kind  prosthetic  systems  to  bridge  deficits,  and  3)  therapy  integrated  tightly  with  prosthetic  technology.  Research  incorporated  the  single-subject  case  study  approach  -  widely  used  in  brain  injury  rehabilitation  -  with  studies  being  partial  replicates  for  grouping  data.  Results  have  been  significant  and  substantial,  with  an  increase  of  function  being  the  rule  rather  than  the  exception.  An  important  finding  is  that  our  evaluation  techniques  of  patient  abilities  tends  to  show  greater  abilities  than  show  in  clinical  testing  These  abilities  can  be  used  in  participatory  design  to  greatly  enhance  the  clinical  outcome.  Also,  the  impact  of  small  deficits  on  behavior  seems  to  be  significantly  greater  than  one  would  expect.  Resolving  or  bridging  small  deficits  can  have  considerable  behavioral  impact.","{'series': ""Assets '98"", 'location': 'Marina del Rey, California, USA', 'keywords': 'cognitive disabilities, cognitive prosthetics, health care applications, learning disabilities, personal productivity tools, usability testing, user interfaces, user studies', 'numpages': '8', 'pages': '11–18', 'booktitle': 'Proceedings of the Third International ACM Conference on Assistive Technologies', 'abstract': 'Traumatic  brain  injury  and  stroke  leave  many  individuals  with  cognitive  disabilities  even  after  much  therapy.  For  over  a  decade,  our  multidisciplinary  group  has  been  conducting  a  research  and  clinical  program.  The  focus  of  our  efforts  has  been  restoration  of  individual?s  functioning  through  technology  enabling  them  to  perform  some  of  their  priority  everyday  activities.  Our  approach  has  been  three-fold:  1)  the  application  of  theory  and  methods  from  computer  science;  2)  the  design  of  one-of-a-kind  prosthetic  systems  to  bridge  deficits,  and  3)  therapy  integrated  tightly  with  prosthetic  technology.  Research  incorporated  the  single-subject  case  study  approach  -  widely  used  in  brain  injury  rehabilitation  -  with  studies  being  partial  replicates  for  grouping  data.  Results  have  been  significant  and  substantial,  with  an  increase  of  function  being  the  rule  rather  than  the  exception.  An  important  finding  is  that  our  evaluation  techniques  of  patient  abilities  tends  to  show  greater  abilities  than  show  in  clinical  testing  These  abilities  can  be  used  in  participatory  design  to  greatly  enhance  the  clinical  outcome.  Also,  the  impact  of  small  deficits  on  behavior  seems  to  be  significantly  greater  than  one  would  expect.  Resolving  or  bridging  small  deficits  can  have  considerable  behavioral  impact.', 'doi': '10.1145/274497.274502', 'url': 'https://doi.org/10.1145/274497.274502', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '1581130201', 'year': '1998', 'title': 'Computer-based cognitive prosthetics: assistive technology for the treatment of cognitive disabilities', 'author': 'Cole, Elliot and Dehdashti, Parto', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/274497.274502'}"
Toward the use of speech and natural language technology in intervention for a language-disordered population,10.1145/274497.274503,"We  describe  the  design  of  Simone  Says  an  interactive  soft-  ware  environment  for  language  remediation  that  brings  to-  gether  research  in  speech  recognition,  natural  language  pro-  cessing  and  computer-aided  instruction.  The  underlying  technology  for  the  implementation  and  the  system?s  even-  tual  evaluation  are  also  discussed.","{'series': ""Assets '98"", 'location': 'Marina del Rey, California, USA', 'numpages': '8', 'pages': '19–26', 'booktitle': 'Proceedings of the Third International ACM Conference on Assistive Technologies', 'abstract': 'We  describe  the  design  of  Simone  Says  an  interactive  soft-  ware  environment  for  language  remediation  that  brings  to-  gether  research  in  speech  recognition,  natural  language  pro-  cessing  and  computer-aided  instruction.  The  underlying  technology  for  the  implementation  and  the  system?s  even-  tual  evaluation  are  also  discussed.', 'doi': '10.1145/274497.274503', 'url': 'https://doi.org/10.1145/274497.274503', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '1581130201', 'year': '1998', 'title': 'Toward the use of speech and natural language technology in intervention for a language-disordered population', 'author': 'Lehman, Jill Fain', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/274497.274503'}"
Lessons from developing audio HTML interface,10.1145/274497.274504,"In this paper, we discuss the choice of specific sounds to use in an audio HTML interface, based on our previous research into developing principles for sound choice, called the AHA framework. AHA can be used along with the consideration of issues related to the target audience such as user tasks, goals, and interests to choose specific sounds for an interface. We describe two scenarios of potential users and interfaces that would seem to be appropriate for them.","{'series': ""Assets '98"", 'location': 'Marina del Rey, California, USA', 'keywords': 'HTML, WWW, audio interfaces, blind, human-computer interaction', 'numpages': '8', 'pages': '27–34', 'booktitle': 'Proceedings of the Third International ACM Conference on Assistive Technologies', 'abstract': 'In this paper, we discuss the choice of specific sounds to use in an audio HTML interface, based on our previous research into developing principles for sound choice, called the AHA framework. AHA can be used along with the consideration of issues related to the target audience such as user tasks, goals, and interests to choose specific sounds for an interface. We describe two scenarios of potential users and interfaces that would seem to be appropriate for them.', 'doi': '10.1145/274497.274504', 'url': 'https://doi.org/10.1145/274497.274504', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '1581130201', 'year': '1998', 'title': 'Lessons from developing audio HTML interface', 'author': 'James, Frankie', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/274497.274504'}"
The use of gestures in multimodal input,10.1145/274497.274505,"For users with motion impairments, the standard keyboard and mouse arrangement for computer access often presents problems. Other approaches have to be adopted to overcome this.In this paper, we will describe the development of a prototype multimodal input system based on two gestural input channels. Results from extensive user trials of this system are presented. These trials showed that the physical and cognitive loads on the user can quickly become excessive and detrimental to the interaction. Designers of multimodal input systems need to be aware of this and perform regular user trials to minimize the problem.","{'series': ""Assets '98"", 'location': 'Marina del Rey, California, USA', 'keywords': 'gesture recognition, multimodal input, user trials', 'numpages': '8', 'pages': '35–42', 'booktitle': 'Proceedings of the Third International ACM Conference on Assistive Technologies', 'abstract': 'For users with motion impairments, the standard keyboard and mouse arrangement for computer access often presents problems. Other approaches have to be adopted to overcome this.In this paper, we will describe the development of a prototype multimodal input system based on two gestural input channels. Results from extensive user trials of this system are presented. These trials showed that the physical and cognitive loads on the user can quickly become excessive and detrimental to the interaction. Designers of multimodal input systems need to be aware of this and perform regular user trials to minimize the problem.', 'doi': '10.1145/274497.274505', 'url': 'https://doi.org/10.1145/274497.274505', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '1581130201', 'year': '1998', 'title': 'The use of gestures in multimodal input', 'author': 'Keates, Simeon and Robinson, Peter', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/274497.274505'}"
VRML-based representations of ASL fingerspelling on the World Wide Web,10.1145/274497.274506,"Virtual  Reality  Modeling  Language  (VRML)  is  an  effective  tool  to  document  sign  language  on  the  World-Wide  Web.  In  this  paper,  we  present  techniques  to  enlarge  the  vocabulary  of  encoded  ASL  signs  in  VRML  2.0  for  educational  purposes.  In  order  to  prove  the  concept  of  gesture  making,  a  Web  site  is  presented  that  demonstrates  application  of  the  hand  model  to  fingerspell  the  ASL  manual  alphabet  and  numbers.","{'series': ""Assets '98"", 'location': 'Marina del Rey, California, USA', 'keywords': 'American Sign Language, Virtual Reality Modeling Language, World Wide Web, hand gestures', 'numpages': '3', 'pages': '43–45', 'booktitle': 'Proceedings of the Third International ACM Conference on Assistive Technologies', 'abstract': 'Virtual  Reality  Modeling  Language  (VRML)  is  an  effective  tool  to  document  sign  language  on  the  World-Wide  Web.  In  this  paper,  we  present  techniques  to  enlarge  the  vocabulary  of  encoded  ASL  signs  in  VRML  2.0  for  educational  purposes.  In  order  to  prove  the  concept  of  gesture  making,  a  Web  site  is  presented  that  demonstrates  application  of  the  hand  model  to  fingerspell  the  ASL  manual  alphabet  and  numbers.', 'doi': '10.1145/274497.274506', 'url': 'https://doi.org/10.1145/274497.274506', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '1581130201', 'year': '1998', 'title': 'VRML-based representations of ASL fingerspelling on the World Wide Web', 'author': 'Su, S. Augustine and Furuta, Richard K.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/274497.274506'}"
Programming for usability in nonvisual user interfaces,10.1145/274497.274507,Standard  software  engineering  methods  are  not  directly  applicable  to  nonvisual  user  inter-  faces  due  to  the  mismatch  of  user  interfaces  of  developers  and  users.  We  have  developed  tools  to  visualize  the  nonvisual  presentation  and  the  nonvisual  interaction.  This  requires  to  apply  software  interfaces  as  used  by  screen  readers  to  collect  data  about  widgets.,"{'series': ""Assets '98"", 'location': 'Marina del Rey, California, USA', 'keywords': 'evaluation, nonvisual user interfaces, software engineering', 'numpages': '3', 'pages': '46–48', 'booktitle': 'Proceedings of the Third International ACM Conference on Assistive Technologies', 'abstract': 'Standard  software  engineering  methods  are  not  directly  applicable  to  nonvisual  user  inter-  faces  due  to  the  mismatch  of  user  interfaces  of  developers  and  users.  We  have  developed  tools  to  visualize  the  nonvisual  presentation  and  the  nonvisual  interaction.  This  requires  to  apply  software  interfaces  as  used  by  screen  readers  to  collect  data  about  widgets.', 'doi': '10.1145/274497.274507', 'url': 'https://doi.org/10.1145/274497.274507', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '1581130201', 'year': '1998', 'title': 'Programming for usability in nonvisual user interfaces', 'author': 'Weber, Gerhard', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/274497.274507'}"
Expanded interactions: broadening human-centered computing,10.1145/274497.274508,"n this paper, we describe the preliminary results of an NSF sponsored invitational workshop entitled Expanded Interaction: Broadening Human-Centered Computing. The workshop brought together members of academia, industry and government, as well as individuals with disabilities to examine the commonalities and expansion of human-computer interaction and universal design. The underlying theme was to encourage a scientific understand of the diversity of human performance.","{'series': ""Assets '98"", 'location': 'Marina del Rey, California, USA', 'keywords': 'disabilities, human-centered computing, intermedia, multimodal, telecommunications, universal access', 'numpages': '2', 'pages': '49–50', 'booktitle': 'Proceedings of the Third International ACM Conference on Assistive Technologies', 'abstract': 'n this paper, we describe the preliminary results of an NSF sponsored invitational workshop entitled Expanded Interaction: Broadening Human-Centered Computing. The workshop brought together members of academia, industry and government, as well as individuals with disabilities to examine the commonalities and expansion of human-computer interaction and universal design. The underlying theme was to encourage a scientific understand of the diversity of human performance.', 'doi': '10.1145/274497.274508', 'url': 'https://doi.org/10.1145/274497.274508', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '1581130201', 'year': '1998', 'title': 'Expanded interactions: broadening human-centered computing', 'author': 'Foulds, Richard A. and Joyce, Arthur W.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/274497.274508'}"
Conversational gestures for direct manipulation on the audio desktop,10.1145/274497.274509,We describe the speech-enabling approach to building auditory interfaces that treat speech as a first-class modality. The process of designing effective auditory interfaces is decomposed into identifying the atomic actions that make up the user interaction and the conversational gestures that enable these actions. The auditory interface is then synthesized by mapping these conversational gestures to appropriate primitives in the auditory environment.We illustrate this process with a concrete example by developing an auditory interface to the visually intensive task of playing tetris. Playing Tetris is a fun activity that has many of the same demands as day-to-day activities on the electronic desktop. Speech-enabling Tetris thus not only provides a fun way to exercise ones geometric reasoning abilities - it provides useful lessons in speech-enabling commonplace computing tasks.,"{'series': ""Assets '98"", 'location': 'Marina del Rey, California, USA', 'numpages': '8', 'pages': '51–58', 'booktitle': 'Proceedings of the Third International ACM Conference on Assistive Technologies', 'abstract': 'We describe the speech-enabling approach to building auditory interfaces that treat speech as a first-class modality. The process of designing effective auditory interfaces is decomposed into identifying the atomic actions that make up the user interaction and the conversational gestures that enable these actions. The auditory interface is then synthesized by mapping these conversational gestures to appropriate primitives in the auditory environment.We illustrate this process with a concrete example by developing an auditory interface to the visually intensive task of playing tetris. Playing Tetris is a fun activity that has many of the same demands as day-to-day activities on the electronic desktop. Speech-enabling Tetris thus not only provides a fun way to exercise ones geometric reasoning abilities - it provides useful lessons in speech-enabling commonplace computing tasks.', 'doi': '10.1145/274497.274509', 'url': 'https://doi.org/10.1145/274497.274509', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '1581130201', 'year': '1998', 'title': 'Conversational gestures for direct manipulation on the audio desktop', 'author': 'Raman, T. V.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/274497.274509'}"
