Title,DOI,Abstract,BibTeX
Computing for humans,10.1145/2661334.2661428,"In his editorial on Computing for Humans, Vardi [1] discusses computing as being an ""instrument of the human mind,"" having the primary goal to enhance what we as humans are able to do. Nowhere is such a computing goal more evident than in the field of accessibility where we seek to create devices and software to serve people with extreme needs. In creating novel accessibility tools, research has advanced the state of the art in many areas from design of environmental spaces, to physical interfaces, to software aspects of computing.There are several cross-cutting issues that accessibility research can address. For example, there are issues of language and communication. Communication is fundamental to being human. People who have hearing loss, aphasia, cerebral palsy, autism, or dyslexia are among those who experience communication difficulties. How can we drive computing forward to provide solutions for these communication problems? Mobility and independence are other important issues. People with visual impairments, cognitive disability, or physical impairment often face difficulties in independent navigation. How can technology help?The needs of users can and should inform the agenda for new research in areas such as augmented memory, physical interactions, and human communication.","{'series': ""ASSETS '14"", 'location': 'Rochester, New York, USA', 'keywords': 'accessibility', 'numpages': '1', 'pages': '1', 'booktitle': 'Proceedings of the 16th International ACM SIGACCESS Conference on Computers \\&amp; Accessibility', 'abstract': 'In his editorial on Computing for Humans, Vardi [1] discusses computing as being an ""instrument of the human mind,"" having the primary goal to enhance what we as humans are able to do. Nowhere is such a computing goal more evident than in the field of accessibility where we seek to create devices and software to serve people with extreme needs. In creating novel accessibility tools, research has advanced the state of the art in many areas from design of environmental spaces, to physical interfaces, to software aspects of computing.There are several cross-cutting issues that accessibility research can address. For example, there are issues of language and communication. Communication is fundamental to being human. People who have hearing loss, aphasia, cerebral palsy, autism, or dyslexia are among those who experience communication difficulties. How can we drive computing forward to provide solutions for these communication problems? Mobility and independence are other important issues. People with visual impairments, cognitive disability, or physical impairment often face difficulties in independent navigation. How can technology help?The needs of users can and should inform the agenda for new research in areas such as augmented memory, physical interactions, and human communication.', 'doi': '10.1145/2661334.2661428', 'url': 'https://doi.org/10.1145/2661334.2661428', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450327206', 'year': '2014', 'title': 'Computing for humans', 'author': 'Hanson, Vicki L.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/2661334.2661428'}"
Session details: Independence,10.1145/3255192,Abstract not available,"{'series': ""ASSETS '14"", 'location': 'Rochester, New York, USA', 'booktitle': 'Proceedings of the 16th International ACM SIGACCESS Conference on Computers \\&amp; Accessibility', 'doi': '10.1145/3255192', 'url': 'https://doi.org/10.1145/3255192', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450327206', 'year': '2014', 'title': 'Session details: Independence', 'author': 'McCoy, Kathy', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3255192'}"
The blind driver challenge: steering using haptic cues,10.1145/2661334.2661357,"Loss of vision significantly impairs mobility, with blind individuals often relying on sighted individuals or public transportation to get around. Self-driving vehicles could significantly improve the mobility of blind people, but current legislation often requires a legal driver to be present in the vehicle who can take over in case of a malfunction. To enable blind people to eventually use a self-driving car independently, we present a steering interface that allows for steering a vehicle using haptic cues. User studies with six blind and sighted subjects identify what accuracy is required and possible using our interface to steer a vehicle on a track using a simulator. We investigate whether driving experience affects haptic steering performance and perform a qualitative study into the usability of our haptic steering interface.","{'series': ""ASSETS '14"", 'location': 'Rochester, New York, USA', 'keywords': 'haptics, mobility, steering., visual impairment', 'numpages': '8', 'pages': '3–10', 'booktitle': 'Proceedings of the 16th International ACM SIGACCESS Conference on Computers \\&amp; Accessibility', 'abstract': 'Loss of vision significantly impairs mobility, with blind individuals often relying on sighted individuals or public transportation to get around. Self-driving vehicles could significantly improve the mobility of blind people, but current legislation often requires a legal driver to be present in the vehicle who can take over in case of a malfunction. To enable blind people to eventually use a self-driving car independently, we present a steering interface that allows for steering a vehicle using haptic cues. User studies with six blind and sighted subjects identify what accuracy is required and possible using our interface to steer a vehicle on a track using a simulator. We investigate whether driving experience affects haptic steering performance and perform a qualitative study into the usability of our haptic steering interface.', 'doi': '10.1145/2661334.2661357', 'url': 'https://doi.org/10.1145/2661334.2661357', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450327206', 'year': '2014', 'title': 'The blind driver challenge: steering using haptic cues', 'author': 'Sucu, Burkay and Folmer, Eelke', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/2661334.2661357'}"
Where's my bus stop? supporting independence of blind transit riders with StopInfo,10.1145/2661334.2661378,"Locating bus stops, particularly in unfamiliar areas, can present challenges to people who are blind or low vision. At the same time, new information technology such as smart phones and mobile devices have enabled them to undertake a much greater range of activities with increased independence. We focus on the intersection of these issues. We developed and deployed StopInfo, a system for public transit riders that provides very detailed information about bus stops with the goal of helping riders find and verify bus stop locations. We augmented internal information from a major transit agency in the Seattle area with information entered by the community, primarily as they waited at these stops. Additionally, we conducted a five week field study with six blind and low vision participants to gauge usage patterns and determine values related to independent travel. We found that StopInfo was received positively and is generally usable. Furthermore, the system supports tenets of independence; participants took public transit trips that they might not have attempted otherwise. Lastly, an audit of bus stops in three Seattle neighborhoods found that information from both the transit agency and the community was accurate.","{'series': ""ASSETS '14"", 'location': 'Rochester, New York, USA', 'keywords': 'accessible transit stops, community-sourcing, crowdsourcing, public transit, tools for blind and low vision riders', 'numpages': '8', 'pages': '11–18', 'booktitle': 'Proceedings of the 16th International ACM SIGACCESS Conference on Computers \\&amp; Accessibility', 'abstract': 'Locating bus stops, particularly in unfamiliar areas, can present challenges to people who are blind or low vision. At the same time, new information technology such as smart phones and mobile devices have enabled them to undertake a much greater range of activities with increased independence. We focus on the intersection of these issues. We developed and deployed StopInfo, a system for public transit riders that provides very detailed information about bus stops with the goal of helping riders find and verify bus stop locations. We augmented internal information from a major transit agency in the Seattle area with information entered by the community, primarily as they waited at these stops. Additionally, we conducted a five week field study with six blind and low vision participants to gauge usage patterns and determine values related to independent travel. We found that StopInfo was received positively and is generally usable. Furthermore, the system supports tenets of independence; participants took public transit trips that they might not have attempted otherwise. Lastly, an audit of bus stops in three Seattle neighborhoods found that information from both the transit agency and the community was accurate.', 'doi': '10.1145/2661334.2661378', 'url': 'https://doi.org/10.1145/2661334.2661378', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450327206', 'year': '2014', 'title': ""Where's my bus stop? supporting independence of blind transit riders with StopInfo"", 'author': 'Campbell, Megan and Bennett, Cynthia and Bonnar, Caitlin and Borning, Alan', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/2661334.2661378'}"
Headlock: a wearable navigation aid that helps blind cane users traverse large open spaces,10.1145/2661334.2661453,"Traversing large open spaces is a challenging task for blind cane users, as such spaces are often devoid of tactile features that can be followed. Consequently, in such spaces cane users may veer from their intended paths. Wearable devices have great potential for assistive applications for users who are blind as they typically feature a camera and support hands and eye free interaction. We present HEADLOCK; a navigation aid for an optical head-mounted display that helps blind users traverse large open spaces by letting them lock onto a salient landmark across the space, such as a door, and then providing audio feedback to guide the user towards the landmark. A user study with 8 blind users evaluated the usability and effectiveness of two types of audio feedback (sonification and text-to-speech) for guiding a user across an open space to a doorway. Qualitative results are reported, which may inform the design of assistive wearable technology for users who are blind.","{'series': ""ASSETS '14"", 'location': 'Rochester, New York, USA', 'keywords': 'head-mounted display, mobility, navigation, sonification., veering, visual impairment, wearable computing', 'numpages': '8', 'pages': '19–26', 'booktitle': 'Proceedings of the 16th International ACM SIGACCESS Conference on Computers \\&amp; Accessibility', 'abstract': 'Traversing large open spaces is a challenging task for blind cane users, as such spaces are often devoid of tactile features that can be followed. Consequently, in such spaces cane users may veer from their intended paths. Wearable devices have great potential for assistive applications for users who are blind as they typically feature a camera and support hands and eye free interaction. We present HEADLOCK; a navigation aid for an optical head-mounted display that helps blind users traverse large open spaces by letting them lock onto a salient landmark across the space, such as a door, and then providing audio feedback to guide the user towards the landmark. A user study with 8 blind users evaluated the usability and effectiveness of two types of audio feedback (sonification and text-to-speech) for guiding a user across an open space to a doorway. Qualitative results are reported, which may inform the design of assistive wearable technology for users who are blind.', 'doi': '10.1145/2661334.2661453', 'url': 'https://doi.org/10.1145/2661334.2661453', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450327206', 'year': '2014', 'title': 'Headlock: a wearable navigation aid that helps blind cane users traverse large open spaces', 'author': 'Fiannaca, Alexander and Apostolopoulous, Ilias and Folmer, Eelke', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/2661334.2661453'}"
Technology to reduce social isolation and loneliness,10.1145/2661334.2661375,"Large numbers of individuals, many of them senior citizens, live in social isolation. This typically leads to loneliness, depression, and vulnerability, and subsequently to other negative health consequences. We report on research focused on understanding the communication needs of people in environments associated with social isolation and loneliness, and how technology facilitates social connection. Our work consists of successive iterations of field studies and technology prototype design, deployment, and analysis. Particular attention is paid to seniors in retirement communities and in long-term care settings (nursing homes). We present design implications for technology to enable seniors' social connections, the ""InTouch"" prototype that satisfies most of the implications, and a report on one older adult's experience of InTouch.","{'series': ""ASSETS '14"", 'location': 'Rochester, New York, USA', 'keywords': 'chronic pain, communications technology, field studies, loneliness, long-term care, prototypes, seniors, social isolation', 'numpages': '8', 'pages': '27–34', 'booktitle': 'Proceedings of the 16th International ACM SIGACCESS Conference on Computers \\&amp; Accessibility', 'abstract': 'Large numbers of individuals, many of them senior citizens, live in social isolation. This typically leads to loneliness, depression, and vulnerability, and subsequently to other negative health consequences. We report on research focused on understanding the communication needs of people in environments associated with social isolation and loneliness, and how technology facilitates social connection. Our work consists of successive iterations of field studies and technology prototype design, deployment, and analysis. Particular attention is paid to seniors in retirement communities and in long-term care settings (nursing homes). We present design implications for technology to enable seniors\' social connections, the ""InTouch"" prototype that satisfies most of the implications, and a report on one older adult\'s experience of InTouch.', 'doi': '10.1145/2661334.2661375', 'url': 'https://doi.org/10.1145/2661334.2661375', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450327206', 'year': '2014', 'title': 'Technology to reduce social isolation and loneliness', 'author': 'Baecker, Ron and Sellen, Kate and Crosskey, Sarah and Boscart, Veronique and Barbosa Neves, Barbara', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/2661334.2661375'}"
Session details: Practices and tools,10.1145/3255193,Abstract not available,"{'series': ""ASSETS '14"", 'location': 'Rochester, New York, USA', 'booktitle': 'Proceedings of the 16th International ACM SIGACCESS Conference on Computers \\&amp; Accessibility', 'doi': '10.1145/3255193', 'url': 'https://doi.org/10.1145/3255193', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450327206', 'year': '2014', 'title': 'Session details: Practices and tools', 'author': 'Hwang, Faustina', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3255193'}"
A large user pool for accessibility research with representative users,10.1145/2661334.2661361,"A critical element of accessibility research is the exploration and evaluation of ideas with representative users. However, it is often difficult to recruit these users, particularly in a timely manner. In this paper we report on the establishment of a large user pool created to facilitate accessibility research through recruiting sizeable numbers of older adults potentially interested in taking part in research studies about technology. Lessons learned from creating and maintaining this pool of individuals are reported.","{'series': ""ASSETS '14"", 'location': 'Rochester, New York, USA', 'keywords': 'research participation, user studies', 'numpages': '8', 'pages': '35–42', 'booktitle': 'Proceedings of the 16th International ACM SIGACCESS Conference on Computers \\&amp; Accessibility', 'abstract': 'A critical element of accessibility research is the exploration and evaluation of ideas with representative users. However, it is often difficult to recruit these users, particularly in a timely manner. In this paper we report on the establishment of a large user pool created to facilitate accessibility research through recruiting sizeable numbers of older adults potentially interested in taking part in research studies about technology. Lessons learned from creating and maintaining this pool of individuals are reported.', 'doi': '10.1145/2661334.2661361', 'url': 'https://doi.org/10.1145/2661334.2661361', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450327206', 'year': '2014', 'title': 'A large user pool for accessibility research with representative users', 'author': 'Dee, Marianne and Hanson, Vicki L.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/2661334.2661361'}"
"Verification of daily activities of older adults: a simple, non-intrusive, low-cost approach",10.1145/2661334.2661360,"This paper presents an approach to verifying the activities of daily living of older adults at their home. We verify activities, instead of inferring them, because our monitoring approach is driven by routines, initially sketched by users in their environment. Monitoring is supported by a lightweight sensor infrastructure, comprising non-intrusive, low-cost, wireless devices. Verification is performed by applying a simple formula to sensor log data, for each activity of interest. The result value determines whether an activity has been performed.We have conducted an experimental study to validate our approach. To do so, four participants have been monitored during five days at their home, equipped with sensors. When applied to the log data, our formulas were able to automatically verify that a list of activities were performed. They produced the same interpretations, using Signal Detection Theory, as a third party, manually analyzing the log data.","{'series': ""ASSETS '14"", 'location': 'Rochester, New York, USA', 'keywords': 'activities of daily living, activity recognition, older adults, pervasive computing, routines, sensors, signal detection theory, verification', 'numpages': '8', 'pages': '43–50', 'booktitle': 'Proceedings of the 16th International ACM SIGACCESS Conference on Computers \\&amp; Accessibility', 'abstract': 'This paper presents an approach to verifying the activities of daily living of older adults at their home. We verify activities, instead of inferring them, because our monitoring approach is driven by routines, initially sketched by users in their environment. Monitoring is supported by a lightweight sensor infrastructure, comprising non-intrusive, low-cost, wireless devices. Verification is performed by applying a simple formula to sensor log data, for each activity of interest. The result value determines whether an activity has been performed.We have conducted an experimental study to validate our approach. To do so, four participants have been monitored during five days at their home, equipped with sensors. When applied to the log data, our formulas were able to automatically verify that a list of activities were performed. They produced the same interpretations, using Signal Detection Theory, as a third party, manually analyzing the log data.', 'doi': '10.1145/2661334.2661360', 'url': 'https://doi.org/10.1145/2661334.2661360', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450327206', 'year': '2014', 'title': 'Verification of daily activities of older adults: a simple, non-intrusive, low-cost approach', 'author': 'Caroux, Lo\\""{\\i}c and Consel, Charles and Dupuy, Lucile and Sauz\\\'{e}on, H\\\'{e}l\\`{e}ne', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/2661334.2661360'}"
How companies engage customers around accessibility on social media,10.1145/2661334.2661355,"Social media offers a targeted way for mainstream technology companies to communicate with people with disabilities about the accessibility problems that they face. While companies have started to engage with users on social media about accessibility, they differ greatly in terms of their approach and how well they support the ways in which their users want to engage. In this paper, we describe current use patterns of six corporate accessibility teams and their users on Twitter, and present an analysis of these interactions. We find that while many users want to interact directly with companies about accessibility, companies prefer to redirect them to other channels and use Twitter for broadcast messages promoting their accessibility work instead. Our analysis demonstrates that users want to use social media to become part of the process of improving accessibility of mainstream technology, and suggests the extent to which a company is able to leverage this input depends greatly on how they choose to present themselves and interact on social media.","{'series': ""ASSETS '14"", 'location': 'Rochester, New York, USA', 'keywords': 'accessibility, corporations, social media, twitter', 'numpages': '8', 'pages': '51–58', 'booktitle': 'Proceedings of the 16th International ACM SIGACCESS Conference on Computers \\&amp; Accessibility', 'abstract': 'Social media offers a targeted way for mainstream technology companies to communicate with people with disabilities about the accessibility problems that they face. While companies have started to engage with users on social media about accessibility, they differ greatly in terms of their approach and how well they support the ways in which their users want to engage. In this paper, we describe current use patterns of six corporate accessibility teams and their users on Twitter, and present an analysis of these interactions. We find that while many users want to interact directly with companies about accessibility, companies prefer to redirect them to other channels and use Twitter for broadcast messages promoting their accessibility work instead. Our analysis demonstrates that users want to use social media to become part of the process of improving accessibility of mainstream technology, and suggests the extent to which a company is able to leverage this input depends greatly on how they choose to present themselves and interact on social media.', 'doi': '10.1145/2661334.2661355', 'url': 'https://doi.org/10.1145/2661334.2661355', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450327206', 'year': '2014', 'title': 'How companies engage customers around accessibility on social media', 'author': 'Brady, Erin and Bigham, Jeffrey P.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/2661334.2661355'}"
