Title,DOI,Abstract,BibTeX
A Journey in Accessibility: Digital-World to Real-World,10.1145/3663548.3698037,"Progress in accessibility technology has dramatically improved the quality of life for people with disabilities. The SIGACCESS community has played a crucial role in this progress since its establishment in the late 1990s. This community connect researchers and share, with the world, innovative ideas based on the latest science and technology. My journey with SIGACCESS began in 1998, inspired by the technical challenges encountered during the development of the world's first practical voice web browser, the “IBM Home Page Reader”. This work later received the SIGACCESS ASSETS Paper Impact Award in 2013. After more than a decade of research in digital accessibility, I shifted my focus to a daunting, unsolved challenge: enabling independent movement in urban environments for people with visual impairments—the challenge of real-world accessibility. In this address, I will give a brief overview of my research in digital accessibility, look at my work on an autonomous navigation robot, the “AI suitcase”, and note the importance of social acceptance to successfully implement such new technology. I will then address the tremendous potential we SIGACCESS members possess, to practically apply the latest science and technology research, thereby steadily improving the quality of life for all people.","{'series': ""ASSETS '24"", 'location': ""St. John's, NL, Canada"", 'keywords': 'Braille, Indoor Navigation, Navigation Robot, Visual Impairments, Web Accessibility', 'numpages': '1', 'articleno': '1', 'booktitle': 'Proceedings of the 26th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': ""Progress in accessibility technology has dramatically improved the quality of life for people with disabilities. The SIGACCESS community has played a crucial role in this progress since its establishment in the late 1990s. This community connect researchers and share, with the world, innovative ideas based on the latest science and technology. My journey with SIGACCESS began in 1998, inspired by the technical challenges encountered during the development of the world's first practical voice web browser, the “IBM Home Page Reader”. This work later received the SIGACCESS ASSETS Paper Impact Award in 2013. After more than a decade of research in digital accessibility, I shifted my focus to a daunting, unsolved challenge: enabling independent movement in urban environments for people with visual impairments—the challenge of real-world accessibility. In this address, I will give a brief overview of my research in digital accessibility, look at my work on an autonomous navigation robot, the “AI suitcase”, and note the importance of social acceptance to successfully implement such new technology. I will then address the tremendous potential we SIGACCESS members possess, to practically apply the latest science and technology research, thereby steadily improving the quality of life for all people."", 'doi': '10.1145/3663548.3698037', 'url': 'https://doi.org/10.1145/3663548.3698037', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9798400706776', 'year': '2024', 'title': 'A Journey in Accessibility: Digital-World to Real-World', 'author': 'Asakawa, Chieko', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3663548.3698037'}"
"""We Musicians Know How to Divide and Conquer"": Exploring Multimodal Interactions To Improve Music Reading and Memorization for Blind and Low Vision Learners",10.1145/3663548.3675604,"Despite the potential of multimodal assistive technologies (MATs) to convey visual information, such as music notation, to blind or low-vision (BLV) individuals, we do not fully understand how MATs can be used to improve music reading and memorization. Through ideation and co-design workshops, we explored how modalities, such as sound and vibration, can improve music reading and memorization through hands-free timely interactions and reminders. Our design workshops presented a unique opportunity for BLV musicians and learners to collaborate and actively engage in the research and design process informed by their individual perspectives and lived experiences. We classified the complex challenges of reading and memorizing music into intrinsic (related to the cognitive aspects of music understanding) and extraneous (pertaining to external factors such as interaction and access) complexities and found that specific modalities are well suited to tackle particular problems. We conclude by outlining design implications and future research directions aimed at developing MATs that holistically improve music learning for BLV people.","{'series': ""ASSETS '24"", 'location': ""St. John's, NL, Canada"", 'keywords': 'Blind and Low Vision Music Learning, Cognitive Load Theory, Multimodal Assistive Technologies, Music Reading and Memorization, Vibrotactile Feedback', 'numpages': '14', 'articleno': '2', 'booktitle': 'Proceedings of the 26th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Despite the potential of multimodal assistive technologies (MATs) to convey visual information, such as music notation, to blind or low-vision (BLV) individuals, we do not fully understand how MATs can be used to improve music reading and memorization. Through ideation and co-design workshops, we explored how modalities, such as sound and vibration, can improve music reading and memorization through hands-free timely interactions and reminders. Our design workshops presented a unique opportunity for BLV musicians and learners to collaborate and actively engage in the research and design process informed by their individual perspectives and lived experiences. We classified the complex challenges of reading and memorizing music into intrinsic (related to the cognitive aspects of music understanding) and extraneous (pertaining to external factors such as interaction and access) complexities and found that specific modalities are well suited to tackle particular problems. We conclude by outlining design implications and future research directions aimed at developing MATs that holistically improve music learning for BLV people.', 'doi': '10.1145/3663548.3675604', 'url': 'https://doi.org/10.1145/3663548.3675604', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9798400706776', 'year': '2024', 'title': '""We Musicians Know How to Divide and Conquer"": Exploring Multimodal Interactions To Improve Music Reading and Memorization for Blind and Low Vision Learners', 'author': 'Lu, Leon and Crispin, Chase and Girouard, Audrey', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3663548.3675604'}"
Engaging with Children's Artwork in Mixed Visual-Ability Families,10.1145/3663548.3675613,"We present two studies exploring how blind or low-vision (BLV) family members engage with their sighted children’s artwork, strategies to support understanding and interpretation, and the potential role of technology, such as AI, therein. Our first study involved 14 BLV individuals, and the second included five groups of BLV individuals with their children. Through semi-structured interviews with AI descriptions of children’s artwork and multi-sensory design probes, we found that BLV family members value artwork engagement as a bonding opportunity, preferring the child’s storytelling and interpretation over other nonvisual representations. Additionally, despite some inaccuracies, BLV family members felt that AI-generated descriptions could facilitate dialogue with their children and aid self-guided art discovery. We close with specific design considerations for supporting artwork engagement in mixed visual-ability families, including enabling artwork access through various methods, supporting children’s corrections of AI output, and distinctions in context vs. content and interpretation vs. description of children’s artwork.","{'series': ""ASSETS '24"", 'location': ""St. John's, NL, Canada"", 'keywords': 'AI, Accessibility, blind or low-vision, children’s artwork, mixed-ability families', 'numpages': '19', 'articleno': '3', 'booktitle': 'Proceedings of the 26th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'We present two studies exploring how blind or low-vision (BLV) family members engage with their sighted children’s artwork, strategies to support understanding and interpretation, and the potential role of technology, such as AI, therein. Our first study involved 14 BLV individuals, and the second included five groups of BLV individuals with their children. Through semi-structured interviews with AI descriptions of children’s artwork and multi-sensory design probes, we found that BLV family members value artwork engagement as a bonding opportunity, preferring the child’s storytelling and interpretation over other nonvisual representations. Additionally, despite some inaccuracies, BLV family members felt that AI-generated descriptions could facilitate dialogue with their children and aid self-guided art discovery. We close with specific design considerations for supporting artwork engagement in mixed visual-ability families, including enabling artwork access through various methods, supporting children’s corrections of AI output, and distinctions in context vs. content and interpretation vs. description of children’s artwork.', 'doi': '10.1145/3663548.3675613', 'url': 'https://doi.org/10.1145/3663548.3675613', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9798400706776', 'year': '2024', 'title': ""Engaging with Children's Artwork in Mixed Visual-Ability Families"", 'author': 'Chheda-Kothary, Arnavi and Wobbrock, Jacob O. and Froehlich, Jon E.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3663548.3675613'}"
Beadwork Bridge: Understanding and Exploring the Opportunities of Beadwork in Enriching School Education for Blind and Low Vision (BLV) People,10.1145/3663548.3675623,"Tactile perception is a crucial channel for education in individuals with blindness and low vision (BLV), and beadwork is a low-cost and widely adopted tool in their educational practices. In this paper, we aim to explore what the field of Human-Computer Interaction (HCI) can learn from beadwork practices in relation to educational somatic experiences and tangible interaction. To understand how beadwork practices are enacted, we conducted in-class observations, semi-structured interviews, and focus groups with BLV students and teachers. Our results suggest that beadwork is an effective tool to foster personal development (e.g., mathematical and creativity skills) and social engagement (e.g., career development). Based on our findings, we offer insights into how beadwork can serve as a cost-effective material for HCI, particularly in the context of embodied cognition and soma design. Finally, we propose how state-of-the-art technology could be integrated to optimize the overall process.","{'series': ""ASSETS '24"", 'location': ""St. John's, NL, Canada"", 'keywords': 'Blind and low vision, beadwork, embodiment cognition, school education, soma design, tactile materials', 'numpages': '14', 'articleno': '4', 'booktitle': 'Proceedings of the 26th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Tactile perception is a crucial channel for education in individuals with blindness and low vision (BLV), and beadwork is a low-cost and widely adopted tool in their educational practices. In this paper, we aim to explore what the field of Human-Computer Interaction (HCI) can learn from beadwork practices in relation to educational somatic experiences and tangible interaction. To understand how beadwork practices are enacted, we conducted in-class observations, semi-structured interviews, and focus groups with BLV students and teachers. Our results suggest that beadwork is an effective tool to foster personal development (e.g., mathematical and creativity skills) and social engagement (e.g., career development). Based on our findings, we offer insights into how beadwork can serve as a cost-effective material for HCI, particularly in the context of embodied cognition and soma design. Finally, we propose how state-of-the-art technology could be integrated to optimize the overall process.', 'doi': '10.1145/3663548.3675623', 'url': 'https://doi.org/10.1145/3663548.3675623', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9798400706776', 'year': '2024', 'title': 'Beadwork Bridge: Understanding and Exploring the Opportunities of Beadwork in Enriching School Education for Blind and Low Vision (BLV) People', 'author': 'Zhang, Shumeng and Lin, Weiyue and Li, Zisu and Jiang, Ruiqi and Liang, Chen and Fan, Mingming and Masu, Raul', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3663548.3675623'}"
Painting with Cameras and Drawing with Text: AI Use in Accessible Creativity,10.1145/3663548.3675644,"Generative AI (GAI) is proliferating, and among its many applications are to support creative work (e.g., generating text, images, music) and to enhance accessibility (e.g., captions of images and audio). As GAI evolves, creatives must consider how (or how not) to incorporate these tools into their practices. In this paper, we present interviews at the intersection of these applications. We learned from 10 creatives with disabilities who intentionally use and do not use GAI in and around their creative work. Their mediums ranged from audio engineering to leatherwork, and they collectively experienced a variety of disabilities, from sensory to motor to invisible disabilities. We share cross-cutting themes of their access hacks, how creative practice and access work become entangled, and their perspectives on how GAI should and should not fit into their workflows. In turn, we offer qualities of accessible creativity with responsible AI that can inform future research.","{'series': ""ASSETS '24"", 'location': ""St. John's, NL, Canada"", 'keywords': 'Accessibility, creativity, disability, generative AI, responsible AI', 'numpages': '19', 'articleno': '5', 'booktitle': 'Proceedings of the 26th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Generative AI (GAI) is proliferating, and among its many applications are to support creative work (e.g., generating text, images, music) and to enhance accessibility (e.g., captions of images and audio). As GAI evolves, creatives must consider how (or how not) to incorporate these tools into their practices. In this paper, we present interviews at the intersection of these applications. We learned from 10 creatives with disabilities who intentionally use and do not use GAI in and around their creative work. Their mediums ranged from audio engineering to leatherwork, and they collectively experienced a variety of disabilities, from sensory to motor to invisible disabilities. We share cross-cutting themes of their access hacks, how creative practice and access work become entangled, and their perspectives on how GAI should and should not fit into their workflows. In turn, we offer qualities of accessible creativity with responsible AI that can inform future research.', 'doi': '10.1145/3663548.3675644', 'url': 'https://doi.org/10.1145/3663548.3675644', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9798400706776', 'year': '2024', 'title': 'Painting with Cameras and Drawing with Text: AI Use in Accessible Creativity', 'author': 'Bennett, Cynthia L and Shelby, Renee and Rostamzadeh, Negar and Kane, Shaun K', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3663548.3675644'}"
Towards Accessible Musical Performances in Virtual Reality: Designing a Conceptual Framework for Omnidirectional Audio Descriptions,10.1145/3663548.3675618,"Our research focuses on making musical performance experience in virtual reality (VR) settings non-visually accessible for Blind and Low Vision (BLV) individuals by designing a conceptual framework for omnidirectional audio descriptions (AD). We address BLV users’ prevalent challenges in accessing effective AD during VR musical performances. Employing a two-phased interview methodology, we initially collected qualitative data about BLV AD users’ experiences, followed by gathering insights from BLV professionals who specialize in AD. This approach ensures that the developed solutions are both user-centric and practically feasible. The study devises strategies for three design concepts of omnidirectional AD (Spatial AD, View-dependent AD, and Explorative AD) tailored to different types of musical performances, which vary in their visual and auditory components. Each design concept offers unique benefits; collectively, they enhance accessibility and enjoyment for BLV audiences by addressing specific user needs. Key insights highlight the crucial role of flexibility and user control in AD implementation. Based on these insights, we propose a comprehensive conceptual framework to enhance musical experiences for BLV users within VR environments.","{'series': ""ASSETS '24"", 'location': ""St. John's, NL, Canada"", 'keywords': 'Accessibility, Audio Description, Blind and Low Vision Users, Musical Performances, Virtual Reality', 'numpages': '17', 'articleno': '6', 'booktitle': 'Proceedings of the 26th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Our research focuses on making musical performance experience in virtual reality (VR) settings non-visually accessible for Blind and Low Vision (BLV) individuals by designing a conceptual framework for omnidirectional audio descriptions (AD). We address BLV users’ prevalent challenges in accessing effective AD during VR musical performances. Employing a two-phased interview methodology, we initially collected qualitative data about BLV AD users’ experiences, followed by gathering insights from BLV professionals who specialize in AD. This approach ensures that the developed solutions are both user-centric and practically feasible. The study devises strategies for three design concepts of omnidirectional AD (Spatial AD, View-dependent AD, and Explorative AD) tailored to different types of musical performances, which vary in their visual and auditory components. Each design concept offers unique benefits; collectively, they enhance accessibility and enjoyment for BLV audiences by addressing specific user needs. Key insights highlight the crucial role of flexibility and user control in AD implementation. Based on these insights, we propose a comprehensive conceptual framework to enhance musical experiences for BLV users within VR environments.', 'doi': '10.1145/3663548.3675618', 'url': 'https://doi.org/10.1145/3663548.3675618', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9798400706776', 'year': '2024', 'title': 'Towards Accessible Musical Performances in Virtual Reality: Designing a Conceptual Framework for Omnidirectional Audio Descriptions', 'author': 'Dang, Khang and Burke, Grace and Korreshi, Hamdi and Lee, Sooyeon', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3663548.3675618'}"
I tried everything. Nothing works: Challenges and Creative Processes from Digital Artists with Upper Limb Motor Impairments,10.1145/3663548.3675654,"Digital artists with motor impairments in their upper limbs face considerable barriers to accessibility when using drawing tools. Our work aims to investigate the complex relationship between digital artists’ creative processes and their accessibility challenges. We conducted 15 interviews with artists who use input devices to make digital art, analyzing their accessibility challenges for producing digital artwork. We reviewed how effective the solutions are in diminishing the impact on their creative processes and identifying design opportunities for the research community. Using thematic analysis, we look at the challenges participants reported in their artistic production, including managing pain, discomfort, and injuries alongside workarounds. Secondly, the artists reported the complexities of managing internal and external perceptions. Lastly, the ways creative processes are impacted by the accessibility challenges and solutions related to their upper limb motor impairments. We discuss research directions which can better address the impact of accessibility challenges on creative processes, the balance of creative agency over tools, and design insights for more accessible artistic technologies.","{'series': ""ASSETS '24"", 'location': ""St. John's, NL, Canada"", 'keywords': 'Digital Artists, Disability Art, Graphic Input Devices, People with Disabilities, Upper Limb Motor Impairment', 'numpages': '17', 'articleno': '7', 'booktitle': 'Proceedings of the 26th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Digital artists with motor impairments in their upper limbs face considerable barriers to accessibility when using drawing tools. Our work aims to investigate the complex relationship between digital artists’ creative processes and their accessibility challenges. We conducted 15 interviews with artists who use input devices to make digital art, analyzing their accessibility challenges for producing digital artwork. We reviewed how effective the solutions are in diminishing the impact on their creative processes and identifying design opportunities for the research community. Using thematic analysis, we look at the challenges participants reported in their artistic production, including managing pain, discomfort, and injuries alongside workarounds. Secondly, the artists reported the complexities of managing internal and external perceptions. Lastly, the ways creative processes are impacted by the accessibility challenges and solutions related to their upper limb motor impairments. We discuss research directions which can better address the impact of accessibility challenges on creative processes, the balance of creative agency over tools, and design insights for more accessible artistic technologies.', 'doi': '10.1145/3663548.3675654', 'url': 'https://doi.org/10.1145/3663548.3675654', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9798400706776', 'year': '2024', 'title': 'I tried everything. Nothing works: Challenges and Creative Processes from Digital Artists with Upper Limb Motor Impairments', 'author': 'Cossovich, Rodolfo and Wu, Shanel and Girouard, Audrey', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3663548.3675654'}"
WheelPoser: Sparse-IMU Based Body Pose Estimation for Wheelchair Users,10.1145/3663548.3675638,"Despite researchers having extensively studied various ways to track body pose on-the-go, most prior work does not take into account wheelchair users, leading to poor tracking performance. Wheelchair users could greatly benefit from this pose information to prevent injuries, monitor their health, identify environmental accessibility barriers, and interact with gaming and VR experiences. In this work, we present WheelPoser, a real-time pose estimation system specifically designed for wheelchair users. Our system uses only four strategically placed IMUs on the user’s body and wheelchair, making it far more practical than prior systems using cameras and dense IMU arrays. WheelPoser is able to track a wheelchair user’s pose with a mean joint angle error of 14.30° and a mean joint position error of 6.74&nbsp;cm, more than three times better than similar systems using sparse IMUs. To train our system, we collect a novel WheelPoser-IMU dataset, consisting of 167 minutes of paired IMU sensor and motion capture data of people in wheelchairs, including wheelchair-specific motions such as propulsion and pressure relief. Finally, we explore the potential application space enabled by our system and discuss future opportunities. Open-source code, models, and dataset can be found here: https://github.com/axle-lab/WheelPoser.","{'series': ""ASSETS '24"", 'location': ""St. John's, NL, Canada"", 'keywords': 'Inertial Measurement Units, Motion Capture, Pose Estimation, Real-time, Wheelchair Users', 'numpages': '17', 'articleno': '8', 'booktitle': 'Proceedings of the 26th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Despite researchers having extensively studied various ways to track body pose on-the-go, most prior work does not take into account wheelchair users, leading to poor tracking performance. Wheelchair users could greatly benefit from this pose information to prevent injuries, monitor their health, identify environmental accessibility barriers, and interact with gaming and VR experiences. In this work, we present WheelPoser, a real-time pose estimation system specifically designed for wheelchair users. Our system uses only four strategically placed IMUs on the user’s body and wheelchair, making it far more practical than prior systems using cameras and dense IMU arrays. WheelPoser is able to track a wheelchair user’s pose with a mean joint angle error of 14.30° and a mean joint position error of 6.74&nbsp;cm, more than three times better than similar systems using sparse IMUs. To train our system, we collect a novel WheelPoser-IMU dataset, consisting of 167 minutes of paired IMU sensor and motion capture data of people in wheelchairs, including wheelchair-specific motions such as propulsion and pressure relief. Finally, we explore the potential application space enabled by our system and discuss future opportunities. Open-source code, models, and dataset can be found here: https://github.com/axle-lab/WheelPoser.', 'doi': '10.1145/3663548.3675638', 'url': 'https://doi.org/10.1145/3663548.3675638', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9798400706776', 'year': '2024', 'title': 'WheelPoser: Sparse-IMU Based Body Pose Estimation for Wheelchair Users', 'author': 'Li, Yunzhi and Mollyn, Vimal and Yuan, Kuang and Carrington, Patrick', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3663548.3675638'}"
"SeaHare: An omidirectional electric wheelchair integrating independent, remote and shared control modalities",10.1145/3663548.3675657,"Depending on one’s needs electric wheelchairs can feature different interfaces and driving paradigms with control handed to the user, a remote pilot, or shared. However, these systems have generally been implemented on separate wheelchairs, making comparison difficult. We present the design of an omnidirectional electric wheelchair that can be controlled using two sensing seats detecting changes in the centre of gravity. One of the sensing seats is used by the person on the wheelchair, whereas the other is used as a remote control by a second person. We explore the use of the wheelchair using different control paradigms (independent, remote, and shared) from both the wheelchair and the remote control seat with 5 dyads and 1 triad of participants, including wheelchair users and non. Results highlight key advantages and disadvantages of the SeaHare in different paradigms, with participants’ perceptions affected by their skills and lived experiences, and reflections on how different control modes might suit different scenarios.","{'series': ""ASSETS '24"", 'location': ""St. John's, NL, Canada"", 'keywords': 'Center of gravity, Collaboration, Control modes, Disability, Remote Control, Shared control, Wheelchair', 'numpages': '16', 'articleno': '9', 'booktitle': 'Proceedings of the 26th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Depending on one’s needs electric wheelchairs can feature different interfaces and driving paradigms with control handed to the user, a remote pilot, or shared. However, these systems have generally been implemented on separate wheelchairs, making comparison difficult. We present the design of an omnidirectional electric wheelchair that can be controlled using two sensing seats detecting changes in the centre of gravity. One of the sensing seats is used by the person on the wheelchair, whereas the other is used as a remote control by a second person. We explore the use of the wheelchair using different control paradigms (independent, remote, and shared) from both the wheelchair and the remote control seat with 5 dyads and 1 triad of participants, including wheelchair users and non. Results highlight key advantages and disadvantages of the SeaHare in different paradigms, with participants’ perceptions affected by their skills and lived experiences, and reflections on how different control modes might suit different scenarios.', 'doi': '10.1145/3663548.3675657', 'url': 'https://doi.org/10.1145/3663548.3675657', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9798400706776', 'year': '2024', 'title': 'SeaHare: An omidirectional electric wheelchair integrating independent, remote and shared control modalities', 'author': 'Barbareschi, Giulia and Ryoichi, Ando and Kawaguchi, Midori and Takeda, Minato and Minamizawa, Kouta', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3663548.3675657'}"
Co-Designing Programmable Fidgeting Experience with Swarm Robots for Adults with ADHD,10.1145/3663548.3675614,"Individuals with ADHD grapple with elevated stress levels, emotional regulation challenges, and difficulty sustaining focus. Fidgeting, a behavior traditionally frowned upon, has been shown to help people with ADHD in concentration, emotional and mental state management, and energy regulation. However, traditional fidgeting devices have limited fixed affordances providing cookie-cutter style fidgeting experience to all despite individual differences. Recognizing the uniqueness of individual fidgeting tendencies, we use small tabletop robots to provide a customizable fidgeting interaction experience and conduct co-design sessions with 16 adults diagnosed with ADHD to explore how they envision their fidgeting interactions being changed with these programmable robots. We examine core elements defining a successful fidgeting interaction with robots, assess the significance of customizability in these interactions and any common trends among participants, and investigate additional advantages that interactions with robots may offer. This research reveals nuanced preferences of adults with ADHD concerning robot-assisted fidgeting.","{'series': ""ASSETS '24"", 'location': ""St. John's, NL, Canada"", 'keywords': 'Adults with ADHD, Co-design, Programmable Fidgeting, Swarm Robots', 'numpages': '14', 'articleno': '10', 'booktitle': 'Proceedings of the 26th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Individuals with ADHD grapple with elevated stress levels, emotional regulation challenges, and difficulty sustaining focus. Fidgeting, a behavior traditionally frowned upon, has been shown to help people with ADHD in concentration, emotional and mental state management, and energy regulation. However, traditional fidgeting devices have limited fixed affordances providing cookie-cutter style fidgeting experience to all despite individual differences. Recognizing the uniqueness of individual fidgeting tendencies, we use small tabletop robots to provide a customizable fidgeting interaction experience and conduct co-design sessions with 16 adults diagnosed with ADHD to explore how they envision their fidgeting interactions being changed with these programmable robots. We examine core elements defining a successful fidgeting interaction with robots, assess the significance of customizability in these interactions and any common trends among participants, and investigate additional advantages that interactions with robots may offer. This research reveals nuanced preferences of adults with ADHD concerning robot-assisted fidgeting.', 'doi': '10.1145/3663548.3675614', 'url': 'https://doi.org/10.1145/3663548.3675614', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9798400706776', 'year': '2024', 'title': 'Co-Designing Programmable Fidgeting Experience with Swarm Robots for Adults with ADHD', 'author': 'Pulatova, Samira and Kim, Lawrence H', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3663548.3675614'}"
