Title,DOI,Abstract,BibTeX
Session details: Keynote,10.1145/3284374,Abstract not available,"{'series': ""ASSETS '18"", 'location': 'Galway, Ireland', 'booktitle': 'Proceedings of the 20th International ACM SIGACCESS Conference on Computers and Accessibility', 'doi': '10.1145/3284374', 'url': 'https://doi.org/10.1145/3284374', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450356503', 'year': '2018', 'title': 'Session details: Keynote', 'author': 'Ladner, Richard', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3284374'}"
Exploring Paths to a More Accessible Digital Future,10.1145/3234695.3243502,"Advances and proliferation of digital technologies have greatly expanded access to the information society for people with disabilities. Yet when considering which devices, applications, or cutting-edge immersive virtual environments to explore, people with disabilities must still take into account whether our needs will be fully supported. Despite considerable progress over the years, any time we consider educational programs, employment opportunities, online banking, electronic health care portals, artistic endeavors and entertainment options, we still must worry whether we will encounter barriers, and whether we will need to find extra time to address user interface and interoperability problems before addressing the tasks we had originally planned.","{'series': ""ASSETS '18"", 'location': 'Galway, Ireland', 'keywords': 'web, mobile, disabilities, accessibility, WAI, W3C', 'numpages': '2', 'pages': '1–2', 'booktitle': 'Proceedings of the 20th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Advances and proliferation of digital technologies have greatly expanded access to the information society for people with disabilities. Yet when considering which devices, applications, or cutting-edge immersive virtual environments to explore, people with disabilities must still take into account whether our needs will be fully supported. Despite considerable progress over the years, any time we consider educational programs, employment opportunities, online banking, electronic health care portals, artistic endeavors and entertainment options, we still must worry whether we will encounter barriers, and whether we will need to find extra time to address user interface and interoperability problems before addressing the tasks we had originally planned.', 'doi': '10.1145/3234695.3243502', 'url': 'https://doi.org/10.1145/3234695.3243502', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450356503', 'year': '2018', 'title': 'Exploring Paths to a More Accessible Digital Future', 'author': 'Brewer, Judy', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3234695.3243502'}"
Session details: Session 1: Interacting with the Real World,10.1145/3284375,Abstract not available,"{'series': ""ASSETS '18"", 'location': 'Galway, Ireland', 'booktitle': 'Proceedings of the 20th International ACM SIGACCESS Conference on Computers and Accessibility', 'doi': '10.1145/3284375', 'url': 'https://doi.org/10.1145/3284375', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450356503', 'year': '2018', 'title': 'Session details: Session 1: Interacting with the Real World', 'author': 'Guerreiro, Jo\\~{a}o', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3284375'}"
Investigating Cursor-based Interactions to Support Non-Visual Exploration in the Real World,10.1145/3234695.3236339,"The human visual system processes complex scenes to focus attention on relevant items. However, blind people cannot visually skim for an area of interest. Instead, they use a combination of contextual information, knowledge of the spatial layout of their environment, and interactive scanning to find and attend to specific items. In this paper, we define and compare three cursor-based interactions to help blind people attend to items in a complex visual scene: window cursor (move their phone to scan), finger cursor (point their finger to read), and touch cursor (drag their finger on the touchscreen to explore). We conducted a user study with 12 participants to evaluate the three techniques on four tasks, and found that: window cursor worked well for locating objects on large surfaces, finger cursor worked well for accessing control panels, and touch cursor worked well for helping users understand spatial layouts. A combination of multiple techniques will likely be best for supporting a variety of everyday tasks for blind users.","{'series': ""ASSETS '18"", 'location': 'Galway, Ireland', 'keywords': 'visually impaired, non-visual exploration, mobile devices, interaction, cursor, computer vision, blind, accessibility', 'numpages': '12', 'pages': '3–14', 'booktitle': 'Proceedings of the 20th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'The human visual system processes complex scenes to focus attention on relevant items. However, blind people cannot visually skim for an area of interest. Instead, they use a combination of contextual information, knowledge of the spatial layout of their environment, and interactive scanning to find and attend to specific items. In this paper, we define and compare three cursor-based interactions to help blind people attend to items in a complex visual scene: window cursor (move their phone to scan), finger cursor (point their finger to read), and touch cursor (drag their finger on the touchscreen to explore). We conducted a user study with 12 participants to evaluate the three techniques on four tasks, and found that: window cursor worked well for locating objects on large surfaces, finger cursor worked well for accessing control panels, and touch cursor worked well for helping users understand spatial layouts. A combination of multiple techniques will likely be best for supporting a variety of everyday tasks for blind users.', 'doi': '10.1145/3234695.3236339', 'url': 'https://doi.org/10.1145/3234695.3236339', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450356503', 'year': '2018', 'title': 'Investigating Cursor-based Interactions to Support Non-Visual Exploration in the Real World', 'author': 'Guo, Anhong and McVea, Saige and Wang, Xu and Clary, Patrick and Goldman, Ken and Li, Yang and Zhong, Yu and Bigham, Jeffrey P.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3234695.3236339'}"
"What My Eyes Can't See, A Robot Can Show Me: Exploring the Collaboration Between Blind People and Robots",10.1145/3234695.3239330,"Blind people rely on sighted peers and different assistive technologies to accomplish everyday tasks. In this paper, we explore how assistive robots can go beyond information-giving assistive technologies (e.g., screen readers) by physically collaborating with blind people. We first conducted a set of focus groups to assess how blind people perceive and envision robots. Results showed that, albeit having stereotypical concerns, participants conceive the integration of assistive robots in a broad range of everyday life scenarios and are welcoming of this type of technology. In a second study, we asked blind participants to collaborate with two versions of a robot in a Tangram assembly task: one robot would only provide static verbal instructions whereas the other would physically collaborate with participants and adjust the feedback to their performance. Results showed that active collaboration had a major influence on the successful performance of the task. Participants also reported higher perceived warmth, competence and usefulness when interacting with the physically assistive robot. Overall, we provide preliminary results on the usefulness of assistive robots and the possible role these can hold in fostering a higher degree of autonomy for blind people.","{'series': ""ASSETS '18"", 'location': 'Galway, Ireland', 'keywords': 'human-robot interaction, collaboration, blind people', 'numpages': '13', 'pages': '15–27', 'booktitle': 'Proceedings of the 20th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Blind people rely on sighted peers and different assistive technologies to accomplish everyday tasks. In this paper, we explore how assistive robots can go beyond information-giving assistive technologies (e.g., screen readers) by physically collaborating with blind people. We first conducted a set of focus groups to assess how blind people perceive and envision robots. Results showed that, albeit having stereotypical concerns, participants conceive the integration of assistive robots in a broad range of everyday life scenarios and are welcoming of this type of technology. In a second study, we asked blind participants to collaborate with two versions of a robot in a Tangram assembly task: one robot would only provide static verbal instructions whereas the other would physically collaborate with participants and adjust the feedback to their performance. Results showed that active collaboration had a major influence on the successful performance of the task. Participants also reported higher perceived warmth, competence and usefulness when interacting with the physically assistive robot. Overall, we provide preliminary results on the usefulness of assistive robots and the possible role these can hold in fostering a higher degree of autonomy for blind people.', 'doi': '10.1145/3234695.3239330', 'url': 'https://doi.org/10.1145/3234695.3239330', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450356503', 'year': '2018', 'title': ""What My Eyes Can't See, A Robot Can Show Me: Exploring the Collaboration Between Blind People and Robots"", 'author': ""Bonani, Mayara and Oliveira, Raquel and Correia, Filipa and Rodrigues, Andr\\'{e} and Guerreiro, Tiago and Paiva, Ana"", 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3234695.3239330'}"
Design of an Augmented Reality Magnification Aid for Low Vision Users,10.1145/3234695.3236361,"Augmented reality (AR) systems that enhance visual capabilities could make text and other fine details more accessible for low vision users, improving independence and quality of life. Prior work has begun to investigate the potential of assistive AR, but recent advancements enable new AR visualizations and interactions not yet explored in the context of assistive technology. In this paper, we follow an iterative design process with feedback and suggestions from seven visually impaired participants, designing and testing AR magnification ideas using the Microsoft HoloLens. Participants identified several advantages to the concept of head-worn magnification (e.g., portability, privacy, ready availability), and to our AR designs in particular (e.g., a more natural reading experience and the ability to multitask). We discuss the strengths and weaknesses of this AR magnification approach and summarize lessons learned throughout the process.","{'series': ""ASSETS '18"", 'location': 'Galway, Ireland', 'keywords': 'wearables, visual impairment, magnification, low vision, augmented reality, assistive technology', 'numpages': '12', 'pages': '28–39', 'booktitle': 'Proceedings of the 20th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Augmented reality (AR) systems that enhance visual capabilities could make text and other fine details more accessible for low vision users, improving independence and quality of life. Prior work has begun to investigate the potential of assistive AR, but recent advancements enable new AR visualizations and interactions not yet explored in the context of assistive technology. In this paper, we follow an iterative design process with feedback and suggestions from seven visually impaired participants, designing and testing AR magnification ideas using the Microsoft HoloLens. Participants identified several advantages to the concept of head-worn magnification (e.g., portability, privacy, ready availability), and to our AR designs in particular (e.g., a more natural reading experience and the ability to multitask). We discuss the strengths and weaknesses of this AR magnification approach and summarize lessons learned throughout the process.', 'doi': '10.1145/3234695.3236361', 'url': 'https://doi.org/10.1145/3234695.3236361', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450356503', 'year': '2018', 'title': 'Design of an Augmented Reality Magnification Aid for Low Vision Users', 'author': 'Stearns, Lee and Findlater, Leah and Froehlich, Jon E.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3234695.3236361'}"
HoloLearn: Wearable Mixed Reality for People with Neurodevelopmental Disorders (NDD),10.1145/3234695.3236351,"Our research explores the potential of wearable Mixed Reality (MR) for people with Neuro-Developmental Disorders (NDD). The paper presents HoloLearn, a MR application designed in cooperation with NDD experts and implemented using HoloLens technology. The goal of HoloLearn is to help people with NDD learn how to perform simple everyday tasks in domestic environments and improve autonomy. An original feature of the system is the presence of a virtual assistant devoted to capture the user's attention and to give her/him hints during task execution in the MR environment. We performed an exploratory study involving 20 subjects with NDD to investigate the acceptability and usability of HoloLearn and its potential as a therapeutic tool. HoloLearn was well-accepted by the participants and the activities in the MR space were perceived as enjoyable, despite some usability problems associated to HoloLens interaction mechanism. More extensive and long term empirical research is needed to validate these early results, but our study suggests that HoloLearn could be adopted as a complement to more traditional interventions. Our work, and the lessons we learned, may help designers and developers of future MR applications devoted to people with NDD and to other people with similar needs.","{'series': ""ASSETS '18"", 'location': 'Galway, Ireland', 'keywords': 'virtual assistant, neuro-developmental disorders, mixed reality, hololens, holograms, augmented reality', 'numpages': '12', 'pages': '40–51', 'booktitle': 'Proceedings of the 20th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': ""Our research explores the potential of wearable Mixed Reality (MR) for people with Neuro-Developmental Disorders (NDD). The paper presents HoloLearn, a MR application designed in cooperation with NDD experts and implemented using HoloLens technology. The goal of HoloLearn is to help people with NDD learn how to perform simple everyday tasks in domestic environments and improve autonomy. An original feature of the system is the presence of a virtual assistant devoted to capture the user's attention and to give her/him hints during task execution in the MR environment. We performed an exploratory study involving 20 subjects with NDD to investigate the acceptability and usability of HoloLearn and its potential as a therapeutic tool. HoloLearn was well-accepted by the participants and the activities in the MR space were perceived as enjoyable, despite some usability problems associated to HoloLens interaction mechanism. More extensive and long term empirical research is needed to validate these early results, but our study suggests that HoloLearn could be adopted as a complement to more traditional interventions. Our work, and the lessons we learned, may help designers and developers of future MR applications devoted to people with NDD and to other people with similar needs."", 'doi': '10.1145/3234695.3236351', 'url': 'https://doi.org/10.1145/3234695.3236351', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450356503', 'year': '2018', 'title': 'HoloLearn: Wearable Mixed Reality for People with Neurodevelopmental Disorders (NDD)', 'author': 'Aruanno, Beatrice and Garzotto, Franca and Torelli, Emanuele and Vona, Francesco', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3234695.3236351'}"
Improving the Academic Inclusion of a Student with Special Needs at University Bordeaux,10.1145/3234695.3241482,"Recently, there has been a sharp increase in the number of students with disabilities (SWDs) enrolled in universities. Unfortunately SWDs still struggle to attain the same level of education as non-disabled students. This paper presents a collaborative approach between members of the student support service, researchers and a special needs student in order to improve his access to and participation in university education. We performed a person-technology match and analyzed different existing technologies. Then, we designed and printed a keyguard, keyboard stand and mobile armrest which allowed him to almost double his text entry speed on a computer. We hope that our experience will inspire other universities to better address the needs of students with disabilities.","{'series': ""ASSETS '18"", 'location': 'Galway, Ireland', 'keywords': 'text entry, students with disabilities, diy, accessibility, 3d-printing', 'numpages': '5', 'pages': '52–56', 'booktitle': 'Proceedings of the 20th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Recently, there has been a sharp increase in the number of students with disabilities (SWDs) enrolled in universities. Unfortunately SWDs still struggle to attain the same level of education as non-disabled students. This paper presents a collaborative approach between members of the student support service, researchers and a special needs student in order to improve his access to and participation in university education. We performed a person-technology match and analyzed different existing technologies. Then, we designed and printed a keyguard, keyboard stand and mobile armrest which allowed him to almost double his text entry speed on a computer. We hope that our experience will inspire other universities to better address the needs of students with disabilities.', 'doi': '10.1145/3234695.3241482', 'url': 'https://doi.org/10.1145/3234695.3241482', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450356503', 'year': '2018', 'title': 'Improving the Academic Inclusion of a Student with Special Needs at University Bordeaux', 'author': ""Kelway, John J. and Brock, Anke M. and Guitton, Pascal and Millet, Aur\\'{e}lie and Nakata, Yasushi"", 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3234695.3241482'}"
Session details: Session 2: Supporting Speech,10.1145/3284376,Abstract not available,"{'series': ""ASSETS '18"", 'location': 'Galway, Ireland', 'booktitle': 'Proceedings of the 20th International ACM SIGACCESS Conference on Computers and Accessibility', 'doi': '10.1145/3284376', 'url': 'https://doi.org/10.1145/3284376', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450356503', 'year': '2018', 'title': 'Session details: Session 2: Supporting Speech', 'author': 'Brewer, Robin', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3284376'}"
Towards More Robust Speech Interactions for Deaf and Hard of Hearing Users,10.1145/3234695.3236343,"Mobile, wearable, and other ubiquitous computing devices are increasingly creating a context in which conventional keyboard and screen-based inputs are being replaced in favor of more natural speech-based interactions. Digital personal assistants use speech to control a wide range of functionality, from environmental controls to information access. However, many deaf and hard-of-hearing users have speech patterns that vary from those of hearing users due to incomplete acoustic feedback from their own voices. Because automatic speech recognition (ASR) systems are largely trained using speech from hearing individuals, speech-controlled technologies are typically inaccessible to deaf users. Prior work has focused on providing deaf users access to aural output via real-time captioning or signing, but little has been done to improve users' ability to provide input to these systems' speech-based interfaces. Further, the vocalization patterns of deaf speech often make accurate recognition intractable for both automated systems and human listeners, making traditional approaches to mitigate ASR limitations, such as human captionists, less effective. To bridge this accessibility gap, we investigate the limitations of common speech recognition approaches and techniques---both automatic and human-powered---when applied to deaf speech. We then explore the effectiveness of an iterative crowdsourcing workflow, and characterize the potential for groups to collectively exceed the performance of individuals. This paper contributes a better understanding of the challenges of deaf speech recognition and provides insights for future system development in this space.","{'series': ""ASSETS '18"", 'location': 'Galway, Ireland', 'keywords': 'human computation, deaf speech, deaf and hard-of-hearing, automatic speech recognition, accessibility', 'numpages': '11', 'pages': '57–67', 'booktitle': 'Proceedings of the 20th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': ""Mobile, wearable, and other ubiquitous computing devices are increasingly creating a context in which conventional keyboard and screen-based inputs are being replaced in favor of more natural speech-based interactions. Digital personal assistants use speech to control a wide range of functionality, from environmental controls to information access. However, many deaf and hard-of-hearing users have speech patterns that vary from those of hearing users due to incomplete acoustic feedback from their own voices. Because automatic speech recognition (ASR) systems are largely trained using speech from hearing individuals, speech-controlled technologies are typically inaccessible to deaf users. Prior work has focused on providing deaf users access to aural output via real-time captioning or signing, but little has been done to improve users' ability to provide input to these systems' speech-based interfaces. Further, the vocalization patterns of deaf speech often make accurate recognition intractable for both automated systems and human listeners, making traditional approaches to mitigate ASR limitations, such as human captionists, less effective. To bridge this accessibility gap, we investigate the limitations of common speech recognition approaches and techniques---both automatic and human-powered---when applied to deaf speech. We then explore the effectiveness of an iterative crowdsourcing workflow, and characterize the potential for groups to collectively exceed the performance of individuals. This paper contributes a better understanding of the challenges of deaf speech recognition and provides insights for future system development in this space."", 'doi': '10.1145/3234695.3236343', 'url': 'https://doi.org/10.1145/3234695.3236343', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450356503', 'year': '2018', 'title': 'Towards More Robust Speech Interactions for Deaf and Hard of Hearing Users', 'author': 'Fok, Raymond and Kaur, Harmanpreet and Palani, Skanda and Mott, Martez E. and Lasecki, Walter S.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3234695.3236343'}"
