Title,DOI,Abstract,BibTeX
Pattern recognition and synthesis for sign language translation system,10.1145/191028.191030,"Sign language is one means of communication for hearing-impaired people. Words and sentences in sign language are mainly represented by hands' gestures. In this report, we show a sign language translation system which we are developing. The system translates Japanese sign language into Japanese and vice versa. In this system, hand shape and position data are inputted using DataGlove. Inputted hand motions are recognized and translated into Japanese sentences. Japanese text is translated into sign language represented as 3-D computer-graphic animation of sign language gestures.","{'series': ""Assets '94"", 'location': 'Marina Del Rey, California, USA', 'numpages': '8', 'pages': '1–8', 'booktitle': 'Proceedings of the First Annual ACM Conference on Assistive Technologies', 'abstract': ""Sign language is one means of communication for hearing-impaired people. Words and sentences in sign language are mainly represented by hands' gestures. In this report, we show a sign language translation system which we are developing. The system translates Japanese sign language into Japanese and vice versa. In this system, hand shape and position data are inputted using DataGlove. Inputted hand motions are recognized and translated into Japanese sentences. Japanese text is translated into sign language represented as 3-D computer-graphic animation of sign language gestures."", 'doi': '10.1145/191028.191030', 'url': 'https://doi.org/10.1145/191028.191030', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '0897916492', 'year': '1994', 'title': 'Pattern recognition and synthesis for sign language translation system', 'author': 'Ohki, M. and Sagawa, H. and Sakiyama, T. and Oohira, E. and Ikeda, H. and Fujisawa, H.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/191028.191030'}"
Multimedia dictionary of American Sign Language,10.1145/191028.191031,"The Multimedia Dictionary of American Sign Language (MM-DASL) is a Macintosh application designed to function as a bilingual (ASL-English) dictionary. It presents ASL signs in full-motion digital video using Apple's QuickTime technology. Major functions of the application include the capability to search for ASL signs by entering English words; the capability to search for ASL signs directly (by specifying formational features); and the capability to perform fuzzy searching (in both ASL and English search modes). For each ASL lexical entry, the dictionary contains definitions of the sign, grammatical information, usage notes, successful English translations, and other information. In addition to serving as the core engine for the MM-DASL, the application is capable of being localized to any signed language, thus allowing researchers and developers in other countries to use the MM-DASL to develop their own signed language dictionaries.","{'series': ""Assets '94"", 'location': 'Marina Del Rey, California, USA', 'numpages': '8', 'pages': '9–16', 'booktitle': 'Proceedings of the First Annual ACM Conference on Assistive Technologies', 'abstract': ""The Multimedia Dictionary of American Sign Language (MM-DASL) is a Macintosh application designed to function as a bilingual (ASL-English) dictionary. It presents ASL signs in full-motion digital video using Apple's QuickTime technology. Major functions of the application include the capability to search for ASL signs by entering English words; the capability to search for ASL signs directly (by specifying formational features); and the capability to perform fuzzy searching (in both ASL and English search modes). For each ASL lexical entry, the dictionary contains definitions of the sign, grammatical information, usage notes, successful English translations, and other information. In addition to serving as the core engine for the MM-DASL, the application is capable of being localized to any signed language, thus allowing researchers and developers in other countries to use the MM-DASL to develop their own signed language dictionaries."", 'doi': '10.1145/191028.191031', 'url': 'https://doi.org/10.1145/191028.191031', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '0897916492', 'year': '1994', 'title': 'Multimedia dictionary of American Sign Language', 'author': 'Wilcox, S. and Scheibman, J. and Wood, D. and Cokely, D. and Stokoe, W. C.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/191028.191031'}"
A system for teaching speech to profoundly deaf children using synthesized acoustic and articulatory patterns,10.1145/191028.191032,"This paper describes a computer assisted method of teaching profoundly deaf children to speak, which employs the unique feature of an integrated text-to-speech system (TTS). Our earlier speech training system presented a series of speech parameters, derived from articulatory instruments and acoustic analysis, in a visual form. In that system, teacher's speech is input to the system and used as a model for the children to follow, and the children's speech is monitored to provide feedback. As with other computer-aided speech training systems (e.g. [2]), the teacher-assisted trainer is limited by the time students have with speech teachers. Several computer-based systems for providing information as to the desired acoustic and articulatory patterns and feedback showing what the  children are doing already exist. In our system, we have developed an articulatory component which synthesizes tongue-palate contact patterns for the children to follow.","{'series': ""Assets '94"", 'location': 'Marina Del Rey, California, USA', 'numpages': '6', 'pages': '17–22', 'booktitle': 'Proceedings of the First Annual ACM Conference on Assistive Technologies', 'abstract': ""This paper describes a computer assisted method of teaching profoundly deaf children to speak, which employs the unique feature of an integrated text-to-speech system (TTS). Our earlier speech training system presented a series of speech parameters, derived from articulatory instruments and acoustic analysis, in a visual form. In that system, teacher's speech is input to the system and used as a model for the children to follow, and the children's speech is monitored to provide feedback. As with other computer-aided speech training systems (e.g. [2]), the teacher-assisted trainer is limited by the time students have with speech teachers. Several computer-based systems for providing information as to the desired acoustic and articulatory patterns and feedback showing what the  children are doing already exist. In our system, we have developed an articulatory component which synthesizes tongue-palate contact patterns for the children to follow."", 'doi': '10.1145/191028.191032', 'url': 'https://doi.org/10.1145/191028.191032', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '0897916492', 'year': '1994', 'title': 'A system for teaching speech to profoundly deaf children using synthesized acoustic and articulatory patterns', 'author': 'Keate, E. and Javkin, H. and Antonanzas-Barroso, N. and Zou, R.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/191028.191032'}"
Iconic language design for people with significant speech and multiple impairments,10.1145/191028.191035,"We present an approach of iconic language design for people with significant speech and multiple impairments (SSMI), based upon the theory of Icon Algebra and the theory of Conceptual Dependency (CD) to derive the meaning of iconic sentences. An interactive design environment based upon this methodology is described.","{'series': ""Assets '94"", 'location': 'Marina Del Rey, California, USA', 'numpages': '8', 'pages': '23–30', 'booktitle': 'Proceedings of the First Annual ACM Conference on Assistive Technologies', 'abstract': 'We present an approach of iconic language design for people with significant speech and multiple impairments (SSMI), based upon the theory of Icon Algebra and the theory of Conceptual Dependency (CD) to derive the meaning of iconic sentences. An interactive design environment based upon this methodology is described.', 'doi': '10.1145/191028.191035', 'url': 'https://doi.org/10.1145/191028.191035', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '0897916492', 'year': '1994', 'title': 'Iconic language design for people with significant speech and multiple impairments', 'author': 'Albacete, P. L. and Chang, S.-K. and Polese, G. and Baker, B.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/191028.191035'}"
The application of spatialization and spatial metaphor to augmentative and alternative communication,10.1145/191028.191036,"The University of Delaware and the University of Dundee are collaborating on a project that is investigating the application of spatialization and spatial metaphors to interfaces for Augmentative and Alternative Communication. This paper outlines the project's motivation, goals, and methodological considerations. It presents a number of design principles obtained from a review of the HCI literature. Finally, it describes progress on the demonstration of this approach. This application called VAL provides a computer-based word board that retains spatial equivalence to the user's paper-based system. It also allows the user to access an extended lexicon through an interface to the WordNet lexical database.","{'series': ""Assets '94"", 'location': 'Marina Del Rey, California, USA', 'numpages': '8', 'pages': '31–38', 'booktitle': 'Proceedings of the First Annual ACM Conference on Assistive Technologies', 'abstract': ""The University of Delaware and the University of Dundee are collaborating on a project that is investigating the application of spatialization and spatial metaphors to interfaces for Augmentative and Alternative Communication. This paper outlines the project's motivation, goals, and methodological considerations. It presents a number of design principles obtained from a review of the HCI literature. Finally, it describes progress on the demonstration of this approach. This application called VAL provides a computer-based word board that retains spatial equivalence to the user's paper-based system. It also allows the user to access an extended lexicon through an interface to the WordNet lexical database."", 'doi': '10.1145/191028.191036', 'url': 'https://doi.org/10.1145/191028.191036', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '0897916492', 'year': '1994', 'title': 'The application of spatialization and spatial metaphor to augmentative and alternative communication', 'author': 'Demasco, P. and Newell, A. F. and Arnott, J. L.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/191028.191036'}"
Screen reader/2: access to OS/2 and the graphical user interface,10.1145/191028.191039,"Screen Reader/2 is IBM's access system for OS/2, providing blind users access to the graphical user interface (GUI) of Presentation Manager, to Windows programs running under OS/2, and to text mode DOS and OS/2 programs. Screen Reader/2 is a completely redesigned and rewritten follow-on to IBM's Screen Reader Version 1.2 for DOS.There has been considerable discussion about the technical challenges, difficulties, and inherent obstacles presented by the GUI. Not enough time and energy has been devoted to the successes in GUI access, in part because the developers of GUI access software have had their hands full trying to solve very difficult problems.This paper will describe how IBM Screen Reader makes the GUI accessible.","{'series': ""Assets '94"", 'location': 'Marina Del Rey, California, USA', 'numpages': '8', 'pages': '39–46', 'booktitle': 'Proceedings of the First Annual ACM Conference on Assistive Technologies', 'abstract': ""Screen Reader/2 is IBM's access system for OS/2, providing blind users access to the graphical user interface (GUI) of Presentation Manager, to Windows programs running under OS/2, and to text mode DOS and OS/2 programs. Screen Reader/2 is a completely redesigned and rewritten follow-on to IBM's Screen Reader Version 1.2 for DOS.There has been considerable discussion about the technical challenges, difficulties, and inherent obstacles presented by the GUI. Not enough time and energy has been devoted to the successes in GUI access, in part because the developers of GUI access software have had their hands full trying to solve very difficult problems.This paper will describe how IBM Screen Reader makes the GUI accessible."", 'doi': '10.1145/191028.191039', 'url': 'https://doi.org/10.1145/191028.191039', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '0897916492', 'year': '1994', 'title': 'Screen reader/2: access to OS/2 and the graphical user interface', 'author': 'Thatcher, J.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/191028.191039'}"
Providing access to graphical user interfaces—not graphical screens,10.1145/191028.191041,Abstract not available,"{'series': ""Assets '94"", 'location': 'Marina Del Rey, California, USA', 'numpages': '8', 'pages': '47–54', 'booktitle': 'Proceedings of the First Annual ACM Conference on Assistive Technologies', 'doi': '10.1145/191028.191041', 'url': 'https://doi.org/10.1145/191028.191041', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '0897916492', 'year': '1994', 'title': 'Providing access to graphical user interfaces—not graphical screens', 'author': 'Edwards, W. K. and Mynatt, E. D. and Stockton, K.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/191028.191041'}"
Increasing access to information for the print disabled through electronic documents in SGML,10.1145/191028.191043,"There is a growing conviction that the Standard Generalized Markup Language, SGML, can play an important role as an enabling technology to increase access to information for blind and partially sighted people. This paper reports on mechanisms that have been devised to build in accessibility into SGML encoded electronic documents, concentrating on the work done in the CAPS Consortium—Communication and Access to Information for People with Special Needs, a European Union funded project in the Technology Initiative for Disabled and Elderly People (TIDE) Programme—and by ICADD, the International Committee on Accessible Document Design.","{'series': ""Assets '94"", 'location': 'Marina Del Rey, California, USA', 'numpages': '7', 'pages': '55–61', 'booktitle': 'Proceedings of the First Annual ACM Conference on Assistive Technologies', 'abstract': 'There is a growing conviction that the Standard Generalized Markup Language, SGML, can play an important role as an enabling technology to increase access to information for blind and partially sighted people. This paper reports on mechanisms that have been devised to build in accessibility into SGML encoded electronic documents, concentrating on the work done in the CAPS Consortium—Communication and Access to Information for People with Special Needs, a European Union funded project in the Technology Initiative for Disabled and Elderly People (TIDE) Programme—and by ICADD, the International Committee on Accessible Document Design.', 'doi': '10.1145/191028.191043', 'url': 'https://doi.org/10.1145/191028.191043', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '0897916492', 'year': '1994', 'title': 'Increasing access to information for the print disabled through electronic documents in SGML', 'author': 'Bauwens, B. and Engelen, J. and Evenepoel, F. and Tobin, C. and Wesley, T.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/191028.191043'}"
Interactive audio documents,10.1145/191028.191045,"Communicating technical material orally is often hindered by the relentless linearity of audio; information flows actively past a passive listener. This is in stark contrast to communication through the printed medium, where we can actively peruse the visual display to access relevant information.ASTER is an interactive computing system for audio formatting electronic documents (presently, documents written in (LA)TEX) to produce audio documents. ASTER can speak both literary texts and highly technical documents that contain complex mathematics. In fact, the effective speaking and interactive browsing of mathematics  is a key goal of ASTER. To this end, a listener can browse both complete documents and complex mathematical expressions. ASTER thus enables active listening.This paper describes the browsing component of ASTER. The design and implementation of ASTER is beyond the scope of this paper. Here, we will focus on the browser, and refer to other parts of the system in passing for the sake of completeness.","{'series': ""Assets '94"", 'location': 'Marina Del Rey, California, USA', 'numpages': '7', 'pages': '62–68', 'booktitle': 'Proceedings of the First Annual ACM Conference on Assistive Technologies', 'abstract': 'Communicating technical material orally is often hindered by the relentless linearity of audio; information flows actively past a passive listener. This is in stark contrast to communication through the printed medium, where we can actively peruse the visual display to access relevant information.ASTER is an interactive computing system for audio formatting electronic documents (presently, documents written in (LA)TEX) to produce audio documents. ASTER can speak both literary texts and highly technical documents that contain complex mathematics. In fact, the effective speaking and interactive browsing of mathematics  is a key goal of ASTER. To this end, a listener can browse both complete documents and complex mathematical expressions. ASTER thus enables active listening.This paper describes the browsing component of ASTER. The design and implementation of ASTER is beyond the scope of this paper. Here, we will focus on the browser, and refer to other parts of the system in passing for the sake of completeness.', 'doi': '10.1145/191028.191045', 'url': 'https://doi.org/10.1145/191028.191045', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '0897916492', 'year': '1994', 'title': 'Interactive audio documents', 'author': 'Raman, T. V. and Gries, D.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/191028.191045'}"
An overview of programs and projects at the rehabilitation research and development center,10.1145/191028.191047,"The mission of the Rehabilitation Research and Development Center is to improve the independence and quality of life for disabled veterans through the creation and application of emerging technologies. In support of this mission, the Center develops concepts, devices, and techniques for in-house testing, national evaluation, and technology transfer leading to commercial production. This presentation will detail the Center's design/development process and technology transfer strategies using examples drawn from its fifteen years of operation.","{'series': ""Assets '94"", 'location': 'Marina Del Rey, California, USA', 'numpages': '8', 'pages': '69–76', 'booktitle': 'Proceedings of the First Annual ACM Conference on Assistive Technologies', 'abstract': ""The mission of the Rehabilitation Research and Development Center is to improve the independence and quality of life for disabled veterans through the creation and application of emerging technologies. In support of this mission, the Center develops concepts, devices, and techniques for in-house testing, national evaluation, and technology transfer leading to commercial production. This presentation will detail the Center's design/development process and technology transfer strategies using examples drawn from its fifteen years of operation."", 'doi': '10.1145/191028.191047', 'url': 'https://doi.org/10.1145/191028.191047', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '0897916492', 'year': '1994', 'title': 'An overview of programs and projects at the rehabilitation research and development center', 'author': 'Jaffe, D. L.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/191028.191047'}"
