Title,DOI,Abstract,BibTeX
Beyond assistive technology: universal design goes to school,10.1145/228347.228348,"For  centuries,  print  technologies  have  been  the  dominant  means  for  learning  and  expression  in  our  schools.  However,  print  technologies  are  not  equally  accessible  to  all  students.  Those  with  sensory,  physical  and  learning  disabilities  face  particular  barriers  in  print.  Schools  have  attempted  to  overcome  these  barriers  with  a variety  of  adaptations  such  as  special  classrooms,  therapies,  and  assistive  technologies.  As  schools  move  to  a  more  inclusive  multimedia  platform,  new  opportunities  arise  to  eliminate  barriers  for  children  with  disabilities.  The  realization  of  these  opportunities  can  only  be  achieved  through  universal  design  of  educational  media  and  materials.  The  prospects  of  universal  design  in  education  will  be  the  focus  of  this  presentation.","{'series': ""Assets '96"", 'location': 'Vancouver, British Columbia, Canada', 'pages': '1', 'booktitle': 'Proceedings of the Second Annual ACM Conference on Assistive Technologies', 'abstract': 'For  centuries,  print  technologies  have  been  the  dominant  means  for  learning  and  expression  in  our  schools.  However,  print  technologies  are  not  equally  accessible  to  all  students.  Those  with  sensory,  physical  and  learning  disabilities  face  particular  barriers  in  print.  Schools  have  attempted  to  overcome  these  barriers  with  a variety  of  adaptations  such  as  special  classrooms,  therapies,  and  assistive  technologies.  As  schools  move  to  a  more  inclusive  multimedia  platform,  new  opportunities  arise  to  eliminate  barriers  for  children  with  disabilities.  The  realization  of  these  opportunities  can  only  be  achieved  through  universal  design  of  educational  media  and  materials.  The  prospects  of  universal  design  in  education  will  be  the  focus  of  this  presentation.', 'doi': '10.1145/228347.228348', 'url': 'https://doi.org/10.1145/228347.228348', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '0897917766', 'year': '1996', 'title': 'Beyond assistive technology: universal design goes to school', 'author': 'Rose, David', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/228347.228348'}"
Touching and hearing GUI's: design issues for the PC-Access system,10.1145/228347.228349,"PC-Access is a system which combines both hardware and software in order  to provide multimodal feedback in a Microsoft Windows graphical interface and within its applications. We propose two versions of PC-Access: one which  offers sound feedback with an enhanced drawing tablet and another in which tactile stimuli are synthesized by a haptic pointing device. When using the  second version, the user will be able to perceive the interface objects (e.g, icons, menus, windows) as well as actions (e.g, moving, re-sizing). Thus, PC-Access offers auditory information (non-verbal sounds and voice synthesis), reinforced by the sense of touch which in turn helps to direct manipulation.","{'series': ""Assets '96"", 'location': 'Vancouver, British Columbia, Canada', 'numpages': '8', 'pages': '2–9', 'booktitle': 'Proceedings of the Second Annual ACM Conference on Assistive Technologies', 'abstract': 'PC-Access is a system which combines both hardware and software in order  to provide multimodal feedback in a Microsoft Windows graphical interface and within its applications. We propose two versions of PC-Access: one which  offers sound feedback with an enhanced drawing tablet and another in which tactile stimuli are synthesized by a haptic pointing device. When using the  second version, the user will be able to perceive the interface objects (e.g, icons, menus, windows) as well as actions (e.g, moving, re-sizing). Thus, PC-Access offers auditory information (non-verbal sounds and voice synthesis), reinforced by the sense of touch which in turn helps to direct manipulation.', 'doi': '10.1145/228347.228349', 'url': 'https://doi.org/10.1145/228347.228349', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '0897917766', 'year': '1996', 'title': ""Touching and hearing GUI's: design issues for the PC-Access system"", 'author': ""Ramstein, Christophe and Martial, Odile and Dufresne, Aude and Carignan, Michel and Chass\\'{e}, Patrick and Mabilleau, Philippe"", 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/228347.228349'}"
Enhancing scanning input with non-speech sounds,10.1145/228347.228350,"This  paper  proposes  the  addition  of  non-speech  sounds  to  aid  people  who  use  scanning  as  their  method  of  input.  Scanning  input  is  a  temporal  task;  users  have  to  press  a switch  when  a  cursor  is  over  the  required  target.  However,  it  is  usually  presented  as  a spatial  task  with  the  items  to  be  scanned  laid-out  in  a  grid.  Research  has  shown  that  for  temporal  tasks  the  auditory  modality  is  often  better  than  the  visual.  This  paper  investigates  this  by  adding  non-speech  sound  to  a  visual  scanning  system.  It  also  shows  how  our  natural  abilities  to  perceive  rhythms  can  be  supported  so  that  they  can  be  used  to  aid  the  scanning  process.  Structured  audio  messages  called  Earcons  were  used  for  the  sound  output.  The  results  from  a  preliminary  investigation  were  favourable,  indicating  that  the  idea  is  feasible  and  further  research  should  be  undertaken.","{'series': ""Assets '96"", 'location': 'Vancouver, British Columbia, Canada', 'keywords': 'scanning input, non-speech sound, multimodal interaction, earcons', 'numpages': '5', 'pages': '10–14', 'booktitle': 'Proceedings of the Second Annual ACM Conference on Assistive Technologies', 'abstract': 'This  paper  proposes  the  addition  of  non-speech  sounds  to  aid  people  who  use  scanning  as  their  method  of  input.  Scanning  input  is  a  temporal  task;  users  have  to  press  a switch  when  a  cursor  is  over  the  required  target.  However,  it  is  usually  presented  as  a spatial  task  with  the  items  to  be  scanned  laid-out  in  a  grid.  Research  has  shown  that  for  temporal  tasks  the  auditory  modality  is  often  better  than  the  visual.  This  paper  investigates  this  by  adding  non-speech  sound  to  a  visual  scanning  system.  It  also  shows  how  our  natural  abilities  to  perceive  rhythms  can  be  supported  so  that  they  can  be  used  to  aid  the  scanning  process.  Structured  audio  messages  called  Earcons  were  used  for  the  sound  output.  The  results  from  a  preliminary  investigation  were  favourable,  indicating  that  the  idea  is  feasible  and  further  research  should  be  undertaken.', 'doi': '10.1145/228347.228350', 'url': 'https://doi.org/10.1145/228347.228350', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '0897917766', 'year': '1996', 'title': 'Enhancing scanning input with non-speech sounds', 'author': 'Brewster, Stephen A. and Raty, Veli-Pekka and Kortekangas, Atte', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/228347.228350'}"
A study of input device manipulation difficulties,10.1145/228347.228351,"People with a motor disability affecting their use of the keyboard and/or mouse often tend to make unintentional input errors. Little or no quantified data exists on physical errors in the use of standard computer input devices, particularly with respect to motor disabilities.Such information, if available, could be used to develop techniques for automatic recognition of specific difficulties. Once recognised, many can be reduced or eliminated by appropriate system and application configuration.This paper describes the pilot study for an experiment intended to gather detailed information about input errors made with keyboards and mice. This work is a step towards provision of dynamic, automatic support for the configuration of systems and applications to suit individual users.Some initial results from the pilot study are presented, including an assessment of the experiment design and a summary of some interesting characteristics of the data gathered so far.","{'series': ""Assets '96"", 'location': 'Vancouver, British Columbia, Canada', 'keywords': 'physical disability, mouse, keyboard, input logging, input devices, errors', 'numpages': '8', 'pages': '15–22', 'booktitle': 'Proceedings of the Second Annual ACM Conference on Assistive Technologies', 'abstract': 'People with a motor disability affecting their use of the keyboard and/or mouse often tend to make unintentional input errors. Little or no quantified data exists on physical errors in the use of standard computer input devices, particularly with respect to motor disabilities.Such information, if available, could be used to develop techniques for automatic recognition of specific difficulties. Once recognised, many can be reduced or eliminated by appropriate system and application configuration.This paper describes the pilot study for an experiment intended to gather detailed information about input errors made with keyboards and mice. This work is a step towards provision of dynamic, automatic support for the configuration of systems and applications to suit individual users.Some initial results from the pilot study are presented, including an assessment of the experiment design and a summary of some interesting characteristics of the data gathered so far.', 'doi': '10.1145/228347.228351', 'url': 'https://doi.org/10.1145/228347.228351', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '0897917766', 'year': '1996', 'title': 'A study of input device manipulation difficulties', 'author': 'Trewin, Shari', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/228347.228351'}"
V-Lynx: bringing the World Wide Web to sight impaired users,10.1145/228347.228352,"The  World  Wide  Web  (WWW)  project  merges  the  techniques  of  networked  information  and  hypertext  to make  an  easy  but  powerful  global  information  system.  A client  program  called  a  browser  is  used  to  access  documents  in  the  WWW  system  and  present  them  all  as  parts  of  a seamless  hypertext  information  space. However,  today's  browsers  are  primarily  graphically  or  text  oriented,  which  makes  the  whole  system  inaccessible  to  sight- impaired  users.  In  this  project  we  wanted  to  extend  an  existing  browser  with  voice  output.  This  extension  would  allow  the  sight- impaired  to  use,  at  least,  textual  data,  which,  at  present,  forms  the  bulk  ofinformation  available  over  the  Web.  Our  browser  should  be  able  to read  the  document  a line  or  paragraph  at a time,  read  only  the  first  sentence  in  a paragraph  for  quick  scanning  of  the  document,  convey  the  document  structure  (headings,  emphasized  text,lists,  hyperlinks),  and  allow  for  easy  navigation  while  inside  and  between  documents.","{'series': ""Assets '96"", 'location': 'Vancouver, British Columbia, Canada', 'keywords': 'web navigation, web browser, voice, hypertext, http protocol, audio, WWW, URL, Lynx', 'numpages': '4', 'pages': '23–26', 'booktitle': 'Proceedings of the Second Annual ACM Conference on Assistive Technologies', 'abstract': ""The  World  Wide  Web  (WWW)  project  merges  the  techniques  of  networked  information  and  hypertext  to make  an  easy  but  powerful  global  information  system.  A client  program  called  a  browser  is  used  to  access  documents  in  the  WWW  system  and  present  them  all  as  parts  of  a seamless  hypertext  information  space. However,  today's  browsers  are  primarily  graphically  or  text  oriented,  which  makes  the  whole  system  inaccessible  to  sight- impaired  users.  In  this  project  we  wanted  to  extend  an  existing  browser  with  voice  output.  This  extension  would  allow  the  sight- impaired  to  use,  at  least,  textual  data,  which,  at  present,  forms  the  bulk  ofinformation  available  over  the  Web.  Our  browser  should  be  able  to read  the  document  a line  or  paragraph  at a time,  read  only  the  first  sentence  in  a paragraph  for  quick  scanning  of  the  document,  convey  the  document  structure  (headings,  emphasized  text,lists,  hyperlinks),  and  allow  for  easy  navigation  while  inside  and  between  documents."", 'doi': '10.1145/228347.228352', 'url': 'https://doi.org/10.1145/228347.228352', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '0897917766', 'year': '1996', 'title': 'V-Lynx: bringing the World Wide Web to sight impaired users', 'author': 'Krell, Mitchell and Cubranic, Davor', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/228347.228352'}"
Computer generated 3-dimensional models of manual alphabet handshapes for the World Wide Web,10.1145/228347.228353,"A  teaching  tool  consisting  of  a collection  of  three  dimensional  computer  graphic  models  representing  American  Sign  Language  manual  alphabet  hand  shapes  in  various  locations  and  orientations  has  been  established.  These  computer  graphic  models  have  been  recorded  in  the  ""Virtual  Reality  Modeling  Language  (VRML)  [1]  for  display  with  World  Wide  Web  browsers  such  as  Netscape  or  Mosaic,  in  conjunction  with  VRML  browsers  such  as  WebSpace  or  WorldView"".","{'series': ""Assets '96"", 'location': 'Vancouver, British Columbia, Canada', 'keywords': 'virtual reality, World Wide Web, VRML, ASL', 'numpages': '5', 'pages': '27–31', 'booktitle': 'Proceedings of the Second Annual ACM Conference on Assistive Technologies', 'abstract': 'A  teaching  tool  consisting  of  a collection  of  three  dimensional  computer  graphic  models  representing  American  Sign  Language  manual  alphabet  hand  shapes  in  various  locations  and  orientations  has  been  established.  These  computer  graphic  models  have  been  recorded  in  the  ""Virtual  Reality  Modeling  Language  (VRML)  [1]  for  display  with  World  Wide  Web  browsers  such  as  Netscape  or  Mosaic,  in  conjunction  with  VRML  browsers  such  as  WebSpace  or  WorldView"".', 'doi': '10.1145/228347.228353', 'url': 'https://doi.org/10.1145/228347.228353', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '0897917766', 'year': '1996', 'title': 'Computer generated 3-dimensional models of manual alphabet handshapes for the World Wide Web', 'author': 'Geitz, Sarah and Hanson, Timothy and Maher, Stephen', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/228347.228353'}"
Emacspeak—direct speech access,10.1145/228347.228354,"Emacspeak  is  a full-fledged  speech  output  inter- face  to  Emacs,  and  is being  used  to  provide  direct  speech  access  to  a UNIX  workstation.  The kind  of  speech  access  provided  by  Emacspeak  is qual- itatively  different  from  what  conventional  screen- readers  provide  -emacspeak  makes  applications  speak- as  opposed  to  speaking  the  screen.Emacspeak  is the  first  full-fledged  speech  output  system  that  will  allow  someone  who  cannot  see  to  work  directly  on  a UNIX  system  (Until  now,  the  only  option  available  to visually  impaired  users  has  been  to use  a talking  PC  as  a terminal.)  Emacspeak  is built  on  top  of  Emacs.  Once  Emacs  is started,  the  user  gets  complete  spoken  feedback.I currently  use  Emacspeak  at  work  on  my  SUN  SparcStation  and  have  also  used  it on  a DECAL- FHA  workstation  under  Digital  UNIX  while  at Di- gital's  CRL 1 .  I also  use  Emacspeak  as  the  only  speech  output  system  on  my  laptop  running  Linux.  Emacspeak  is available  on  the  Internet:ftp://crl.dec.com/pub/digitallemacspeak/http://www.research.digital.com/CRL","{'series': ""Assets '96"", 'location': 'Vancouver, British Columbia, Canada', 'keywords': 'direct speech access, access to UNIX workstations', 'numpages': '5', 'pages': '32–36', 'booktitle': 'Proceedings of the Second Annual ACM Conference on Assistive Technologies', 'abstract': ""Emacspeak  is  a full-fledged  speech  output  inter- face  to  Emacs,  and  is being  used  to  provide  direct  speech  access  to  a UNIX  workstation.  The kind  of  speech  access  provided  by  Emacspeak  is qual- itatively  different  from  what  conventional  screen- readers  provide  -emacspeak  makes  applications  speak- as  opposed  to  speaking  the  screen.Emacspeak  is the  first  full-fledged  speech  output  system  that  will  allow  someone  who  cannot  see  to  work  directly  on  a UNIX  system  (Until  now,  the  only  option  available  to visually  impaired  users  has  been  to use  a talking  PC  as  a terminal.)  Emacspeak  is built  on  top  of  Emacs.  Once  Emacs  is started,  the  user  gets  complete  spoken  feedback.I currently  use  Emacspeak  at  work  on  my  SUN  SparcStation  and  have  also  used  it on  a DECAL- FHA  workstation  under  Digital  UNIX  while  at Di- gital's  CRL 1 .  I also  use  Emacspeak  as  the  only  speech  output  system  on  my  laptop  running  Linux.  Emacspeak  is available  on  the  Internet:ftp://crl.dec.com/pub/digitallemacspeak/http://www.research.digital.com/CRL"", 'doi': '10.1145/228347.228354', 'url': 'https://doi.org/10.1145/228347.228354', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '0897917766', 'year': '1996', 'title': 'Emacspeak—direct speech access', 'author': 'Raman, T. V.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/228347.228354'}"
Combining haptic and braille technologies: design issues and pilot study,10.1145/228347.228355,"This  article  describes  design  issues  for  a bi-dimensional  single  cell  braille  display,  called  Pantobraille,  combining  a standard  braille  cell  with  a force  feedback  device  developed  as  part  of  the  Cffl's  PC-Access  project.  The  Pantobraille,  with  a  10xl6cm  workspace,  allows  the  user  to  place  the  pointer  on  a graphical  interface,  to  perceive  forms  and  textures  using  the  sense  of  touch,  and  to  read  braille  text  on  a bi-dimensional  page.  In  order  to  determine  the  usability  of  such  a device  and  to  have  a better  understanding  of  the  issues  that  may  arise  when  manipulating  it  for  actual  interactive  tasks,  two  visually  handicapped  persons  were  asked  to  use  the  device  to  follow reading  patterns with  one  or  two  hands.  Reading  performance  and  comfort  with  the  Pantobraille  remain  inferior  to  standard  braille  displays  but  significant  improvments  were  observed  while  performing  the  complementary  pointing  and  reading  tasks  using both  hands.","{'series': ""Assets '96"", 'location': 'Vancouver, British Columbia, Canada', 'keywords': 'single cell braille display, haptic interface, force feedback device, braille display', 'numpages': '8', 'pages': '37–44', 'booktitle': 'Proceedings of the Second Annual ACM Conference on Assistive Technologies', 'abstract': ""This  article  describes  design  issues  for  a bi-dimensional  single  cell  braille  display,  called  Pantobraille,  combining  a standard  braille  cell  with  a force  feedback  device  developed  as  part  of  the  Cffl's  PC-Access  project.  The  Pantobraille,  with  a  10xl6cm  workspace,  allows  the  user  to  place  the  pointer  on  a graphical  interface,  to  perceive  forms  and  textures  using  the  sense  of  touch,  and  to  read  braille  text  on  a bi-dimensional  page.  In  order  to  determine  the  usability  of  such  a device  and  to  have  a better  understanding  of  the  issues  that  may  arise  when  manipulating  it  for  actual  interactive  tasks,  two  visually  handicapped  persons  were  asked  to  use  the  device  to  follow reading  patterns with  one  or  two  hands.  Reading  performance  and  comfort  with  the  Pantobraille  remain  inferior  to  standard  braille  displays  but  significant  improvments  were  observed  while  performing  the  complementary  pointing  and  reading  tasks  using both  hands."", 'doi': '10.1145/228347.228355', 'url': 'https://doi.org/10.1145/228347.228355', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '0897917766', 'year': '1996', 'title': 'Combining haptic and braille technologies: design issues and pilot study', 'author': 'Ramstein, Christophe', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/228347.228355'}"
Interactive tactile display system: a support system for the visually disabled to recognize 3D objects,10.1145/228347.228356,"We have developed an interactive tactile display system for the visually disabled to actively recognize three-dimensional objects or environments. The display presents visual patterns by tactile pins arranged in two-dimensional format. The pin height can be set to several levels to increase the touch information and to display a three-dimensional surface shape. Also, each pin has a tact switch in the bottom for the user to make the system know the position by pushing it. This paper describes the hardware and software of the system.","{'series': ""Assets '96"", 'location': 'Vancouver, British Columbia, Canada', 'keywords': 'the visually disabled, tactile display, stereo vision, interactive interface, 3D', 'numpages': '6', 'pages': '45–50', 'booktitle': 'Proceedings of the Second Annual ACM Conference on Assistive Technologies', 'abstract': 'We have developed an interactive tactile display system for the visually disabled to actively recognize three-dimensional objects or environments. The display presents visual patterns by tactile pins arranged in two-dimensional format. The pin height can be set to several levels to increase the touch information and to display a three-dimensional surface shape. Also, each pin has a tact switch in the bottom for the user to make the system know the position by pushing it. This paper describes the hardware and software of the system.', 'doi': '10.1145/228347.228356', 'url': 'https://doi.org/10.1145/228347.228356', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '0897917766', 'year': '1996', 'title': 'Interactive tactile display system: a support system for the visually disabled to recognize 3D objects', 'author': 'Kawai, Yoshihiro and Tomita, Fumiaki', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/228347.228356'}"
Audiograf: a diagram-reader for the blind,10.1145/228347.228357,"In  technical  reports  and  papers  interrelations  are  often  represented  as  diagrams.  With  the  aid  of  a touch  panel  and  auditory  display  AudioGraf  enables  blind  and  visually  impaired  people  to  read  such  diagrams.  The  diagram  is  displayed  on  the  touch  panel  where  a part  can  be  selected  with  a finger.  The  selected  part  will  be  auditorally  displayed.  If  the  finger  is  moved,  another  part  is  selected  and  auditorally  displayed.  This  way  the  whole  diagram  can  be  explored  in  an  audio-tactile  way.  A  model  of  this  audio-tactile  exploration  is  presented.  Based  on  this  model  it  is  explained  how  AudioGraf  supports  the  user.  Usability  tests  have  shown  that  simple  diagrams  can  be  read  by  blind  users  within  relative  short  time.","{'series': ""Assets '96"", 'location': 'Vancouver, British Columbia, Canada', 'keywords': 'usability, reading-aid, diagram, blind users, auditory user interfaces', 'numpages': '6', 'pages': '51–56', 'booktitle': 'Proceedings of the Second Annual ACM Conference on Assistive Technologies', 'abstract': 'In  technical  reports  and  papers  interrelations  are  often  represented  as  diagrams.  With  the  aid  of  a touch  panel  and  auditory  display  AudioGraf  enables  blind  and  visually  impaired  people  to  read  such  diagrams.  The  diagram  is  displayed  on  the  touch  panel  where  a part  can  be  selected  with  a finger.  The  selected  part  will  be  auditorally  displayed.  If  the  finger  is  moved,  another  part  is  selected  and  auditorally  displayed.  This  way  the  whole  diagram  can  be  explored  in  an  audio-tactile  way.  A  model  of  this  audio-tactile  exploration  is  presented.  Based  on  this  model  it  is  explained  how  AudioGraf  supports  the  user.  Usability  tests  have  shown  that  simple  diagrams  can  be  read  by  blind  users  within  relative  short  time.', 'doi': '10.1145/228347.228357', 'url': 'https://doi.org/10.1145/228347.228357', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '0897917766', 'year': '1996', 'title': 'Audiograf: a diagram-reader for the blind', 'author': 'Kennel, Andrea R.', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/228347.228357'}"
