Title,DOI,Abstract,BibTeX
The DARE Index - Monitoring the Progress of Digital Accessibility around the World - A Research Conducted by Advocates for Advocates,10.1145/3441852.3487959,"It is not sufficient to simply express the goal of improved digital access for people with disabilities, without properly monitoring the progress towards those goals. This keynote speech describes the Digital Accessibility Rights Evaluation (DARE) index, which is coordinated by the Global Initiative for Inclusive ICTs (G3ICT). The DARE index is a benchmarking tool, for disability advocates, governments, civil society, international organizations and policy makers to trace country progress in making Information and Communication Technologies (ICT) accessible for all, in compliance with Article 9 of the Convention on the Rights of Persons with Disabilities (CRPD). The DARE Index measures three categories of variables in each country: country commitments (legal, regulatory, policies and programs), country capacity to implement (organization, processes, resources) and actual digital accessibility outcomes for persons with disabilities in 10 areas of products and services. Data is collected in close cooperation with Disabled People's International (DPI) and persons with disabilities worldwide, considering their best position to assess and report on digital accessibility matters in their respective countries. This keynote speech for ASSETS 2021 describes the DARE index and the most recent data collected in the DARE index in 2020, and highlights how the DARE index can be used to support digital accessibility research.","{'series': ""ASSETS '21"", 'location': 'Virtual Event, USA', 'numpages': '1', 'articleno': '1', 'booktitle': 'Proceedings of the 23rd International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': ""It is not sufficient to simply express the goal of improved digital access for people with disabilities, without properly monitoring the progress towards those goals. This keynote speech describes the Digital Accessibility Rights Evaluation (DARE) index, which is coordinated by the Global Initiative for Inclusive ICTs (G3ICT). The DARE index is a benchmarking tool, for disability advocates, governments, civil society, international organizations and policy makers to trace country progress in making Information and Communication Technologies (ICT) accessible for all, in compliance with Article 9 of the Convention on the Rights of Persons with Disabilities (CRPD). The DARE Index measures three categories of variables in each country: country commitments (legal, regulatory, policies and programs), country capacity to implement (organization, processes, resources) and actual digital accessibility outcomes for persons with disabilities in 10 areas of products and services. Data is collected in close cooperation with Disabled People's International (DPI) and persons with disabilities worldwide, considering their best position to assess and report on digital accessibility matters in their respective countries. This keynote speech for ASSETS 2021 describes the DARE index and the most recent data collected in the DARE index in 2020, and highlights how the DARE index can be used to support digital accessibility research."", 'doi': '10.1145/3441852.3487959', 'url': 'https://doi.org/10.1145/3441852.3487959', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450383066', 'year': '2021', 'title': 'The DARE Index - Monitoring the Progress of Digital Accessibility around the World - A Research Conducted by Advocates for Advocates', 'author': 'Leblois, Axel', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3441852.3487959'}"
Enabling meaningful use of AI-infused educational technologies for children with blindness: Learnings from the development and piloting of the PeopleLens curriculum,10.1145/3441852.3471210,"Novel AI-infused educational technologies can give children with blindness the opportunity to explore concepts learned incidentally through vision by using alternative perceptual modalities. However, more effort is needed to support the meaningful use of such technological innovations for evaluations at scale and later wide-spread adoption. This paper presents the development and pilot evaluation of a curriculum to enable educators to support blind learners’ self-exploration of social attention using the PeopleLens technology. We reflect on these learnings to present four design guidelines for creating curricula aimed to enable meaningful use. We then consider how formulations of “success” by our participants can help us think about ways of assessing efficacy in low-incidence disability groups. We conclude by arguing for our community to widen the scope of discourse around assistive technologies from design and engineering to include supporting their meaningful use.","{'series': ""ASSETS '21"", 'location': 'Virtual Event, USA', 'keywords': 'Human-centred AI, accessibility, blindness, children, disability, user evaluation, visual impairment', 'numpages': '13', 'articleno': '2', 'booktitle': 'Proceedings of the 23rd International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Novel AI-infused educational technologies can give children with blindness the opportunity to explore concepts learned incidentally through vision by using alternative perceptual modalities. However, more effort is needed to support the meaningful use of such technological innovations for evaluations at scale and later wide-spread adoption. This paper presents the development and pilot evaluation of a curriculum to enable educators to support blind learners’ self-exploration of social attention using the PeopleLens technology. We reflect on these learnings to present four design guidelines for creating curricula aimed to enable meaningful use. We then consider how formulations of “success” by our participants can help us think about ways of assessing efficacy in low-incidence disability groups. We conclude by arguing for our community to widen the scope of discourse around assistive technologies from design and engineering to include supporting their meaningful use.', 'doi': '10.1145/3441852.3471210', 'url': 'https://doi.org/10.1145/3441852.3471210', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450383066', 'year': '2021', 'title': 'Enabling meaningful use of AI-infused educational technologies for children with blindness: Learnings from the development and piloting of the PeopleLens curriculum', 'author': 'Morrison, Cecily and Cutrell, Edward and Grayson, Martin and Becker, Elisabeth RB and Kladouchou, Vasiliki and Pring, Linda and Jones, Katherine and Faia Marques, Rita and Longden, Camilla and Sellen, Abigail', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3441852.3471210'}"
Understanding Disability Services Toward Improving Graduate Student Support,10.1145/3441852.3471231,"Few students with disabilities transition from undergraduate to graduate programs. Graduate students often receive ineffective and insufficient accommodations, including lack of support specific to graduate students, because disability services policies are shaped by undergraduate experiences. To understand how disability services offices accommodate graduate students: we (1) critically analyzed disability services websites of 18 U.S. institutions, and (2) interviewed 17 disability services staff. Disability services websites publicly present institutional accommodation policies and guidelines, and staff are responsible for identifying, providing, and implementing reasonable accommodations. We found that policies may be interpreted differently depending on specific student circumstances. We discuss our findings in two main themes: (a) Policies and attitudes ascribed to disability, technology, and faculty, and (b) Impacts of policies and perspectives on accommodation decisions for graduate students. The contributions of this work include an empirical investigation of institutional support for disabled graduate students and suggestions for how to improve support from disability services offices to empower students.","{'series': ""ASSETS '21"", 'location': 'Virtual Event, USA', 'keywords': 'Ableism, Accessibility, Computing Education Research, Higher Education', 'numpages': '14', 'articleno': '3', 'booktitle': 'Proceedings of the 23rd International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Few students with disabilities transition from undergraduate to graduate programs. Graduate students often receive ineffective and insufficient accommodations, including lack of support specific to graduate students, because disability services policies are shaped by undergraduate experiences. To understand how disability services offices accommodate graduate students: we (1) critically analyzed disability services websites of 18 U.S. institutions, and (2) interviewed 17 disability services staff. Disability services websites publicly present institutional accommodation policies and guidelines, and staff are responsible for identifying, providing, and implementing reasonable accommodations. We found that policies may be interpreted differently depending on specific student circumstances. We discuss our findings in two main themes: (a) Policies and attitudes ascribed to disability, technology, and faculty, and (b) Impacts of policies and perspectives on accommodation decisions for graduate students. The contributions of this work include an empirical investigation of institutional support for disabled graduate students and suggestions for how to improve support from disability services offices to empower students.', 'doi': '10.1145/3441852.3471231', 'url': 'https://doi.org/10.1145/3441852.3471231', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450383066', 'year': '2021', 'title': 'Understanding Disability Services Toward Improving Graduate Student Support', 'author': 'Tamjeed, Murtaza and Tibdewal, Vinita and Russell, Madison and McQuaid, Michael and Oh, Tae and Shinohara, Kristen', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3441852.3471231'}"
How Teachers of the Visually Impaired Compensate with the Absence of Accessible Block-Based Languages,10.1145/3441852.3471221,"The past five years have witnessed an increase in research to improve the accessibility of block-based programming environments to people with visual impairments. This has led to the creation of a few accessible block-based programming environments with some researchers considering tangible alternatives or hybrid environments. However, the literature says little about the learning experiences of K-12 students with visual impairments on these systems in educational settings. We try to fill this gap of knowledge with a report on an interview study with twelve teachers of K-12 students with visual impairments. Through the lens of the teachers, we discovered that factors such as the students background, the teacher's CS background and the design of existing curricula influence the learning process of students with visual impairments learning how to code. In addition to discussing how they go about to mitigate the challenges that stem from these factors, teachers also reported on how they compensate for the lack of accessible block-based languages. Through this work, we offer insights into how the research community can improve the learning experiences of students with visual impairments including training teachers, ensuring students have basic computing skills, improving the curriculum and designing accessible on-screen block-based programming environments.","{'series': ""ASSETS '21"", 'location': 'Virtual Event, USA', 'keywords': 'Accessible Computing, Block-based programming, K-12 computing, Programming, Visually impaired', 'numpages': '10', 'articleno': '4', 'booktitle': 'Proceedings of the 23rd International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': ""The past five years have witnessed an increase in research to improve the accessibility of block-based programming environments to people with visual impairments. This has led to the creation of a few accessible block-based programming environments with some researchers considering tangible alternatives or hybrid environments. However, the literature says little about the learning experiences of K-12 students with visual impairments on these systems in educational settings. We try to fill this gap of knowledge with a report on an interview study with twelve teachers of K-12 students with visual impairments. Through the lens of the teachers, we discovered that factors such as the students background, the teacher's CS background and the design of existing curricula influence the learning process of students with visual impairments learning how to code. In addition to discussing how they go about to mitigate the challenges that stem from these factors, teachers also reported on how they compensate for the lack of accessible block-based languages. Through this work, we offer insights into how the research community can improve the learning experiences of students with visual impairments including training teachers, ensuring students have basic computing skills, improving the curriculum and designing accessible on-screen block-based programming environments."", 'doi': '10.1145/3441852.3471221', 'url': 'https://doi.org/10.1145/3441852.3471221', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450383066', 'year': '2021', 'title': 'How Teachers of the Visually Impaired Compensate with the Absence of Accessible Block-Based Languages', 'author': 'Mountapmbeme, Aboubakar and Ludi, Stephanie', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3441852.3471221'}"
Nearmi: A Framework for Designing Point of Interest Techniques for VR Users with Limited Mobility,10.1145/3441852.3471230,"We propose Nearmi, a framework that enables designers to create customizable and accessible point-of-interest (POI) techniques in virtual reality (VR) for people with limited mobility. Designers can use Nearmi by creating and combining instances of its four components—representation, display, selection, and transition. These components enable users to gain awareness of POIs in virtual environments, and automatically re-orient the virtual camera toward a selected POI. We conducted a video elicitation study where 17 participants with limited mobility provided feedback on different Nearmi implementations. Although participants generally weighed the same design considerations when discussing their preferences, their choices reflected tradeoffs in accessibility, realism, spatial awareness, comfort, and familiarity with the interaction. Our findings highlight the need for accessible and customizable VR interaction techniques, as well as design considerations for building and evaluating these techniques.","{'series': ""ASSETS '21"", 'location': 'Virtual Event, USA', 'keywords': 'Accessibility, Design framework, Limited mobility, Out-of-view, Point of interest, Virtual reality', 'numpages': '14', 'articleno': '5', 'booktitle': 'Proceedings of the 23rd International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'We propose Nearmi, a framework that enables designers to create customizable and accessible point-of-interest (POI) techniques in virtual reality (VR) for people with limited mobility. Designers can use Nearmi by creating and combining instances of its four components—representation, display, selection, and transition. These components enable users to gain awareness of POIs in virtual environments, and automatically re-orient the virtual camera toward a selected POI. We conducted a video elicitation study where 17 participants with limited mobility provided feedback on different Nearmi implementations. Although participants generally weighed the same design considerations when discussing their preferences, their choices reflected tradeoffs in accessibility, realism, spatial awareness, comfort, and familiarity with the interaction. Our findings highlight the need for accessible and customizable VR interaction techniques, as well as design considerations for building and evaluating these techniques.', 'doi': '10.1145/3441852.3471230', 'url': 'https://doi.org/10.1145/3441852.3471230', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450383066', 'year': '2021', 'title': 'Nearmi: A Framework for Designing Point of Interest Techniques for VR Users with Limited Mobility', 'author': 'L. Franz, Rachel and Junuzovic, Sasa and Mott, Martez', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3441852.3471230'}"
Beyond Adaptive Sports: Challenges \&amp; Opportunities to Improve Accessibility and Analytics,10.1145/3441852.3471223,"A recent surge in sensing platforms for sports has been accompanied by drastic improvements in the quality of data analytics. This improved quality has catalyzed notable progress in training techniques, athletic performance tracking, real-time strategy management, and even better refereeing. However, despite a sustained growth in the number of para-athletes, there has been little exploration into the accessibility and data analytics needs for adaptive sports. We interviewed 18 participants in different roles (athletes, coaches, and high-performance managers) across six adaptive sports. We probed them on their current practices, existing challenges, and analytical needs. We uncovered common themes prevalent across all six sports and further examined findings in three groups: (1) blind sports; (2) wheelchair sports; and (3) adaptive sports with high equipment. Our study highlights the challenges faced by different adaptive sports and unearths opportunities for future research to improve accessibility and address specific needs for each sport.","{'series': ""ASSETS '21"", 'location': 'Virtual Event, USA', 'keywords': 'accessibility, adaptive sports, analytics', 'numpages': '11', 'articleno': '6', 'booktitle': 'Proceedings of the 23rd International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'A recent surge in sensing platforms for sports has been accompanied by drastic improvements in the quality of data analytics. This improved quality has catalyzed notable progress in training techniques, athletic performance tracking, real-time strategy management, and even better refereeing. However, despite a sustained growth in the number of para-athletes, there has been little exploration into the accessibility and data analytics needs for adaptive sports. We interviewed 18 participants in different roles (athletes, coaches, and high-performance managers) across six adaptive sports. We probed them on their current practices, existing challenges, and analytical needs. We uncovered common themes prevalent across all six sports and further examined findings in three groups: (1) blind sports; (2) wheelchair sports; and (3) adaptive sports with high equipment. Our study highlights the challenges faced by different adaptive sports and unearths opportunities for future research to improve accessibility and address specific needs for each sport.', 'doi': '10.1145/3441852.3471223', 'url': 'https://doi.org/10.1145/3441852.3471223', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450383066', 'year': '2021', 'title': 'Beyond Adaptive Sports: Challenges \\&amp; Opportunities to Improve Accessibility and Analytics', 'author': 'Khurana, Rushil and Wang, Ashley and Carrington, Patrick', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3441852.3471223'}"
"Wearable Interactions for Users with Motor Impairments: Systematic Review, Inventory, and Research Implications",10.1145/3441852.3471212,"We conduct a systematic literature review on wearable interactions for users with motor impairments and report results from a meta-analysis of 57 scientific articles identified in the ACM DL and IEEE Xplore databases. Our findings show limited research conducted on accessible wearable interactions (e.g., just four papers addressing smartwatch input), a disproportionate interest for hand gestures compared to other input modalities for wearable devices, and low numbers of participants with motor impairments involved in user studies about wearable interactions (a median of 6.0 and average of 8.2 participants per study). We compile an inventory of 92 finger, hand, head, shoulder, eye gaze, and foot gesture commands for smartwatches, smartglasses, headsets, earsets, fitness trackers, data gloves, and armband wearable devices extracted from the scientific literature that we surveyed. Based on our findings, we propose four directions for future research on accessible wearable interactions for users with motor impairments.","{'series': ""ASSETS '21"", 'location': 'Virtual Event, USA', 'keywords': 'HMDs, Motor impairments, accessible input, fitness trackers., headsets, review, rings, smartglasses, smartwatches, survey, wearables', 'numpages': '15', 'articleno': '7', 'booktitle': 'Proceedings of the 23rd International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'We conduct a systematic literature review on wearable interactions for users with motor impairments and report results from a meta-analysis of 57 scientific articles identified in the ACM DL and IEEE Xplore databases. Our findings show limited research conducted on accessible wearable interactions (e.g., just four papers addressing smartwatch input), a disproportionate interest for hand gestures compared to other input modalities for wearable devices, and low numbers of participants with motor impairments involved in user studies about wearable interactions (a median of 6.0 and average of 8.2 participants per study). We compile an inventory of 92 finger, hand, head, shoulder, eye gaze, and foot gesture commands for smartwatches, smartglasses, headsets, earsets, fitness trackers, data gloves, and armband wearable devices extracted from the scientific literature that we surveyed. Based on our findings, we propose four directions for future research on accessible wearable interactions for users with motor impairments.', 'doi': '10.1145/3441852.3471212', 'url': 'https://doi.org/10.1145/3441852.3471212', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450383066', 'year': '2021', 'title': 'Wearable Interactions for Users with Motor Impairments: Systematic Review, Inventory, and Research Implications', 'author': 'Siean, Alexandru-Ionut and Vatavu, Radu-Daniel', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3441852.3471212'}"
Accessing Passersby Proxemic Signals through a Head-Worn Camera: Opportunities and Limitations for the Blind,10.1145/3441852.3471232,"The spatial behavior of passersby can be critical to blind individuals to initiate interactions, preserve personal space, or practice social distancing during a pandemic. Among other use cases, wearable cameras employing computer vision can be used to extract proxemic signals of others and thus increase access to the spatial behavior of passersby for blind people. Analyzing data collected in a study with blind (N=10) and sighted (N=40) participants, we explore: (i) visual information on approaching passersby captured by a head-worn camera; (ii) pedestrian detection algorithms for extracting proxemic signals such as passerby presence, relative position, distance, and head pose; and (iii) opportunities and limitations of using wearable cameras for helping blind people access proxemics related to nearby people. Our observations and findings provide insights into dyadic behaviors for assistive pedestrian detection and lead to implications for the design of future head-worn cameras and interactions.","{'series': ""ASSETS '21"", 'location': 'Virtual Event, USA', 'keywords': 'blind people, machine learning, pedestrian detection, proxemics, spatial proximity, wearable camera', 'numpages': '15', 'articleno': '8', 'booktitle': 'Proceedings of the 23rd International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'The spatial behavior of passersby can be critical to blind individuals to initiate interactions, preserve personal space, or practice social distancing during a pandemic. Among other use cases, wearable cameras employing computer vision can be used to extract proxemic signals of others and thus increase access to the spatial behavior of passersby for blind people. Analyzing data collected in a study with blind (N=10) and sighted (N=40) participants, we explore: (i) visual information on approaching passersby captured by a head-worn camera; (ii) pedestrian detection algorithms for extracting proxemic signals such as passerby presence, relative position, distance, and head pose; and (iii) opportunities and limitations of using wearable cameras for helping blind people access proxemics related to nearby people. Our observations and findings provide insights into dyadic behaviors for assistive pedestrian detection and lead to implications for the design of future head-worn cameras and interactions.', 'doi': '10.1145/3441852.3471232', 'url': 'https://doi.org/10.1145/3441852.3471232', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450383066', 'year': '2021', 'title': 'Accessing Passersby Proxemic Signals through a Head-Worn Camera: Opportunities and Limitations for the Blind', 'author': 'Lee, Kyungjun and Sato, Daisuke and Asakawa, Saki and Asakawa, Chieko and Kacorri, Hernisa', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3441852.3471232'}"
Understanding Barriers and Design Opportunities to Improve Healthcare and QOL for Older Adults through Voice Assistants,10.1145/3441852.3471218,"Voice-based Intelligent Virtual Assistants&nbsp;(IVAs) promise to improve healthcare management and Quality of Life&nbsp;(QOL) by introducing the paradigm of hands-free and eye-free interactions. However, there has been little understanding regarding the challenges for designing such systems for older adults, especially when it comes to healthcare related tasks. To tackle this, we consider the processes of care delivery and QOL enhancements for older adults as a collaborative task between patients and providers. By interviewing 16 older adults living independently or semi–independently and 5 providers, we identified 12&nbsp;barriers that older adults might encounter during daily routine and while managing health. We ultimately highlighted key design challenges and opportunities that might be introduced when integrating voice-based IVAs into the life of older adults. Our work will benefit practitioners who study and attempt to create full-fledged IVA-powered smart devices to deliver better care and support an increased QOL for aging populations.","{'series': ""ASSETS '21"", 'location': 'Virtual Event, USA', 'keywords': 'Accessibility, Gerontechnology, Health – Well-being, Older Adults, Semi-Structured Interview, User Experience Design', 'numpages': '16', 'articleno': '9', 'booktitle': 'Proceedings of the 23rd International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Voice-based Intelligent Virtual Assistants&nbsp;(IVAs) promise to improve healthcare management and Quality of Life&nbsp;(QOL) by introducing the paradigm of hands-free and eye-free interactions. However, there has been little understanding regarding the challenges for designing such systems for older adults, especially when it comes to healthcare related tasks. To tackle this, we consider the processes of care delivery and QOL enhancements for older adults as a collaborative task between patients and providers. By interviewing 16 older adults living independently or semi–independently and 5 providers, we identified 12&nbsp;barriers that older adults might encounter during daily routine and while managing health. We ultimately highlighted key design challenges and opportunities that might be introduced when integrating voice-based IVAs into the life of older adults. Our work will benefit practitioners who study and attempt to create full-fledged IVA-powered smart devices to deliver better care and support an increased QOL for aging populations.', 'doi': '10.1145/3441852.3471218', 'url': 'https://doi.org/10.1145/3441852.3471218', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450383066', 'year': '2021', 'title': 'Understanding Barriers and Design Opportunities to Improve Healthcare and QOL for Older Adults through Voice Assistants', 'author': 'Chen, Chen and Johnson, Janet G and Charles, Kemeberly and Lee, Alice and Lifset, Ella T and Hogarth, Michael and Moore, Alison A and Farcas, Emilia and Weibel, Nadir', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3441852.3471218'}"
How Online Tests Contribute to the Support System for People With Cognitive and Mental Disabilities,10.1145/3441852.3471229,"Roughly 1 in 3 people around the world are affected by cognitive or mental disabilities at some point in their lives, yet people often face a variety of barriers when seeking support and receiving diagnosis from healthcare professionals. While prior work found that people with such disabilities assess themselves using online tests and assessments, it remains unknown whether and how effectively these tests fill gaps in healthcare and general support systems. To find out, we interviewed 17 adults with cognitive or mental disabilities about their motivation for and experience using online tests. We learned that online tests act as an important resource that address the shortcomings in support systems for people with professionally diagnosed or suspected cognitive or mental disabilities. In particular, online tests can lower barriers to a professional diagnosis, provide valuable information about the nuances of a disability, and support people in forming a disability identity – an invaluable step towards a positive acceptance of oneself. Our results also uncovered challenges and risks that prevent people with known or suspected health conditions from fully taking advantage of online tests. Based on these findings, we discuss how online tests can be better leveraged to support people with cognitive or mental disabilities before and after professional diagnosis.","{'series': ""ASSETS '21"", 'location': 'Virtual Event, USA', 'keywords': 'cognitive disability, disability, health support, mental health, online tests, psychiatric disorder', 'numpages': '15', 'articleno': '10', 'booktitle': 'Proceedings of the 23rd International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'Roughly 1 in 3 people around the world are affected by cognitive or mental disabilities at some point in their lives, yet people often face a variety of barriers when seeking support and receiving diagnosis from healthcare professionals. While prior work found that people with such disabilities assess themselves using online tests and assessments, it remains unknown whether and how effectively these tests fill gaps in healthcare and general support systems. To find out, we interviewed 17 adults with cognitive or mental disabilities about their motivation for and experience using online tests. We learned that online tests act as an important resource that address the shortcomings in support systems for people with professionally diagnosed or suspected cognitive or mental disabilities. In particular, online tests can lower barriers to a professional diagnosis, provide valuable information about the nuances of a disability, and support people in forming a disability identity – an invaluable step towards a positive acceptance of oneself. Our results also uncovered challenges and risks that prevent people with known or suspected health conditions from fully taking advantage of online tests. Based on these findings, we discuss how online tests can be better leveraged to support people with cognitive or mental disabilities before and after professional diagnosis.', 'doi': '10.1145/3441852.3471229', 'url': 'https://doi.org/10.1145/3441852.3471229', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781450383066', 'year': '2021', 'title': 'How Online Tests Contribute to the Support System for People With Cognitive and Mental Disabilities', 'author': 'Li, Qisheng and Lee, Josephine and Zhang, Christina and Reinecke, Katharina', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3441852.3471229'}"
