Title,DOI,Abstract,BibTeX
Session details: Keynote address,10.1145/3252455,Abstract not available,"{'series': ""Assets '09"", 'location': 'Pittsburgh, Pennsylvania, USA', 'booktitle': 'Proceedings of the 11th International ACM SIGACCESS Conference on Computers and Accessibility', 'doi': '10.1145/3252455', 'url': 'https://doi.org/10.1145/3252455', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781605585581', 'year': '2009', 'title': 'Session details: Keynote address', 'author': 'Trewin, Shari', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3252455'}"
Using information technology to assist people with disabilities,10.1145/1639642.1639644,Abstract not available,"{'series': ""Assets '09"", 'location': 'Pittsburgh, Pennsylvania, USA', 'keywords': 'remote monitoring, human-machine interfaces, assistive technology', 'numpages': '2', 'pages': '1–2', 'booktitle': 'Proceedings of the 11th International ACM SIGACCESS Conference on Computers and Accessibility', 'doi': '10.1145/1639642.1639644', 'url': 'https://doi.org/10.1145/1639642.1639644', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781605585581', 'year': '2009', 'title': 'Using information technology to assist people with disabilities', 'author': 'Cooper, Rory', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/1639642.1639644'}"
Session details: Cognitive accessibility,10.1145/3252456,Abstract not available,"{'series': ""Assets '09"", 'location': 'Pittsburgh, Pennsylvania, USA', 'booktitle': 'Proceedings of the 11th International ACM SIGACCESS Conference on Computers and Accessibility', 'doi': '10.1145/3252456', 'url': 'https://doi.org/10.1145/3252456', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781605585581', 'year': '2009', 'title': 'Session details: Cognitive accessibility', 'author': 'Lewis, Clayton', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3252456'}"
Comparing evaluation techniques for text readability software for adults with intellectual disabilities,10.1145/1639642.1639646,"In this paper, we compare alternative techniques for evaluating a software system for simplifying the readability of texts for adults with mild intellectual disabilities (ID). We introduce our research on the development of software to automatically simplify news articles, display them, and read them aloud for adults with ID. Using a Wizard-of-Oz prototype, we conducted experiments with a group of adults with ID to test alternative formats of questions to measure comprehension of the information in the news articles. We have found that some forms of questions work well at measuring the difficulty level of a text: multiple-choice questions with three answer choices, each illustrated with clip-art or a photo. Some types of questions do a poor job: yes/no questions and Likert-scale questions in which participants report their perception of the text's difficulty level. Our findings inform the design of future evaluation studies of computational linguistic software for adults with ID; this study may also be of interest to researchers conducting usability studies or other surveys with adults with ID.","{'series': ""Assets '09"", 'location': 'Pittsburgh, Pennsylvania, USA', 'keywords': 'assistive technology, intellectual disabilities, natural language processing, text comprehension, text readability assessment', 'numpages': '8', 'pages': '3–10', 'booktitle': 'Proceedings of the 11th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': ""In this paper, we compare alternative techniques for evaluating a software system for simplifying the readability of texts for adults with mild intellectual disabilities (ID). We introduce our research on the development of software to automatically simplify news articles, display them, and read them aloud for adults with ID. Using a Wizard-of-Oz prototype, we conducted experiments with a group of adults with ID to test alternative formats of questions to measure comprehension of the information in the news articles. We have found that some forms of questions work well at measuring the difficulty level of a text: multiple-choice questions with three answer choices, each illustrated with clip-art or a photo. Some types of questions do a poor job: yes/no questions and Likert-scale questions in which participants report their perception of the text's difficulty level. Our findings inform the design of future evaluation studies of computational linguistic software for adults with ID; this study may also be of interest to researchers conducting usability studies or other surveys with adults with ID."", 'doi': '10.1145/1639642.1639646', 'url': 'https://doi.org/10.1145/1639642.1639646', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781605585581', 'year': '2009', 'title': 'Comparing evaluation techniques for text readability software for adults with intellectual disabilities', 'author': ""Huenerfauth, Matt and Feng, Lijun and Elhadad, No\\'{e}mie"", 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/1639642.1639646'}"
Designing judicious interactions for cognitive assistance: the acts of assistance approach,10.1145/1639642.1639647,"The completion of complex activities of daily living (ADL) like meal preparation is a key concept for achieving autonomous living. Due to cognitive impairments, some people need to be supported when performing ADL. In this paper, we present a technological approach to guide people with cognitive impairments to complete complex activities. The assistance is provided in the form of pervasive human-machine interactions (HMI), that encourage the person to complete some actions to settle the difficulty identified by the system. These HMI are called ""acts of assistance"". This approach was implemented in Archipel, a cognitive orthosis developed at the DOMUS Laboratory, University of Sherbrooke (Canada). An evaluation of the prototype was conducted around meal preparation activities, involving 12 people with intellectual disabilities. This study demonstrates that our approach is promising.","{'series': ""Assets '09"", 'location': 'Pittsburgh, Pennsylvania, USA', 'keywords': 'activity monitoring, assistance generation, cognitive assistance, pervasive HMI, speech-acts theory', 'numpages': '8', 'pages': '11–18', 'booktitle': 'Proceedings of the 11th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'The completion of complex activities of daily living (ADL) like meal preparation is a key concept for achieving autonomous living. Due to cognitive impairments, some people need to be supported when performing ADL. In this paper, we present a technological approach to guide people with cognitive impairments to complete complex activities. The assistance is provided in the form of pervasive human-machine interactions (HMI), that encourage the person to complete some actions to settle the difficulty identified by the system. These HMI are called ""acts of assistance"". This approach was implemented in Archipel, a cognitive orthosis developed at the DOMUS Laboratory, University of Sherbrooke (Canada). An evaluation of the prototype was conducted around meal preparation activities, involving 12 people with intellectual disabilities. This study demonstrates that our approach is promising.', 'doi': '10.1145/1639642.1639647', 'url': 'https://doi.org/10.1145/1639642.1639647', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781605585581', 'year': '2009', 'title': 'Designing judicious interactions for cognitive assistance: the acts of assistance approach', 'author': ""Bauchet, J\\'{e}r\\'{e}my and Pigot, H\\'{e}l\\`{e}ne and Giroux, Sylvain and Lussier-Desrochers, Dany and Lachapelle, Yves and Mokhtari, Mounir"", 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/1639642.1639647'}"
Context-aware prompting to transition autonomously through vocational tasks for individuals with cognitive impairments,10.1145/1639642.1639648,"A challenge to individuals with cognitive impairments in workplaces is how to remain engaged, recall task routines, and transition autonomously across tasks in a way relying on limited cognitive capacity. A novel task prompting system is presented with an aim to increase workplace and life independence for people with traumatic brain injury, cerebral palsy, intellectual disability, schizophrenia, and Down syndromes. This paper describes an approach to providing distributed cognition support of work engagement for persons with cognitive disabilities. The unique strength of the system is the ability to provide unique-to-the-user prompts that are triggered by context. As this population is very sensitive to issues of abstraction (e.g. icons) and presents the designer with the need to tailor prompts to a 'universe-of-one' the use of picture or verbal cues specific to each user and context is implemented. The key to the approach is to spread the context awareness across the system, with the context being flagged by beacon sources and the appropriate response being evoked by displaying the appropriate task prompting cues indexed by the intersection of specific end-user and context ID embedded in the beacons. By separating the context trigger from the pictorial or verbal response, responses can be updated independently of the rest of the installed system, and a single beacon source can trigger multiple responses in the PDA depending on the end-user and their specific tasks. A prototype is built and tested in field experiments involving eight individuals with cognitive impairments. The experimental results show the task load of the human-device interface is low or very low and the capabilities of helping with task engagement are high and reliable.","{'series': ""Assets '09"", 'location': 'Pittsburgh, Pennsylvania, USA', 'keywords': 'cognitively impaired, social services, task prompting, ubiquitous computing', 'numpages': '8', 'pages': '19–26', 'booktitle': 'Proceedings of the 11th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': ""A challenge to individuals with cognitive impairments in workplaces is how to remain engaged, recall task routines, and transition autonomously across tasks in a way relying on limited cognitive capacity. A novel task prompting system is presented with an aim to increase workplace and life independence for people with traumatic brain injury, cerebral palsy, intellectual disability, schizophrenia, and Down syndromes. This paper describes an approach to providing distributed cognition support of work engagement for persons with cognitive disabilities. The unique strength of the system is the ability to provide unique-to-the-user prompts that are triggered by context. As this population is very sensitive to issues of abstraction (e.g. icons) and presents the designer with the need to tailor prompts to a 'universe-of-one' the use of picture or verbal cues specific to each user and context is implemented. The key to the approach is to spread the context awareness across the system, with the context being flagged by beacon sources and the appropriate response being evoked by displaying the appropriate task prompting cues indexed by the intersection of specific end-user and context ID embedded in the beacons. By separating the context trigger from the pictorial or verbal response, responses can be updated independently of the rest of the installed system, and a single beacon source can trigger multiple responses in the PDA depending on the end-user and their specific tasks. A prototype is built and tested in field experiments involving eight individuals with cognitive impairments. The experimental results show the task load of the human-device interface is low or very low and the capabilities of helping with task engagement are high and reliable."", 'doi': '10.1145/1639642.1639648', 'url': 'https://doi.org/10.1145/1639642.1639648', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781605585581', 'year': '2009', 'title': 'Context-aware prompting to transition autonomously through vocational tasks for individuals with cognitive impairments', 'author': 'Chang, Yao-Jen and Chang, Wan Chih and Wang, Tsen-Yung', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/1639642.1639648'}"
Customizing directions in an automated wayfinding system for individuals with cognitive impairment,10.1145/1639642.1639649,"Individuals with cognitive impairments would prefer to live independently, however issues in wayfinding prevent many from fully living, working, and participating in their community. Our research has focused on designing, prototyping, and evaluating a mobile wayfinding system to aid such individuals. Building on the feedback gathered from potential users, we have implemented the system's automated direction selection functionality. Using a decision-theoretic approach, we believe we can create better wayfinding experience that assists users to reach their destination more intuitively than traditional navigation systems. This paper describes the system and results from a study using system-generated directions that inform us of key customization factors that would provide improved wayfinding assistance for individual users.","{'series': ""Assets '09"", 'location': 'Pittsburgh, Pennsylvania, USA', 'keywords': 'Markov decision process, cognitive impairments, user interface, wayfinding', 'numpages': '8', 'pages': '27–34', 'booktitle': 'Proceedings of the 11th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': ""Individuals with cognitive impairments would prefer to live independently, however issues in wayfinding prevent many from fully living, working, and participating in their community. Our research has focused on designing, prototyping, and evaluating a mobile wayfinding system to aid such individuals. Building on the feedback gathered from potential users, we have implemented the system's automated direction selection functionality. Using a decision-theoretic approach, we believe we can create better wayfinding experience that assists users to reach their destination more intuitively than traditional navigation systems. This paper describes the system and results from a study using system-generated directions that inform us of key customization factors that would provide improved wayfinding assistance for individual users."", 'doi': '10.1145/1639642.1639649', 'url': 'https://doi.org/10.1145/1639642.1639649', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781605585581', 'year': '2009', 'title': 'Customizing directions in an automated wayfinding system for individuals with cognitive impairment', 'author': 'Liu, Alan L. and Hile, Harlan and Borriello, Gaetano and Brown, Pat A. and Harniss, Mark and Kautz, Henry and Johnson, Kurt', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/1639642.1639649'}"
Session details: Getting around and having fun,10.1145/3252457,Abstract not available,"{'series': ""Assets '09"", 'location': 'Pittsburgh, Pennsylvania, USA', 'booktitle': 'Proceedings of the 11th International ACM SIGACCESS Conference on Computers and Accessibility', 'doi': '10.1145/3252457', 'url': 'https://doi.org/10.1145/3252457', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781605585581', 'year': '2009', 'title': 'Session details: Getting around and having fun', 'author': 'Leventhal, Laura', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/3252457'}"
Usability of a multimodal videogame to improve navigation skills for blind children,10.1145/1639642.1639651,"This work presents an evaluation study on the usability of a haptic device and a sound-based videogame for the development and use of orientation and mobility (O&amp;M) skills in closed, unfamiliar spaces by blind, school-aged children. A usability evaluation was implemented for a haptic device especially designed for this project (Digital Clock Carpet) and a 3D videogame (MOVA3D), in order to redesign and improve the usability, as well as to learn of its acceptance and the degree of the user's satisfaction with the interaction with these products for O&amp;M purposes. The results show that both the haptic device and the videogame are usable, accepted and pleasant regarding their use by blind children, and that they are ready to be used in the following stage, which will determine their impact on the development and use of O&amp;M skills.","{'series': ""Assets '09"", 'location': 'Pittsburgh, Pennsylvania, USA', 'keywords': 'blind children, haptic and audio interfaces, navigation, virtual environments', 'numpages': '8', 'pages': '35–42', 'booktitle': 'Proceedings of the 11th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': ""This work presents an evaluation study on the usability of a haptic device and a sound-based videogame for the development and use of orientation and mobility (O&amp;M) skills in closed, unfamiliar spaces by blind, school-aged children. A usability evaluation was implemented for a haptic device especially designed for this project (Digital Clock Carpet) and a 3D videogame (MOVA3D), in order to redesign and improve the usability, as well as to learn of its acceptance and the degree of the user's satisfaction with the interaction with these products for O&amp;M purposes. The results show that both the haptic device and the videogame are usable, accepted and pleasant regarding their use by blind children, and that they are ready to be used in the following stage, which will determine their impact on the development and use of O&amp;M skills."", 'doi': '10.1145/1639642.1639651', 'url': 'https://doi.org/10.1145/1639642.1639651', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781605585581', 'year': '2009', 'title': 'Usability of a multimodal videogame to improve navigation skills for blind children', 'author': ""S\\'{a}nchez, Jaime and S\\'{a}enz, Mauricio and Ripoll, Miguel"", 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/1639642.1639651'}"
Instant tactile-audio map: enabling access to digital maps for people with visual impairment,10.1145/1639642.1639652,"In this paper, we propose an automatic approach, complete with a prototype system, for supporting instant access to maps for local navigation by people with visual impairment. The approach first detects and segments texts from a map image and recreates the remaining graphical parts in a tactile form which can be reproduced immediately through a tactile printer. Then, it generates an SVG (Scalable Vector Graphics) file, which integrates both text and graphical information. The tactile hardcopy and the SVG file together are used to provide a user with interactive access to the map image through a touchpad, resulting in a tactile-audio representation of the original input image. This supports real-time access to the map without tedious conversion by a sighted professional. Evaluations with six users who are blind show that the created tactile-audio maps from our prototype system convey the most important map information and are deemed as potentially useful for local navigation.","{'series': ""Assets '09"", 'location': 'Pittsburgh, Pennsylvania, USA', 'keywords': 'accessibility, multi-modal system, tactile map, visual impairment', 'numpages': '8', 'pages': '43–50', 'booktitle': 'Proceedings of the 11th International ACM SIGACCESS Conference on Computers and Accessibility', 'abstract': 'In this paper, we propose an automatic approach, complete with a prototype system, for supporting instant access to maps for local navigation by people with visual impairment. The approach first detects and segments texts from a map image and recreates the remaining graphical parts in a tactile form which can be reproduced immediately through a tactile printer. Then, it generates an SVG (Scalable Vector Graphics) file, which integrates both text and graphical information. The tactile hardcopy and the SVG file together are used to provide a user with interactive access to the map image through a touchpad, resulting in a tactile-audio representation of the original input image. This supports real-time access to the map without tedious conversion by a sighted professional. Evaluations with six users who are blind show that the created tactile-audio maps from our prototype system convey the most important map information and are deemed as potentially useful for local navigation.', 'doi': '10.1145/1639642.1639652', 'url': 'https://doi.org/10.1145/1639642.1639652', 'address': 'New York, NY, USA', 'publisher': 'Association for Computing Machinery', 'isbn': '9781605585581', 'year': '2009', 'title': 'Instant tactile-audio map: enabling access to digital maps for people with visual impairment', 'author': 'Wang, Zheshen and Li, Baoxin and Hedgpeth, Terri and Haven, Teresa', 'ENTRYTYPE': 'inproceedings', 'ID': '10.1145/1639642.1639652'}"
